Year,Team,Adj OE,Adj DE,Barthag,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,PAKE,PASE,Talent,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS
2008,Central Michigan,103.055,105.702,0.428,13,29,49.2,51.4,38.8,60.5,22.6,24.6,35.0,36.0,69.3,48.4,50.9,33.7,35.3,7.8,10.0,40.2,49.6,37.2,27.2,67.608,75.166,79.022,1.74,0.0,0.0,8.073,68.1,71.6,0.998,1.045,17.836
2008,New Orleans,103.47,106.144,0.427,17,30,49.5,51.7,36.8,40.3,17.5,21.7,29.4,32.6,69.0,48.4,49.6,34.8,37.2,4.7,7.1,44.1,51.3,27.5,33.5,68.164,75.182,79.109,2.49,0.0,0.0,6.874,72.9,70.6,1.043,1.036,11.986
2008,Weber St.,98.629,101.341,0.423,15,28,51.7,50.2,44.9,38.3,24.2,20.8,29.0,27.6,65.3,49.5,46.8,37.0,37.2,11.1,8.0,54.6,62.2,35.8,38.3,63.776,75.91,80.313,2.221,0.0,0.0,0.832,74.5,68.8,1.007,0.993,12.296
2008,UT Arlington,100.921,103.719,0.422,17,29,52.3,47.5,41.4,38.8,24.0,20.7,31.9,31.0,71.3,52.5,46.6,34.6,32.6,7.2,7.8,52.2,56.4,31.1,41.2,68.652,75.415,79.132,1.839,0.0,-0.013,8.575,67.1,66.9,1.004,0.982,11.828
2008,Little Rock,94.834,97.547,0.42,18,29,47.6,46.5,48.9,45.0,24.7,23.2,35.5,29.1,66.9,45.7,47.6,34.6,29.6,9.9,10.3,58.4,53.6,30.6,35.9,64.523,76.569,79.05,1.761,0.0,0.0,0.2,66.4,70.2,0.958,0.943,10.051
2008,Elon,96.566,99.433,0.417,13,31,47.6,49.2,28.4,40.5,20.6,20.8,30.0,32.6,64.3,47.7,49.1,31.6,33.1,7.0,7.8,49.7,51.5,31.4,31.5,62.205,76.293,79.42,1.787,0.0,0.0,0.51,68.1,65.4,0.962,1.005,17.985
2008,East Tennessee St.,102.656,105.715,0.416,18,31,50.9,51.2,36.3,37.7,21.4,23.6,33.8,37.2,74.1,50.0,50.2,35.1,34.9,9.0,8.3,46.8,59.8,33.0,43.3,71.11,76.106,79.48,2.108,0.0,0.0,6.366,71.9,65.3,1.035,1.032,12.775
2008,Fresno St.,97.313,100.249,0.415,12,31,48.4,49.1,29.0,30.3,17.0,19.5,23.4,29.3,69.0,46.6,48.2,34.0,34.1,7.5,8.6,50.8,54.1,41.0,31.0,67.185,76.548,80.723,2.41,0.0,0.0,22.839,70.0,68.3,0.981,0.992,15.208
2008,Gardner Webb,101.037,104.155,0.413,15,31,51.0,47.5,35.9,43.9,20.9,20.1,30.7,35.0,74.1,49.3,48.2,35.8,30.7,6.7,9.6,62.5,50.3,37.9,33.1,70.826,75.133,77.915,1.455,0.0,0.0,0.2,66.4,67.3,1.022,1.011,13.94
2008,William & Mary,99.389,102.486,0.413,15,31,48.7,49.0,31.0,35.4,21.1,22.4,29.7,35.5,62.2,46.7,48.2,34.1,33.5,6.4,11.1,62.1,56.1,44.8,40.3,61.381,78.084,80.824,1.88,0.0,0.0,18.467,68.5,68.0,0.978,1.007,15.023
2008,Lipscomb,99.204,102.41,0.41,14,30,50.1,48.6,41.0,38.6,21.1,20.1,31.9,29.6,69.8,48.8,45.5,35.1,35.9,6.9,9.3,55.4,50.7,35.5,36.8,66.816,76.745,79.309,1.628,0.0,0.0,3.175,64.9,66.2,1.006,0.991,9.897
2008,High Point,102.046,105.345,0.41,13,27,52.1,48.8,26.6,35.4,21.0,19.9,33.3,33.2,64.5,50.4,47.4,36.5,34.5,10.3,9.1,63.0,56.4,38.6,34.3,62.028,75.129,78.85,1.563,0.0,0.0,5.866,74.4,64.5,1.046,1.013,11.234
2008,Lafayette,104.88,108.392,0.406,15,30,53.2,50.2,41.9,41.2,23.6,24.2,34.2,38.2,69.5,47.9,48.1,39.7,36.4,8.2,10.4,60.6,50.8,45.4,33.0,68.799,75.847,78.564,2.19,0.0,0.0,18.597,69.4,73.7,1.047,1.034,11.118
2008,Colgate,97.251,100.683,0.402,18,32,49.9,47.0,37.9,35.4,24.3,22.2,33.5,35.3,66.0,46.8,45.0,38.2,33.8,10.6,7.1,49.6,50.9,29.8,35.0,64.062,76.575,79.399,2.211,0.0,0.0,5.807,69.6,65.9,0.981,0.972,10.547
2008,Murray St.,102.9,106.597,0.4,16,29,54.3,49.7,37.2,41.8,21.5,20.1,32.7,32.6,66.5,53.0,48.5,38.4,34.5,9.7,6.9,57.2,62.2,28.7,37.7,63.977,76.058,78.405,1.714,0.0,0.0,21.865,73.9,70.7,1.078,1.04,8.486
2008,Louisiana,96.673,100.178,0.399,14,29,47.7,47.9,38.8,45.0,22.2,23.3,33.9,37.3,65.6,46.0,46.2,33.6,35.2,9.2,7.2,46.3,47.8,38.1,25.8,63.816,77.345,79.839,1.204,0.0,0.0,11.439,65.0,70.0,0.975,0.994,13.415
2008,Montana,105.709,109.552,0.399,12,28,54.4,51.2,33.6,36.4,19.4,18.0,28.2,31.0,63.4,51.9,50.0,38.8,36.1,8.7,6.8,61.2,51.3,39.6,28.8,62.344,77.124,80.765,1.839,0.0,0.0,6.399,67.8,71.6,1.068,1.066,13.083
2008,Loyola Chicago,99.019,102.741,0.395,10,29,44.5,51.0,32.2,35.9,19.8,21.1,33.7,33.2,60.8,45.4,48.4,28.2,37.2,8.2,9.7,45.5,57.6,30.2,34.6,60.393,77.247,79.508,1.964,0.0,0.0,7.15,71.6,74.0,0.964,1.04,17.578
2008,Navy,100.573,104.475,0.392,16,30,48.3,48.2,34.5,43.0,21.1,24.2,32.6,34.9,74.6,44.9,48.1,35.1,32.2,6.5,11.8,55.7,55.4,43.5,31.1,73.623,77.598,80.121,1.509,0.0,0.0,11.65,75.1,68.7,1.007,0.971,6.68
2008,Purdue Fort Wayne,98.897,102.831,0.39,11,29,50.6,50.0,39.0,37.2,20.2,18.4,20.1,31.8,67.5,49.4,49.7,35.4,34.0,8.6,9.0,55.4,53.1,33.4,28.8,66.578,76.7,79.701,2.087,0.0,0.0,5.439,73.0,70.2,0.973,1.043,21.603
2008,Central Connecticut,103.448,107.836,0.383,14,30,51.8,52.0,28.9,22.4,21.0,19.6,36.3,33.4,65.5,50.9,50.0,35.7,37.1,8.0,10.5,58.4,51.5,35.0,35.4,62.866,74.886,77.411,1.071,0.0,0.0,0.572,70.9,65.9,1.049,1.029,7.942
2008,St. Bonaventure,104.569,109.245,0.377,8,30,48.5,52.9,34.9,32.8,21.4,19.5,31.0,33.4,66.6,46.8,51.8,34.2,36.2,6.8,8.0,57.4,62.6,37.7,44.2,65.319,77.476,80.64,2.094,0.0,0.0,17.457,75.2,70.0,0.997,1.086,19.087
2008,Hofstra,97.176,101.935,0.366,12,30,48.0,47.1,35.0,38.7,23.6,18.9,33.9,30.6,68.2,47.3,45.6,33.3,33.4,15.1,9.1,42.2,63.0,26.7,34.6,67.278,76.967,80.224,1.551,0.0,0.0,12.582,67.2,71.3,0.957,1.0,12.178
2008,Florida Atlantic,101.589,106.609,0.365,15,33,51.1,51.6,53.4,37.5,22.8,19.8,30.8,29.5,70.8,49.0,50.2,37.4,35.9,6.4,9.1,53.3,52.6,30.3,39.0,68.959,76.714,79.654,1.811,0.0,0.0,2.419,67.4,70.8,1.009,1.043,13.774
2008,Fairfield,103.926,109.07,0.365,14,30,50.0,52.2,37.8,35.5,21.2,19.4,36.7,36.2,62.8,46.2,49.2,38.1,38.1,9.3,9.2,63.0,54.3,34.5,37.2,60.994,76.39,79.798,1.403,0.0,0.0,10.109,69.6,66.3,1.03,1.079,14.097
2008,Sacred Heart,100.003,105.146,0.36,18,32,50.2,50.1,27.9,40.8,20.4,23.7,30.8,35.6,70.1,49.6,49.5,34.2,34.2,7.7,7.7,56.0,49.4,35.7,32.4,68.672,76.643,78.994,2.065,0.0,0.0,4.966,73.4,71.0,1.017,1.012,8.476
2008,Wofford,104.014,109.444,0.358,12,28,49.2,52.9,38.4,32.2,19.4,17.3,31.9,32.0,63.3,45.1,52.3,37.5,36.1,6.3,11.4,54.4,47.8,36.2,34.4,61.686,75.807,79.242,1.506,0.0,0.0,7.789,65.8,64.9,1.022,1.091,21.32
2008,Boston University,96.492,101.551,0.357,14,31,47.3,50.2,32.8,42.0,21.6,22.4,31.0,31.8,64.7,45.4,50.6,33.3,33.0,8.0,12.7,60.4,56.9,41.6,37.8,63.375,76.282,79.225,1.191,0.0,0.0,14.024,67.9,70.2,0.97,0.998,11.186
2008,East Carolina,103.549,109.0,0.357,9,27,48.6,50.5,40.8,42.8,21.2,19.8,31.8,39.8,66.6,43.1,49.0,38.3,36.2,9.6,10.6,63.1,57.6,38.4,29.2,65.54,76.355,79.798,1.679,0.0,0.0,9.857,69.5,68.4,1.0,1.093,19.218
2008,Bowling Green,99.248,104.661,0.352,13,30,48.6,46.7,35.0,38.1,23.0,18.7,33.9,36.3,64.9,49.1,46.3,31.6,31.7,13.8,9.3,54.0,52.7,29.7,34.5,63.893,77.046,79.551,1.22,0.0,0.0,16.286,65.5,72.3,0.97,1.038,15.46
2008,Southeastern Louisiana,95.099,100.338,0.351,13,26,49.7,46.4,42.3,36.6,24.9,21.6,31.4,31.9,67.7,49.4,44.9,33.6,33.4,9.6,8.1,55.5,49.9,25.6,28.1,64.327,76.178,79.153,1.946,0.0,0.0,1.883,66.9,65.6,0.949,0.95,11.915
2008,Delaware,97.155,102.525,0.35,14,31,46.1,49.3,40.2,35.3,20.8,22.3,27.6,35.5,65.9,45.5,49.1,31.4,33.1,7.6,9.4,55.8,48.0,35.6,27.3,64.968,76.194,79.191,1.37,0.0,0.0,23.626,68.6,66.0,0.943,0.994,13.253
2008,Youngstown St.,97.197,102.594,0.349,7,28,48.0,52.5,34.9,34.6,21.4,20.5,25.6,30.5,68.1,47.2,51.9,33.2,35.8,7.8,7.5,54.5,56.9,31.3,32.9,68.109,76.274,78.901,1.906,0.0,0.0,15.268,62.5,69.0,0.929,1.039,21.194
2008,James Madison,102.677,108.424,0.348,13,30,51.0,54.0,40.7,39.5,23.6,23.3,36.6,35.5,70.3,49.9,53.4,35.9,36.9,5.8,7.8,51.2,48.1,28.3,31.9,68.911,76.522,79.258,1.64,0.0,0.0,29.13,72.1,65.3,1.033,1.047,11.425
2008,Evansville,96.342,101.751,0.348,8,29,46.8,52.5,38.4,39.3,22.0,21.4,28.8,32.4,63.1,42.6,51.1,38.9,36.5,2.8,11.5,58.1,63.1,26.9,37.2,63.148,75.787,79.062,1.3,0.0,0.0,0.633,68.5,70.8,0.945,1.051,21.02
2008,LIU,99.499,105.316,0.342,15,30,46.1,49.8,39.2,28.0,18.6,20.2,35.3,30.4,71.1,44.7,50.9,32.3,31.5,6.8,10.0,43.9,55.8,35.2,32.6,69.167,75.525,78.102,1.423,0.0,0.0,0.201,68.1,71.4,1.015,1.005,8.471
2008,Southern Utah,101.295,107.247,0.341,11,29,50.4,53.9,46.1,42.4,23.8,21.9,35.0,30.9,67.5,51.0,51.2,32.2,39.5,5.4,10.0,64.0,57.5,23.0,34.1,65.128,76.458,79.167,1.952,0.0,0.0,3.14,69.9,70.9,1.002,1.063,14.854
2008,Binghamton,98.731,104.534,0.341,14,30,48.6,50.4,31.3,40.0,20.9,22.1,34.8,35.1,64.7,47.8,50.1,33.5,33.9,7.3,8.2,50.3,55.9,31.0,32.3,62.779,75.523,79.155,1.777,0.0,0.0,0.2,73.2,69.3,1.014,1.027,9.169
2008,Alabama St.,101.116,107.122,0.34,17,28,50.8,46.3,32.5,38.5,19.4,17.9,34.6,30.3,66.8,49.9,43.7,35.1,35.0,9.6,7.8,55.7,51.2,31.7,29.7,63.942,77.705,80.179,1.97,0.0,0.0,4.205,64.6,64.1,1.048,0.974,8.817
2008,Hampton,92.678,98.275,0.338,18,30,46.1,44.3,46.3,37.8,24.7,25.5,38.5,37.0,68.2,45.5,44.7,31.5,28.9,10.6,8.2,50.0,53.4,33.9,31.3,67.313,76.115,79.997,1.573,0.0,0.0,11.836,60.1,67.4,0.948,0.911,10.338
2008,Liberty,101.742,107.939,0.336,13,29,54.7,51.3,30.7,35.0,20.5,19.8,26.2,31.2,65.2,54.2,51.6,36.8,33.7,4.2,11.3,64.9,57.9,46.3,37.7,62.611,75.704,78.77,1.958,0.0,0.0,7.465,74.4,70.5,1.057,1.048,10.859
2008,Jacksonville,101.571,107.876,0.333,17,30,49.0,51.5,43.2,36.7,23.5,22.9,38.0,35.5,69.4,49.5,51.9,32.0,34.0,8.3,9.4,52.6,56.2,31.0,36.0,66.103,75.511,78.919,1.091,0.0,0.0,16.077,73.3,66.8,1.02,1.029,14.26
2008,Utah Valley,103.019,109.472,0.332,13,27,52.1,50.7,31.7,34.0,21.0,21.0,32.7,34.1,65.1,49.6,49.1,37.5,35.5,8.2,7.8,51.6,54.7,37.6,38.6,61.071,76.399,78.706,2.041,0.0,0.0,1.161,74.5,71.5,1.054,1.042,10.407
2008,Hawaii,101.598,108.031,0.33,11,30,49.0,53.2,34.9,45.9,20.2,23.5,31.0,37.7,69.0,48.7,51.1,33.2,39.1,8.3,6.0,60.0,51.5,30.1,28.5,67.047,78.112,80.111,2.483,0.0,0.0,15.773,74.1,69.2,1.016,1.058,13.032
2008,Iona,94.501,100.581,0.328,12,32,48.6,49.3,33.9,47.0,24.6,23.8,34.8,34.0,68.8,49.3,46.6,31.4,35.7,10.3,11.1,56.7,58.1,33.0,38.4,66.536,76.514,79.458,1.894,0.0,0.0,2.595,69.2,69.8,0.95,1.0,15.261
2008,Tennessee St.,103.537,110.204,0.328,13,30,53.0,55.3,32.1,45.8,19.6,22.7,31.2,32.6,70.3,51.5,54.6,36.9,37.6,10.0,7.4,55.9,56.1,37.2,38.3,68.875,75.573,79.548,1.748,0.0,0.0,31.496,66.8,70.8,1.061,1.079,11.671
2008,Manhattan,101.268,107.921,0.325,12,31,48.3,53.8,38.5,43.4,19.8,21.8,32.6,32.8,68.2,45.9,51.8,35.4,38.7,8.8,8.8,45.9,53.8,32.8,31.9,66.185,76.151,78.229,0.806,0.0,0.0,4.718,66.2,67.5,1.011,1.039,9.394
2008,Ball St.,95.175,101.526,0.322,6,30,44.0,52.7,35.4,33.2,18.7,21.7,29.9,30.5,62.1,44.0,48.7,29.5,39.6,5.5,8.5,49.9,56.4,27.1,37.1,61.346,74.135,76.653,1.461,0.0,0.0,0.192,65.8,69.7,0.922,1.02,17.656
2008,Toledo,92.91,99.298,0.318,11,30,45.4,52.0,37.6,32.4,24.0,25.5,29.8,37.9,65.9,45.3,52.5,30.3,34.1,10.1,10.8,45.3,56.3,37.8,34.3,64.466,76.559,78.606,1.442,0.0,0.0,8.478,67.6,68.3,0.904,1.011,20.448
2008,Wagner,95.975,102.714,0.314,23,31,49.2,47.1,36.2,34.2,21.8,19.9,36.6,30.4,70.1,50.2,46.0,31.3,32.6,10.0,6.4,54.0,59.2,30.8,37.4,68.024,76.591,78.65,2.377,0.0,0.0,13.093,59.9,70.3,0.994,0.985,7.887
2008,Yale,99.008,106.337,0.305,12,27,50.8,52.5,36.0,40.0,22.2,21.8,30.5,30.7,67.0,50.5,50.6,34.2,37.6,9.9,7.9,56.1,58.8,36.0,32.8,65.693,77.493,80.202,2.118,0.0,0.0,6.049,69.9,72.0,1.002,1.041,16.289
2008,Towson,98.577,105.896,0.305,13,31,47.0,50.4,30.0,36.3,17.6,20.6,28.7,32.6,66.3,45.5,48.4,32.9,35.9,10.6,8.4,60.8,63.3,37.6,36.3,65.327,76.523,79.271,1.997,0.0,0.0,7.473,66.9,67.6,0.978,1.029,11.622
2008,Western Carolina,97.461,104.817,0.302,9,30,46.3,51.6,24.2,42.8,22.2,22.0,36.4,33.9,65.4,42.7,51.6,34.8,34.4,8.4,9.7,50.7,58.4,38.3,42.0,64.086,77.039,79.778,1.376,0.0,0.0,0.934,67.1,72.5,0.965,1.052,16.572
2008,Oregon St.,94.617,101.76,0.302,6,30,41.7,52.6,27.1,39.8,18.0,19.3,33.1,32.9,66.0,40.9,51.4,28.9,36.9,8.2,8.4,47.5,58.4,31.1,31.5,65.295,78.155,81.564,1.168,0.0,0.0,39.598,65.7,70.2,0.905,1.074,31.901
2008,Northern Colorado,97.843,105.324,0.3,11,27,49.2,52.3,42.1,38.9,24.8,22.0,34.1,29.3,68.7,47.8,49.8,34.5,37.5,4.5,10.3,54.3,55.6,34.2,38.8,68.571,74.833,78.818,1.483,0.0,0.0,3.714,71.4,71.6,0.988,1.021,11.082
2008,Denver,96.941,104.36,0.3,10,29,53.7,50.9,38.1,40.4,25.1,22.6,22.3,35.0,57.5,55.0,50.4,34.7,34.8,10.1,10.5,66.5,49.2,44.2,27.7,55.709,76.001,79.082,1.243,0.0,0.0,0.521,76.4,68.5,0.964,1.032,12.98
2008,Eastern Washington,95.346,102.81,0.296,9,28,46.9,52.8,31.8,38.8,20.9,22.6,27.3,31.9,65.6,45.6,52.7,32.6,35.5,5.0,11.1,52.4,61.8,40.8,34.9,64.641,75.537,78.789,1.654,0.0,0.0,7.6,72.0,66.1,0.944,1.025,17.299
2008,Detroit Mercy,99.381,107.209,0.295,6,29,48.5,53.4,25.6,39.3,20.6,20.9,29.8,32.5,60.8,43.4,52.8,38.1,36.1,8.4,8.8,52.9,54.1,37.1,40.5,60.458,74.936,77.725,1.767,0.0,0.0,0.548,67.2,71.8,0.963,1.084,17.633
2008,Hartford,101.361,109.384,0.294,18,34,53.3,52.7,38.4,34.3,21.4,23.3,25.8,37.6,68.8,50.2,48.1,38.1,39.5,8.2,8.6,60.7,55.7,45.1,41.7,66.984,75.64,78.542,1.386,0.0,0.0,0.2,67.6,69.0,1.018,1.068,11.941
2008,Troy,102.785,110.99,0.293,10,29,48.7,54.2,31.6,27.8,17.8,22.0,27.4,38.0,72.1,45.5,53.8,34.7,36.5,8.4,7.3,49.8,59.1,49.6,38.8,70.971,76.673,79.968,2.217,0.0,0.0,10.936,73.4,70.5,1.023,1.091,13.369
2008,Pepperdine,97.672,105.528,0.291,10,31,46.6,55.6,35.1,32.1,22.6,25.0,32.2,36.8,75.1,47.3,53.0,30.2,40.6,9.6,9.7,48.0,61.8,37.6,32.2,73.536,76.8,80.086,0.995,0.0,0.0,14.798,69.3,69.1,0.955,1.052,20.193
2008,Bucknell,94.798,102.434,0.291,12,31,48.8,48.1,36.2,40.9,24.0,21.1,29.8,33.1,64.0,47.7,48.1,33.7,32.1,8.6,9.0,59.5,54.8,39.6,38.5,62.441,75.984,79.974,1.518,0.0,0.0,5.016,68.2,70.8,0.951,0.999,11.244
2008,Lehigh,94.755,102.419,0.29,14,29,46.1,48.9,37.3,37.2,20.2,21.7,29.2,31.0,65.5,43.8,43.6,35.2,40.0,9.2,7.1,57.1,61.0,25.9,31.9,64.772,75.556,79.662,1.33,0.0,0.0,12.36,73.3,67.1,0.961,0.985,8.83
2008,Montana St.,102.949,111.351,0.289,13,28,50.7,52.3,37.6,44.2,20.3,20.1,32.4,30.2,68.5,48.8,51.2,36.0,36.3,8.6,9.0,52.0,50.8,36.7,33.8,66.491,75.998,79.905,2.235,0.0,0.0,2.783,73.8,76.1,1.047,1.076,11.994
2008,Quinnipiac,103.505,111.956,0.289,15,30,51.2,50.9,33.4,37.2,21.1,17.5,35.7,29.3,68.7,48.5,49.1,39.2,36.3,6.5,6.8,54.3,54.2,25.7,34.0,66.774,75.692,79.319,1.517,0.0,0.0,3.777,70.5,69.4,1.046,1.059,8.08
2008,UMKC,99.379,107.512,0.288,9,30,48.0,54.0,35.3,51.2,20.6,22.2,30.6,34.4,67.2,41.6,51.0,37.8,40.0,10.1,10.9,54.3,62.1,41.7,32.9,66.103,76.572,79.983,1.682,0.0,0.0,0.2,73.5,71.6,0.994,1.091,16.734
2008,McNeese St.,95.215,103.183,0.284,10,26,46.1,45.8,34.1,41.0,25.9,18.3,36.3,31.5,68.4,44.9,42.4,32.5,35.2,16.0,8.9,52.4,54.2,29.1,33.2,65.544,75.871,79.682,2.212,0.0,0.0,0.2,68.6,70.3,0.925,0.995,13.702
2008,Georgia St.,97.545,105.825,0.282,9,30,47.9,52.3,32.3,43.0,23.5,21.3,36.1,30.6,63.3,44.5,52.0,37.0,35.3,7.2,9.0,47.0,57.5,30.3,36.3,62.359,76.83,79.556,1.437,0.0,0.0,12.111,64.3,69.7,0.965,1.038,11.755
2008,Tennessee Martin,104.521,113.455,0.28,15,31,51.0,52.8,33.6,28.4,19.6,18.7,33.4,34.4,70.2,50.7,53.1,34.3,34.9,6.2,10.4,51.3,61.6,44.9,37.6,68.869,76.228,79.483,1.375,0.0,0.0,1.429,69.4,69.4,1.062,1.089,12.101
2008,Colorado St.,100.7,109.388,0.279,6,30,48.3,52.3,28.3,35.2,19.9,16.0,26.3,35.0,64.9,47.7,50.9,33.0,36.6,8.7,10.6,49.8,59.5,34.3,35.6,63.95,76.502,80.178,1.03,0.0,0.0,24.352,72.9,72.3,0.962,1.116,23.425
2008,Tennessee Tech,98.423,106.989,0.277,11,30,49.7,52.0,45.6,34.8,23.2,21.4,36.4,32.0,72.3,50.4,50.7,32.2,36.4,9.9,7.5,53.5,54.6,30.4,32.6,70.383,77.005,79.942,2.025,0.0,0.0,10.968,65.4,69.0,1.009,1.033,10.062
2008,Nicholls St.,92.885,101.023,0.276,9,30,47.8,53.2,35.4,43.3,25.3,26.8,29.8,35.4,68.3,45.9,50.9,33.4,37.6,6.5,13.5,60.2,58.7,44.8,41.4,65.275,76.326,79.246,1.291,0.0,0.0,0.2,66.4,67.9,0.916,1.009,17.543
2008,UT Rio Grande Valley,104.102,113.3,0.274,13,26,53.8,54.6,40.2,34.5,19.0,22.6,27.6,34.3,66.6,50.4,55.8,39.6,34.8,3.0,9.3,64.7,49.3,37.3,33.9,62.718,74.944,78.222,2.428,0.0,0.0,0.202,71.3,69.3,1.07,1.068,8.899
2008,Northwestern St.,97.829,106.51,0.273,12,29,48.5,52.9,34.4,46.4,25.2,23.6,32.8,34.2,75.1,47.9,51.0,33.0,37.7,12.0,7.3,58.8,59.4,33.9,34.2,72.679,76.208,79.801,1.89,0.0,0.0,5.542,70.1,68.4,0.942,1.045,14.258
2008,San Francisco,98.501,107.411,0.27,9,30,48.3,54.5,32.1,41.7,22.6,23.8,33.0,33.8,68.0,48.0,54.9,32.7,35.8,8.0,7.0,49.9,52.8,27.2,35.7,66.563,77.327,79.724,1.475,0.0,0.0,18.97,70.4,69.8,0.969,1.055,17.637
2008,Texas St.,100.287,109.392,0.269,10,26,47.0,53.9,42.8,56.9,21.6,24.1,36.6,34.8,79.9,43.3,56.4,36.0,32.5,3.8,12.3,55.3,61.3,34.1,32.3,78.684,76.408,79.891,1.753,0.0,0.0,5.406,65.1,64.3,0.997,1.043,11.672
2008,FIU,92.289,100.745,0.267,8,28,48.2,50.6,40.6,44.4,27.0,21.3,32.6,31.4,69.2,47.7,46.4,33.1,39.7,10.5,8.2,54.0,53.7,25.8,31.5,66.876,77.274,81.78,1.634,0.0,0.0,14.766,66.0,66.1,0.917,1.012,15.177
2008,Western Illinois,97.502,106.527,0.265,10,28,46.6,51.2,42.4,49.5,20.7,20.0,31.9,33.0,68.1,44.2,49.9,35.2,36.0,6.2,8.9,50.0,61.3,27.2,31.0,66.248,76.386,79.266,1.751,0.0,0.0,0.2,69.5,69.5,0.973,1.068,16.525
2008,Drexel,89.698,98.193,0.261,12,32,45.6,47.3,37.5,34.8,23.5,21.9,28.3,32.2,65.9,45.0,46.3,31.3,33.0,8.7,9.6,61.1,56.8,31.8,31.6,64.776,76.173,80.082,1.673,0.0,0.0,9.018,62.9,69.6,0.889,0.963,11.503
2008,Columbia,95.711,104.87,0.259,13,28,48.8,48.5,34.5,40.8,21.9,19.2,28.7,29.5,63.4,48.2,49.9,33.0,30.8,4.9,9.3,61.8,53.8,40.3,38.5,62.168,76.339,79.56,2.238,0.0,0.0,12.557,72.4,73.4,0.979,1.012,9.861
2008,San Jose St.,97.206,106.659,0.256,13,32,46.5,51.5,37.5,31.4,22.2,18.1,37.8,31.0,68.2,46.0,50.0,32.2,36.4,7.0,6.9,48.3,58.2,22.4,32.8,66.898,77.422,80.759,1.541,0.0,0.0,10.106,67.2,65.7,0.971,1.049,13.5
2008,VMI,103.195,113.423,0.252,10,25,50.8,57.8,28.3,31.0,18.8,24.3,31.5,37.5,79.0,53.7,58.9,31.9,37.4,5.9,9.5,54.0,61.7,50.5,36.4,78.057,75.822,78.272,1.47,0.0,0.0,0.807,69.7,61.3,1.053,1.08,9.057
2008,Louisiana Monroe,100.311,110.277,0.252,7,28,49.3,52.8,40.3,38.7,23.3,20.0,31.4,37.8,67.3,47.7,50.6,34.2,38.2,6.4,9.3,48.7,56.3,44.7,32.7,66.157,74.987,78.034,2.017,0.0,0.0,1.495,71.6,69.3,0.987,1.104,19.818
2008,Army,88.892,97.786,0.25,14,30,48.0,48.8,30.0,43.4,24.4,26.8,27.6,33.0,64.8,48.5,46.4,31.3,34.6,7.5,8.5,63.1,59.9,29.8,43.8,63.278,75.08,77.89,1.673,0.0,0.0,1.79,68.0,70.5,0.903,0.95,8.555
2008,Arkansas St.,103.028,113.356,0.25,8,28,51.3,56.9,31.8,39.9,20.8,21.8,31.5,35.2,66.3,47.3,53.2,40.1,42.2,6.2,8.5,48.6,44.1,31.6,36.9,64.927,75.644,78.431,1.855,0.0,0.0,8.005,72.1,70.9,1.033,1.123,14.736
2008,Texas A&M Corpus Chris,95.874,105.499,0.25,9,29,46.4,48.0,40.8,45.2,27.1,19.3,39.6,34.1,67.1,48.0,44.3,28.8,36.6,11.8,7.4,50.8,60.5,32.2,34.3,64.104,78.232,82.243,0.971,0.0,0.0,12.591,65.1,71.1,0.947,1.035,13.011
2008,Northern Illinois,95.477,105.078,0.249,6,28,46.4,52.6,36.5,44.9,25.7,20.6,34.5,33.1,70.6,47.2,48.0,29.8,40.3,10.3,8.0,49.9,54.6,30.5,36.8,70.357,76.238,78.992,1.677,0.0,0.0,3.048,68.0,68.7,0.927,1.064,17.192
2008,Chicago St.,100.652,110.929,0.246,8,25,49.9,53.2,29.7,36.5,22.6,20.6,31.5,38.3,72.3,48.6,49.8,34.8,40.3,10.0,10.1,51.7,59.2,36.5,32.0,71.66,75.087,79.914,1.685,0.0,0.0,0.2,67.8,70.5,0.98,1.106,21.549
2008,South Dakota St.,97.743,107.962,0.242,7,28,48.4,51.0,37.1,40.7,23.4,17.0,36.0,31.7,65.8,48.0,47.2,33.0,41.5,6.0,9.7,52.7,53.4,30.1,25.3,64.714,76.207,78.679,1.115,0.0,0.0,0.2,71.7,69.4,0.991,1.078,11.436
2008,Portland,96.613,106.982,0.236,8,30,48.2,52.3,29.1,41.6,23.4,19.1,32.5,28.2,65.7,47.7,49.5,32.7,38.3,6.4,10.3,53.6,58.7,35.3,35.7,63.582,77.531,80.606,0.96,0.0,0.0,5.93,71.0,68.3,0.953,1.056,15.156
2008,SMU,94.738,104.948,0.236,8,28,47.4,51.0,35.0,29.8,23.8,20.0,28.2,33.8,67.2,45.9,47.8,33.3,37.5,11.2,8.8,58.2,51.8,36.0,37.7,64.794,78.165,81.965,1.449,0.0,0.0,31.396,66.4,70.3,0.915,1.049,19.355
2008,Saint Peter's,94.759,105.252,0.23,6,30,47.0,49.1,31.0,39.1,22.6,19.3,35.1,35.5,69.3,44.3,47.7,34.8,34.8,11.8,10.9,44.2,58.4,33.9,32.8,67.258,75.323,78.23,1.201,0.0,0.0,4.168,66.3,67.0,0.959,1.043,10.711
