Year,Team,Conf,AdjEM,AdjO,AdjD,AdjT,SOSEM,SOSO,SOSD
2023,Purdue Fort Wayne,Horz,-1.48,98.1,99.6,71.2,-2.61,102.1,104.7
2023,SMU,Amer,-1.52,99.0,100.5,67.5,-3.14,99.7,102.8
2023,Gardner Webb,BSth,-1.60,97.0,98.6,66.0,+3.27,105.4,102.2
2023,South Florida,Amer,-1.65,98.8,100.5,64.7,-5.78,99.7,105.5
2023,Northern Iowa,MVC,-1.74,100.1,101.8,66.9,-2.01,100.4,102.4
2023,Abilene Christian,WAC,-1.74,99.8,101.6,69.4,-0.36,102.2,102.6
2023,Navy,Pat,-1.76,103.2,105.0,64.5,-2.82,102.6,105.4
2023,Queens,ASun,-1.90,104.9,106.8,67.7,-2.11,100.6,102.7
2023,Ball St.,MAC,-1.93,104.4,106.3,67.1,-0.40,101.8,102.2
2023,High Point,BSth,-2.05,102.2,104.2,73.1,-4.22,101.2,105.4
2023,Mercer,SC,-2.06,102.7,104.7,67.2,-2.30,100.8,103.1
2023,Tulsa,Amer,-2.11,100.8,102.9,71.6,+1.04,103.4,102.4
2023,Rhode Island,A10,-2.19,97.1,99.3,67.5,-1.72,101.0,102.7
2023,Rider,MAAC,-2.33,102.6,104.9,67.5,-2.42,101.7,104.1
2023,Montana,BSky,-2.53,101.0,103.6,63.6,-0.25,102.8,103.0
2023,Texas A&M Corpus Chris,Slnd,-2.58,100.8,103.4,70.6,-6.98,97.3,104.3
2023,George Washington,A10,-2.58,103.8,106.4,68.0,-9.11,97.2,106.3
2023,UTEP,CUSA,-2.60,96.9,99.5,66.6,-1.20,100.2,101.4
2023,La Salle,A10,-2.61,98.3,100.9,69.4,-0.88,103.9,104.8
2023,Norfolk St.,MEAC,-2.68,102.1,104.8,66.2,+13.45,108.1,94.6
2023,Ohio,MAC,-2.70,102.6,105.3,65.5,-1.76,102.2,104.0
2023,Texas St.,SB,-2.71,100.6,103.3,65.9,-1.53,100.4,101.9
2023,Delaware,CAA,-2.81,102.4,105.2,67.8,-2.08,102.2,104.3
2023,Coastal Carolina,SB,-2.81,100.3,103.1,68.3,+0.81,105.3,104.5
2023,UNC Asheville,BSth,-2.98,103.0,106.0,69.4,-5.43,98.7,104.1
2023,San Jose St.,MWC,-2.99,102.5,105.5,63.6,-4.02,100.8,104.8
2023,Siena,MAAC,-3.00,99.0,102.0,68.1,-2.86,100.4,103.3
2023,Kennesaw St.,ASun,-3.06,101.7,104.8,66.8,+1.20,102.5,101.3
2023,Drexel,CAA,-3.16,100.8,104.0,64.3,-1.25,101.6,102.9
2023,SIU Edwardsville,OVC,-3.26,98.3,101.6,70.7,-0.97,102.2,103.2
2023,Detroit Mercy,Horz,-3.42,106.8,110.3,68.2,+4.18,103.8,99.6
2023,Louisville,ACC,-3.48,96.6,100.0,68.7,+6.33,105.6,99.3
2023,North Carolina Central,MEAC,-3.67,100.8,104.4,68.3,+6.16,105.1,99.0
2023,Cleveland St.,Horz,-3.79,99.1,102.9,63.5,-6.52,101.1,107.6
2023,Northern Colorado,BSky,-3.85,106.9,110.8,68.6,+5.59,105.7,100.1
2023,East Carolina,Amer,-3.95,100.9,104.9,68.0,-5.34,99.3,104.7
2023,Appalachian St.,SB,-3.97,98.6,102.6,67.1,-3.85,100.4,104.3
2023,Oregon St.,P12,-3.97,100.2,104.2,63.4,+0.59,101.0,100.4
2023,Brown,Ivy,-4.00,96.7,100.7,67.6,-5.20,99.2,104.4
2023,Wright St.,Horz,-4.03,100.7,104.7,71.9,-5.15,99.6,104.7
2023,Campbell,BSth,-4.06,99.7,103.8,66.4,-2.49,101.1,103.6
2023,American,Pat,-4.20,100.4,104.6,65.0,-5.69,99.0,104.6
2023,Utah Tech,WAC,-4.33,101.5,105.8,67.7,+3.11,104.2,101.1
2023,Northern Kentucky,Horz,-4.37,99.2,103.6,62.5,-0.23,102.6,102.8
2023,Winthrop,BSth,-4.45,103.2,107.6,69.1,+0.01,101.9,101.9
2023,Radford,BSth,-4.56,99.6,104.2,68.1,-2.12,103.0,105.2
2023,Bucknell,Pat,-4.64,102.4,107.0,67.2,-7.14,96.8,103.9
2023,Niagara,MAAC,-4.66,98.9,103.6,61.9,+7.01,106.9,99.9
2023,Rice,CUSA,-4.73,103.6,108.3,69.2,-6.89,99.0,105.9
2023,Mount St. Mary's,MAAC,-4.73,99.1,103.8,67.6,+1.05,102.8,101.7
2023,Grambling St.,SWAC,-4.86,95.4,100.3,69.1,-1.42,99.5,100.9
2023,Cal St. Fullerton,BW,-4.93,99.2,104.1,64.1,+2.87,103.9,101.0
2023,Eastern Washington,BSky,-5.10,98.7,103.8,69.2,-1.40,100.0,101.4
2023,Portland St.,BSky,-5.10,99.7,104.8,74.4,+6.76,106.0,99.2
2023,Southern Indiana,OVC,-5.12,98.5,103.6,71.6,+2.98,105.1,102.2
2023,St. Thomas,Sum,-5.12,106.1,111.2,65.6,-1.41,100.9,102.3
2023,Austin Peay,ASun,-5.15,99.8,104.9,64.5,-0.73,102.6,103.3
2023,Fairfield,MAAC,-5.18,96.8,102.0,64.7,-2.34,100.7,103.1
