Year,Round,Region,Game,AFSeed,AFTeam,AFScore,AUSeed,AUTeam,AUScore,Fti,Uti
2022,1,SE,25,1.0,Kansas,83.0,16.0,Texas Southern,56.0,49.0,50.0
2022,1,SE,26,8.0,San Diego St.,69.0,9.0,Creighton,72.0,51.0,52.0
2022,1,SE,27,5.0,Iowa,63.0,12.0,Richmond,67.0,53.0,54.0
2022,1,SE,28,4.0,Providence,66.0,13.0,South Dakota St.,57.0,55.0,56.0
2022,1,SE,29,6.0,LSU,54.0,11.0,Iowa St.,59.0,57.0,58.0
2022,1,SE,30,3.0,Wisconsin,67.0,14.0,Colgate,60.0,59.0,60.0
2022,1,SE,31,7.0,USC,66.0,10.0,Miami FL,68.0,61.0,62.0
2022,1,SE,32,2.0,Auburn,80.0,15.0,Jacksonville St.,61.0,63.0,64.0
2022,2,NW,33,1.0,Gonzaga,82.0,9.0,Memphis,78.0,1.0,4.0
2022,2,NW,34,4.0,Arkansas,53.0,12.0,New Mexico St.,48.0,7.0,6.0
2022,2,NW,35,3.0,Texas Tech,59.0,11.0,Notre Dame,53.0,11.0,10.0
2022,2,NW,36,2.0,Duke,85.0,7.0,Michigan St.,76.0,15.0,13.0
2022,2,SW,37,1.0,Baylor,86.0,8.0,North Carolina,93.0,17.0,19.0
2022,2,SW,38,4.0,UCLA,72.0,5.0,Saint Mary's,56.0,23.0,21.0
2022,2,SW,39,3.0,Purdue,81.0,6.0,Texas,71.0,27.0,25.0
2022,2,SW,40,7.0,Murray St.,60.0,15.0,Saint Peter's,70.0,29.0,32.0
2022,2,NE,41,1.0,Arizona,85.0,9.0,TCU,80.0,33.0,36.0
2022,2,NE,42,4.0,Illinois,53.0,5.0,Houston,68.0,39.0,37.0
2022,2,NE,43,3.0,Tennessee,68.0,11.0,Michigan,76.0,43.0,42.0
2022,2,NE,44,2.0,Villanova,71.0,7.0,Ohio St.,61.0,47.0,45.0
2022,2,SE,45,1.0,Kansas,79.0,9.0,Creighton,72.0,49.0,52.0
2022,2,SE,46,4.0,Providence,79.0,12.0,Richmond,51.0,55.0,54.0
2022,2,SE,47,3.0,Wisconsin,49.0,11.0,Iowa St.,54.0,59.0,58.0
2022,2,SE,48,2.0,Auburn,61.0,10.0,Miami FL,79.0,63.0,62.0
2022,3,NW,49,1.0,Gonzaga,68.0,4.0,Arkansas,74.0,1.0,7.0
2022,3,NW,50,2.0,Duke,78.0,3.0,Texas Tech,73.0,15.0,11.0
2022,3,SW,51,4.0,UCLA,66.0,8.0,North Carolina,73.0,23.0,19.0
2022,3,SW,52,3.0,Purdue,64.0,15.0,Saint Peter's,67.0,27.0,32.0
2022,3,NE,53,1.0,Arizona,60.0,5.0,Houston,72.0,33.0,37.0
2022,3,NE,54,2.0,Villanova,63.0,11.0,Michigan,55.0,47.0,42.0
2022,3,SE,55,1.0,Kansas,66.0,4.0,Providence,61.0,49.0,55.0
2022,3,SE,56,10.0,Miami FL,70.0,11.0,Iowa St.,56.0,63.0,58.0
2022,4,NW,57,2.0,Duke,78.0,4.0,Arkansas,69.0,15.0,7.0
2022,4,SW,58,5.0,North Carolina,69.0,15.0,Saint Peter's,49.0,19.0,32.0
2022,4,NE,59,2.0,Villanova,50.0,5.0,Houston,44.0,47.0,37.0
2022,4,SE,60,1.0,Kansas,76.0,10.0,Miami FL,50.0,49.0,63.0
2022,5,F4,61,2.0,Duke,77.0,8.0,North Carolina,81.0,15.0,19.0
2022,5,F4,62,1.0,Kansas,81.0,2.0,Villanova,65.0,49.0,47.0
2022,6,Champ,63,1.0,Kansas,72.0,8.0,North Carolina,69.0,49.0,19.0
2023,0,PI,-4,16.0,Texas A&M Corpus Chris,75.0,16.0,Southeast Missouri,71.0,2.0,65.0
2023,0,PI,-3,11.0,Mississippi St.,59.0,11.0,Pittsburgh,60.0,65.0,42.0
2023,0,PI,-2,16.0,Texas Southern,61.0,16.0,Fairleigh Dickinson,84.0,65.0,18.0
2023,0,PI,-1,11.0,Arizona St.,98.0,11.0,Nevada,73.0,58.0,65.0
2023,1,NW,1,1.0,Alabama,96.0,16.0,Texas A&M Corpus Chris,75.0,1.0,2.0
2023,1,NW,2,8.0,Maryland,67.0,9.0,West Virginia,65.0,3.0,4.0
2023,1,NW,3,5.0,San Diego St.,63.0,12.0,Charleston,57.0,5.0,6.0
2023,1,NW,4,4.0,Virginia,67.0,13.0,Furman,68.0,7.0,8.0
2023,1,NW,5,6.0,Creighton,72.0,11.0,North Carolina St.,63.0,9.0,10.0
2023,1,NW,6,3.0,Baylor,74.0,14.0,UC Santa Barbara,56.0,11.0,12.0
2023,1,NW,7,7.0,Missouri,76.0,10.0,Utah St.,65.0,13.0,14.0
2023,1,NW,8,2.0,Arizona,55.0,15.0,Princeton,59.0,15.0,16.0
2023,1,SW,9,1.0,Purdue,58.0,16.0,Fairleigh Dickinson,63.0,17.0,18.0
2023,1,SW,10,8.0,Memphis,65.0,9.0,Florida Atlantic,66.0,19.0,20.0
2023,1,SW,11,5.0,Duke,74.0,12.0,Oral Roberts,51.0,21.0,22.0
2023,1,SW,12,4.0,Tennessee,58.0,13.0,Louisiana,55.0,23.0,24.0
2023,1,SW,13,6.0,Kentucky,61.0,11.0,Providence,53.0,25.0,26.0
2023,1,SW,14,3.0,Kansas St.,77.0,14.0,Montana St.,65.0,27.0,28.0
2023,1,SW,15,7.0,Michigan St.,72.0,10.0,USC,62.0,29.0,30.0
2023,1,SW,16,2.0,Marquette,78.0,15.0,Vermont,61.0,31.0,32.0
2023,1,NE,17,1.0,Houston,63.0,16.0,Northern Kentucky,52.0,33.0,34.0
2023,1,NE,18,8.0,Iowa,75.0,9.0,Auburn,83.0,35.0,36.0
2023,1,NE,19,5.0,Miami FL,63.0,12.0,Drake,56.0,37.0,38.0
2023,1,NE,20,4.0,Indiana,71.0,13.0,Kent St.,60.0,39.0,40.0
2023,1,NE,21,6.0,Iowa St.,41.0,11.0,Pittsburgh,59.0,41.0,42.0
2023,1,NE,22,3.0,Xavier,72.0,14.0,Kennesaw St.,67.0,43.0,44.0
2023,1,NE,23,7.0,Texas A&M,59.0,10.0,Penn St.,76.0,45.0,46.0
2023,1,NE,24,2.0,Texas,81.0,15.0,Colgate,61.0,47.0,48.0
2023,1,SE,25,1.0,Kansas,96.0,16.0,Howard,68.0,49.0,50.0
2023,1,SE,26,8.0,Arkansas,73.0,9.0,Illinois,63.0,51.0,52.0
2023,1,SE,27,5.0,Saint Mary's,63.0,12.0,VCU,51.0,53.0,54.0
2023,1,SE,28,4.0,Connecticut,87.0,13.0,Iona,63.0,55.0,56.0
2023,1,SE,29,6.0,TCU,72.0,11.0,Arizona St.,70.0,57.0,58.0
2023,1,SE,30,3.0,Gonzaga,82.0,14.0,Grand Canyon,70.0,59.0,60.0
2023,1,SE,31,7.0,Northwestern,75.0,10.0,Boise St.,67.0,61.0,62.0
2023,1,SE,32,2.0,UCLA,86.0,15.0,UNC Asheville,53.0,63.0,64.0
2023,2,NW,33,1.0,Alabama,73.0,8.0,Maryland,51.0,1.0,3.0
2023,2,NW,34,5.0,San Diego St.,75.0,13.0,Furman,52.0,5.0,8.0
2023,2,NW,35,3.0,Baylor,76.0,6.0,Creighton,85.0,11.0,9.0
2023,2,NW,36,7.0,Missouri,63.0,15.0,Princeton,78.0,13.0,16.0
2023,2,SW,37,9.0,Florida Atlantic,78.0,16.0,Fairleigh Dickinson,70.0,20.0,18.0
2023,2,SW,38,4.0,Tennessee,65.0,5.0,Duke,52.0,23.0,21.0
2023,2,SW,39,3.0,Kansas St.,75.0,6.0,Kentucky,69.0,27.0,25.0
2023,2,SW,40,2.0,Marquette,60.0,7.0,Michigan St.,69.0,31.0,29.0
2023,2,NE,41,1.0,Houston,81.0,9.0,Auburn,64.0,33.0,36.0
2023,2,NE,42,4.0,Indiana,69.0,5.0,Miami FL,85.0,39.0,37.0
2023,2,NE,43,3.0,Xavier,84.0,11.0,Pittsburgh,73.0,43.0,42.0
2023,2,NE,44,2.0,Texas,71.0,10.0,Penn St.,66.0,47.0,46.0
2023,2,SE,45,1.0,Kansas,71.0,8.0,Arkansas,72.0,49.0,51.0
2023,2,SE,46,4.0,Connecticut,70.0,5.0,Saint Mary's,55.0,55.0,53.0
2023,2,SE,47,3.0,Gonzaga,84.0,6.0,TCU,81.0,59.0,57.0
2023,2,SE,48,2.0,UCLA,68.0,7.0,Northwestern,63.0,63.0,61.0
2023,3,NW,49,1.0,Alabama,64.0,5.0,San Diego St.,71.0,1.0,5.0
2023,3,NW,50,6.0,Creighton,86.0,15.0,Princeton,75.0,9.0,16.0
2023,3,SW,51,4.0,Tennessee,55.0,9.0,Florida Atlantic,62.0,23.0,20.0
2023,3,SW,52,3.0,Kansas St.,93.0,7.0,Michigan St.,93.0,27.0,29.0
2023,3,NE,53,1.0,Houston,75.0,5.0,Miami FL,89.0,33.0,37.0
2023,3,NE,54,2.0,Texas,83.0,3.0,Xavier,71.0,47.0,43.0
2023,3,SE,55,4.0,Connecticut,88.0,8.0,Arkansas,65.0,55.0,51.0
2023,3,SE,56,2.0,UCLA,76.0,3.0,Gonzaga,79.0,63.0,59.0
2023,4,NW,57,5.0,San Diego St.,57.0,6.0,Creighton,56.0,5.0,9.0
2023,4,SW,58,3.0,Kansas St.,76.0,9.0,Florida Atlantic,79.0,27.0,20.0
2023,4,NE,59,2.0,Texas,81.0,5.0,Miami FL,88.0,47.0,37.0
2023,4,SE,60,3.0,Gonzaga,54.0,4.0,Connecticut,82.0,59.0,55.0
2023,5,F4,61,5.0,San Diego St.,72.0,9.0,Florida Atlantic,71.0,5.0,20.0
2023,5,F4,62,4.0,Connecticut,72.0,5.0,Miami FL,59.0,55.0,37.0
2023,6,Champ,63,4.0,Connecticut,76.0,5.0,San Diego St.,59.0,55.0,5.0
2024,0,PI,-4,10.0,Boise St.,53.0,10.0,Colorado,60.0,0.0,0.0
2024,0,PI,-3,16.0,Montana St.,81.0,16.0,Grambling St.,88.0,0.0,0.0
2024,0,PI,-2,10.0,Virginia,42.0,10.0,Colorado St.,67.0,0.0,0.0
2024,0,PI,-1,16.0,Howard,68.0,16.0,Wagner,71.0,0.0,0.0
2024,1,NW,1,1.0,Connecticut,91.0,16.0,Stetson,52.0,1.0,2.0
2024,1,NW,2,8.0,Florida Atlantic,65.0,9.0,Northwestern,77.0,3.0,4.0
2024,1,NW,3,5.0,San Diego St.,69.0,12.0,UAB,65.0,5.0,6.0
2024,1,NW,4,4.0,Auburn,76.0,13.0,Yale,78.0,7.0,8.0
2024,1,NW,5,6.0,BYU,67.0,11.0,Duquesne,71.0,9.0,10.0
2024,1,NW,6,3.0,Illinois,85.0,14.0,Morehead St.,69.0,11.0,12.0
2024,1,NW,7,7.0,Washington St.,66.0,10.0,Drake,61.0,13.0,14.0
2024,1,NW,8,2.0,Iowa St.,82.0,15.0,South Dakota St.,65.0,15.0,16.0
2024,1,SW,9,1.0,North Carolina,90.0,16.0,Wagner,62.0,17.0,18.0
2024,1,SW,10,8.0,Mississippi St.,51.0,9.0,Michigan St.,69.0,19.0,20.0
2024,1,SW,11,5.0,Saint Mary's,66.0,12.0,Grand Canyon,75.0,21.0,22.0
2024,1,SW,12,4.0,Alabama,109.0,13.0,Charleston,96.0,23.0,24.0
2024,1,SW,13,6.0,Clemson,77.0,11.0,New Mexico,56.0,25.0,26.0
2024,1,SW,14,3.0,Baylor,92.0,14.0,Colgate,67.0,27.0,28.0
2024,1,SW,15,7.0,Dayton,63.0,10.0,Nevada,60.0,29.0,30.0
2024,1,SW,16,2.0,Arizona,85.0,15.0,Long Beach St.,65.0,31.0,32.0
2024,1,NE,17,1.0,Houston,86.0,16.0,Longwood,46.0,33.0,34.0
2024,1,NE,18,8.0,Nebraska,83.0,9.0,Texas A&M,98.0,35.0,36.0
2024,1,NE,19,5.0,Wisconsin,61.0,12.0,James Madison,72.0,37.0,38.0
2024,1,NE,20,4.0,Duke,64.0,13.0,Vermont,47.0,39.0,40.0
2024,1,NE,21,6.0,Texas Tech,67.0,11.0,North Carolina St.,80.0,41.0,42.0
2024,1,NE,22,3.0,Kentucky,76.0,14.0,Oakland,80.0,43.0,44.0
2024,1,NE,23,7.0,Florida,100.0,10.0,Colorado,102.0,45.0,46.0
2024,1,NE,24,2.0,Marquette,87.0,15.0,Western Kentucky,69.0,47.0,48.0
2024,1,SE,25,1.0,Purdue,78.0,16.0,Grambling St.,50.0,49.0,50.0
2024,1,SE,26,8.0,Utah St.,88.0,9.0,TCU,72.0,51.0,52.0
2024,1,SE,27,5.0,Gonzaga,86.0,12.0,McNeese St.,65.0,53.0,54.0
2024,1,SE,28,4.0,Kansas,93.0,13.0,Samford,89.0,55.0,56.0
2024,1,SE,29,6.0,South Carolina,73.0,11.0,Oregon,87.0,57.0,58.0
2024,1,SE,30,3.0,Creighton,77.0,14.0,Akron,60.0,59.0,60.0
2024,1,SE,31,7.0,Texas,56.0,10.0,Colorado St.,44.0,61.0,62.0
2024,1,SE,32,2.0,Tennessee,83.0,15.0,Saint Peter's,49.0,63.0,64.0
2024,2,NW,33,1.0,Connecticut,75.0,9.0,Northwestern,58.0,1.0,4.0
2024,2,NW,34,5.0,San Diego St.,85.0,13.0,Yale,57.0,5.0,8.0
2024,2,NW,35,3.0,Illinois,89.0,11.0,Duquesne,63.0,11.0,10.0
2024,2,NW,36,2.0,Iowa St.,67.0,7.0,Washington St.,56.0,15.0,13.0
2024,2,SW,37,1.0,North Carolina,85.0,9.0,Michigan St.,69.0,17.0,20.0
2024,2,SW,38,4.0,Alabama,75.0,12.0,Grand Canyon,61.0,23.0,22.0
2024,2,SW,39,3.0,Baylor,64.0,6.0,Clemson,72.0,27.0,25.0
2024,2,SW,40,2.0,Arizona,78.0,7.0,Dayton,68.0,31.0,30.0
2024,2,NE,41,1.0,Houston,100.0,9.0,Texas A&M,95.0,33.0,36.0
2024,2,NE,42,4.0,Duke,93.0,12.0,James Madison,55.0,39.0,38.0
2024,2,NE,43,11.0,North Carolina St.,79.0,14.0,Oakland,73.0,42.0,44.0
2024,2,NE,44,2.0,Marquette,81.0,10.0,Colorado,77.0,47.0,46.0
2024,2,SE,45,1.0,Purdue,106.0,8.0,Utah St.,67.0,49.0,51.0
2024,2,SE,46,4.0,Kansas,68.0,5.0,Gonzaga,89.0,55.0,53.0
2024,2,SE,47,3.0,Creighton,86.0,11.0,Oregon,73.0,59.0,58.0
2024,2,SE,48,2.0,Tennessee,62.0,7.0,Texas,58.0,63.0,61.0
2024,3,NW,49,1.0,Connecticut,75.0,5.0,San Diego St.,52.0,1.0,5.0
2024,3,NW,50,2.0,Iowa St.,69.0,3.0,Illinois,72.0,15.0,11.0
2024,3,SW,51,1.0,North Carolina,87.0,4.0,Alabama,89.0,17.0,23.0
2024,3,SW,52,2.0,Arizona,72.0,6.0,Clemson,77.0,31.0,25.0
2024,3,NE,53,1.0,Houston,51.0,4.0,Duke,54.0,33.0,39.0
2024,3,NE,54,2.0,Marquette,58.0,11.0,North Carolina St.,67.0,47.0,42.0
2024,3,SE,55,1.0,Purdue,80.0,5.0,Gonzaga,89.0,49.0,53.0
2024,3,SE,56,2.0,Tennessee,82.0,3.0,Creighton,75.0,63.0,59.0
2024,4,NW,57,1.0,Connecticut,77.0,3.0,Illinois,52.0,1.0,11.0
2024,4,SW,58,4.0,Alabama,89.0,6.0,Clemson,82.0,23.0,25.0
2024,4,NE,59,4.0,Duke,64.0,11.0,North Carolina St.,76.0,39.0,42.0
2024,4,SE,60,1.0,Purdue,72.0,2.0,Tennessee,66.0,49.0,63.0
2024,5,F4,61,1.0,Connecticut,86.0,4.0,Alabama,72.0,1.0,23.0
2024,5,F4,62,1.0,Purdue,63.0,11.0,North Carolina St.,50.0,49.0,42.0
2024,6,Champ,63,1.0,Connecticut,75.0,1.0,Purdue,60.0,1.0,49.0
2025,0,PI,-4,16.0,Southern,71.0,16.0,Bucknell,70.0,0.0,0.0
2025,0,PI,-3,12.0,Boise St.,71.0,12.0,Xavier,70.0,0.0,0.0
2025,0,PI,-2,11.0,San Diego St.,71.0,11.0,Indiana,70.0,0.0,0.0
2025,0,PI,-1,16.0,Quinnipiac,71.0,16.0,Southeast Missouri,70.0,0.0,0.0
2025,1,NW,1,1.0,Auburn,71.0,16.0,Southern,70.0,1.0,2.0
2025,1,NW,2,8.0,Kansas,71.0,9.0,New Mexico,70.0,3.0,4.0
2025,1,NW,3,5.0,Oregon,71.0,12.0,Boise St.,70.0,5.0,6.0
2025,1,NW,4,4.0,Arizona,71.0,13.0,Lipscomb,70.0,7.0,8.0
2025,1,NW,5,6.0,Louisville,71.0,11.0,San Diego St.,70.0,9.0,10.0
2025,1,NW,6,3.0,St. John's,71.0,14.0,Towson,70.0,11.0,12.0
2025,1,NW,7,7.0,Memphis,71.0,10.0,Georgia,70.0,13.0,14.0
2025,1,NW,8,2.0,Michigan St.,71.0,15.0,Robert Morris,70.0,15.0,16.0
2025,1,SW,9,1.0,Florida,71.0,16.0,Norfolk St.,70.0,17.0,18.0
2025,1,SW,10,8.0,Creighton,71.0,9.0,West Virginia,70.0,19.0,20.0
2025,1,SW,11,5.0,Michigan,71.0,12.0,McNeese St.,70.0,21.0,22.0
2025,1,SW,12,4.0,Kentucky,71.0,13.0,High Point,70.0,23.0,24.0
2025,1,SW,13,6.0,Saint Mary's,71.0,11.0,Arkansas,70.0,25.0,26.0
2025,1,SW,14,3.0,Wisconsin,71.0,14.0,Chattanooga,70.0,27.0,28.0
2025,1,SW,15,7.0,Mississippi,71.0,10.0,Utah St.,70.0,29.0,30.0
2025,1,SW,16,2.0,Texas Tech,71.0,15.0,Bryant,70.0,31.0,32.0
2025,1,NE,17,1.0,Duke,71.0,16.0,Quinnipiac,70.0,33.0,34.0
2025,1,NE,18,8.0,Connecticut,71.0,9.0,Vanderbilt,70.0,35.0,36.0
2025,1,NE,19,5.0,Missouri,71.0,12.0,Yale,70.0,37.0,38.0
2025,1,NE,20,4.0,Maryland,71.0,13.0,Liberty,70.0,39.0,40.0
2025,1,NE,21,6.0,UCLA,71.0,11.0,UC San Diego,70.0,41.0,42.0
2025,1,NE,22,3.0,Iowa St.,71.0,14.0,Northern Colorado,70.0,43.0,44.0
2025,1,NE,23,7.0,BYU,71.0,10.0,Ohio St.,70.0,45.0,46.0
2025,1,NE,24,2.0,Alabama,71.0,15.0,South Alabama,70.0,47.0,48.0
2025,1,SE,25,1.0,Houston,71.0,16.0,Nebraska Omaha,70.0,49.0,50.0
2025,1,SE,26,8.0,Mississippi St.,71.0,9.0,Gonzaga,70.0,51.0,52.0
2025,1,SE,27,5.0,Clemson,71.0,12.0,Drake,70.0,53.0,54.0
2025,1,SE,28,4.0,Purdue,71.0,13.0,Akron,70.0,55.0,56.0
2025,1,SE,29,6.0,Marquette,71.0,11.0,VCU,70.0,57.0,58.0
2025,1,SE,30,3.0,Texas A&M,71.0,14.0,Utah Valley,70.0,59.0,60.0
2025,1,SE,31,7.0,Illinois,71.0,10.0,Baylor,70.0,61.0,62.0
2025,1,SE,32,2.0,Tennessee,71.0,15.0,Central Connecticut,70.0,63.0,64.0
