Year,Round,Region,Game,AFSeed,AFTeam,AFScore,AUSeed,AUTeam,AUScore
1992,1,SE,27,5,DePaul,73,12,New Mexico St.,81
1992,1,SE,28,4,Oklahoma,83,13,Louisiana Lafayette,87
1992,1,SE,29,6,Georgetown,75,11,South Florida,60
1992,1,SE,30,3,Florida St.,78,14,Montana,68
1992,1,SE,31,7,LSU,94,10,BYU,83
1992,1,SE,32,2,Indiana,94,15,Eastern Illinois,55
1992,2,NW,33,1,Kansas,60,9,UTEP,66
1992,2,NW,34,4,Cincinnati,77,5,Michigan St.,65
1992,2,NW,35,3,Arkansas,80,6,Memphis,82
1992,2,NW,36,2,USC,78,7,Georgia Tech,79
1992,2,SW,37,1,Ohio St.,78,9,Connecticut,55
1992,2,SW,38,4,North Carolina,64,5,Alabama,55
1992,2,SW,39,6,Michigan,102,14,East Tennessee St.,90
1992,2,SW,40,2,Oklahoma St.,87,10,Tulane,71
1992,2,NE,41,1,Duke,75,9,Iowa,62
1992,2,NE,42,4,Seton Hall,88,5,Missouri,71
1992,2,NE,43,3,Massachusetts,77,6,Syracuse,71
1992,2,NE,44,2,Kentucky,106,10,Iowa St.,98
1992,2,SE,45,1,UCLA,85,8,Louisville,69
1992,2,SE,46,12,New Mexico St.,81,13,Lafayette,73
1992,2,SE,47,3,Florida St.,78,6,Georgetown,68
1992,2,SE,48,2,Indiana,89,7,LSU,79
1992,3,NW,49,4,Cincinnati,69,9,UTEP,67
1992,3,NW,50,6,Memphis,83,7,Georgia Tech,79
1992,3,SW,51,1,Ohio St.,80,4,North Carolina,73
1992,3,SW,52,2,Oklahoma St.,72,6,Michigan,75
1992,3,NE,53,1,Duke,81,4,Seton Hall,69
1992,3,NE,54,2,Kentucky,87,3,Massachusetts,77
1992,3,SE,55,1,UCLA,85,12,New Mexico St.,78
1992,3,SE,56,2,Indiana,85,3,Florida St.,74
1992,4,NW,57,4,Cincinnati,88,6,Memphis,57
1992,4,SW,58,1,Ohio St.,71,6,Michigan,75
1992,4,NE,59,1,Duke,104,2,Kentucky,103
1992,4,SE,60,1,UCLA,79,2,Indiana,106
1992,5,F4,61,4,Cincinnati,72,6,Michigan,76
1992,5,F4,62,1,Duke,81,2,Indiana,78
1992,6,Champ,63,1,Duke,71,6,Michigan,51
1993,1,NW,1,1,Kentucky,96,16,Rider,52
1993,1,NW,2,8,Utah,86,9,Pittsburgh,85
1993,1,NW,3,5,Wake Forest,81,12,Chattanooga,58
1993,1,NW,4,4,Iowa,82,13,Louisiana Monroe,69
1993,1,NW,5,6,Kansas St.,53,11,Tulane,55
1993,1,NW,6,3,Florida St.,82,14,Evansville,70
1993,1,NW,7,7,Western Kentucky,55,10,Memphis,52
1993,1,NW,8,2,Seton Hall,81,15,Tennessee St.,59
1993,1,SW,9,1,Michigan,84,16,Coastal Carolina,53
1993,1,SW,10,8,Iowa St.,70,9,UCLA,81
1993,1,SW,11,5,New Mexico,68,12,George Washington,82
1993,1,SW,12,4,Georgia Tech,78,13,Southern,93
1993,1,SW,13,6,Illinois,75,11,Long Beach St.,72
1993,1,SW,14,3,Vanderbilt,92,14,Boise St.,72
1993,1,SW,15,7,Temple,75,10,Missouri,61
1993,1,SW,16,2,Arizona,61,15,Santa Clara,64
1993,1,NE,17,1,North Carolina,85,16,East Carolina,65
1993,1,NE,18,8,Rhode Island,74,9,Purdue,68
1993,1,NE,19,5,St. John's,85,12,Texas Tech,67
1993,1,NE,20,4,Arkansas,94,13,Holy Cross,64
1993,1,NE,21,6,Virginia,78,11,Manhattan,66
1993,1,NE,22,3,Massachusetts,54,14,Penn,50
1993,1,NE,23,7,New Mexico St.,93,10,Nebraska,79
1993,1,NE,24,2,Cincinnati,93,15,Coppin St.,66
1993,1,SE,25,1,Indiana,97,16,Wright St.,54
1993,1,SE,26,8,New Orleans,55,9,Xavier,73
1993,1,SE,27,5,Oklahoma St.,74,12,Marquette,62
1993,1,SE,28,4,Louisville,76,13,Delaware,70
1993,1,SE,29,6,California,66,11,LSU,64
1993,1,SE,30,3,Duke,105,14,Southern Illinois,70
1993,1,SE,31,7,BYU,80,10,SMU,71
1993,1,SE,32,2,Kansas,94,15,Ball St.,72
1993,2,NW,33,1,Kentucky,83,8,Utah,62
1993,2,NW,34,4,Iowa,78,5,Wake Forest,84
1993,2,NW,35,3,Florida St.,94,11,Tulane,63
1993,2,NW,36,2,Seton Hall,68,7,Western Kentucky,72
1993,2,SW,37,1,Michigan,86,9,UCLA,84
1993,2,SW,38,12,George Washington,90,13,Southern,80
1993,2,SW,39,3,Vanderbilt,85,6,Illinois,68
1993,2,SW,40,7,Temple,68,15,Santa Clara,57
1993,2,NE,41,1,North Carolina,112,8,Rhode Island,67
1993,2,NE,42,4,Arkansas,80,5,St. John's,74
1993,2,NE,43,3,Massachusetts,56,6,Virginia,71
1993,2,NE,44,2,Cincinnati,92,7,New Mexico St.,55
1993,2,SE,45,1,Indiana,73,9,Xavier,70
1993,2,SE,46,4,Louisville,78,5,Oklahoma St.,63
1993,2,SE,47,3,Duke,77,6,California,82
1993,2,SE,48,2,Kansas,90,7,BYU,76
1993,3,NW,49,1,Kentucky,103,5,Wake Forest,69
1993,3,NW,50,3,Florida St.,81,7,Western Kentucky,78
1993,3,SW,51,1,Michigan,72,12,George Washington,64
1993,3,SW,52,3,Vanderbilt,59,7,Temple,67
1993,3,NE,53,1,North Carolina,80,4,Arkansas,74
1993,3,NE,54,2,Cincinnati,71,6,Virginia,54
1993,3,SE,55,1,Indiana,82,4,Louisville,69
1993,3,SE,56,2,Kansas,93,6,California,76
1993,4,NW,57,1,Kentucky,106,3,Florida St.,81
1993,4,SW,58,1,Michigan,77,7,Temple,72
1993,4,NE,59,1,North Carolina,75,2,Cincinnati,68
1993,4,SE,60,1,Indiana,77,2,Kansas,83
1993,5,F4,61,1,Michigan,81,1,Kentucky,78
1993,5,F4,62,1,North Carolina,78,2,Kansas,68
1993,6,Champ,63,1,North Carolina,77,1,Michigan,71
1994,1,NW,1,1,Missouri,76,16,Navy,53
1994,1,NW,2,8,Cincinnati,72,9,Wisconsin,80
1994,1,NW,3,5,California,57,12,Green Bay,61
1994,1,NW,4,4,Syracuse,92,13,Hawaii,78
1994,1,NW,5,6,Minnesota,74,11,Southern Illinois,60
1994,1,NW,6,3,Louisville,67,14,Boise St.,58
1994,1,NW,7,7,Virginia,57,10,New Mexico,54
1994,1,NW,8,2,Arizona,81,15,Loyola MD,55
1994,1,SW,9,1,Arkansas,94,16,North Carolina A&T,79
1994,1,SW,10,8,Illinois,77,9,Georgetown,84
1994,1,SW,11,5,UCLA,102,12,Tulsa,112
1994,1,SW,12,4,Oklahoma St.,65,13,New Mexico St.,55
1994,1,SW,13,6,Texas,91,11,Western Kentucky,77
1994,1,SW,14,3,Michigan,78,14,Pepperdine,74
1994,1,SW,15,7,Saint Louis,66,10,Maryland,74
1994,1,SW,16,2,Massachusetts,78,15,Texas St.,60
1994,1,NE,17,1,North Carolina,71,16,Liberty,51
1994,1,NE,18,8,Washington St.,64,9,Boston College,67
1994,1,NE,19,5,Indiana,84,12,Ohio,72
1994,1,NE,20,4,Temple,61,13,Drexel,39
1994,1,NE,21,6,Nebraska,80,11,Penn,90
1994,1,NE,22,3,Florida,64,14,James Madison,62
1994,1,NE,23,7,UAB,46,10,George Washington,51
1994,1,NE,24,2,Connecticut,64,15,Rider,46
1994,1,SE,25,1,Purdue,98,16,UCF,67
1994,1,SE,26,8,Providence,70,9,Alabama,76
1994,1,SE,27,5,Wake Forest,68,12,Charleston Southern,58
1994,1,SE,28,4,Kansas,102,13,Chattanooga,73
1994,1,SE,29,6,Marquette,81,11,Lafayette,59
1994,1,SE,30,3,Kentucky,83,14,Tennessee St.,70
1994,1,SE,31,7,Michigan St.,84,10,Seton Hall,73
1994,1,SE,32,2,Duke,82,15,Texas Southern,70
1994,2,NW,33,1,Missouri,109,9,Wisconsin,96
1994,2,NW,34,4,Syracuse,64,12,Green Bay,59
1994,2,NW,35,3,Louisville,60,6,Minnesota,55
1994,2,NW,36,2,Arizona,71,7,Virginia,58
1994,2,SW,37,1,Arkansas,85,9,Georgetown,73
1994,2,SW,38,4,Oklahoma St.,80,12,Tulsa,82
1994,2,SW,39,3,Michigan,84,6,Texas,79
1994,2,SW,40,2,Massachusetts,87,10,Maryland,95
1994,2,NE,41,1,North Carolina,72,9,Boston College,75
1994,2,NE,42,4,Temple,58,5,Indiana,67
1994,2,NE,43,3,Florida,70,11,Penn,58
1994,2,NE,44,2,Connecticut,75,10,George Washington,63
1994,2,SE,45,1,Purdue,83,9,Alabama,73
1994,2,SE,46,4,Kansas,69,5,Wake Forest,58
1994,2,SE,47,3,Kentucky,63,6,Marquette,75
1994,2,SE,48,2,Duke,85,7,Michigan St.,74
1994,3,NW,49,1,Missouri,98,4,Syracuse,88
1994,3,NW,50,2,Arizona,82,3,Louisville,70
1994,3,SW,51,1,Arkansas,103,12,Tulsa,84
1994,3,SW,52,3,Michigan,78,10,Maryland,71
1994,3,NE,53,5,Indiana,68,9,Boston College,77
1994,3,NE,54,2,Connecticut,60,3,Florida,69
1994,3,SE,55,1,Purdue,83,4,Kansas,78
1994,3,SE,56,2,Duke,59,6,Marquette,49
1994,4,NW,57,1,Missouri,72,2,Arizona,92
1994,4,SW,58,1,Arkansas,76,3,Michigan,68
1994,4,NE,59,3,Florida,74,9,Boston College,66
1994,4,SE,60,1,Purdue,60,2,Duke,69
1994,5,F4,61,1,Arkansas,91,2,Arizona,82
1994,5,F4,62,2,Duke,70,3,Florida,65
1994,6,Champ,63,1,Arkansas,76,2,Duke,72
1995,1,NW,1,1,Kansas,82,16,Colgate,68
1995,1,NW,2,8,Western Kentucky,82,9,Michigan,76
1995,1,NW,3,5,Arizona,62,12,Miami OH,71
1995,1,NW,4,4,Virginia,96,13,Nicholls St.,72
1995,1,NW,5,6,Memphis,77,11,Louisville,56
1995,1,NW,6,3,Purdue,49,14,Green Bay,48
1995,1,NW,7,7,Syracuse,96,10,Southern Illinois,92
1995,1,NW,8,2,Arkansas,79,15,Texas Southern,78
1995,1,SW,9,1,Kentucky,113,16,Mount St. Mary's,67
1995,1,SW,10,8,BYU,70,9,Tulane,76
1995,1,SW,11,5,Arizona St.,81,12,Ball St.,66
1995,1,SW,12,4,Oklahoma,67,13,Manhattan,77
1995,1,SW,13,6,Georgetown,68,11,Xavier,63
1995,1,SW,14,3,Michigan St.,72,14,Weber St.,79
1995,1,SW,15,7,Iowa St.,64,10,Florida,61
1995,1,SW,16,2,North Carolina,80,15,Murray St.,70
1995,1,NE,17,1,Wake Forest,79,16,North Carolina A&T,47
1995,1,NE,18,8,Minnesota,61,9,Saint Louis,64
1995,1,NE,19,5,Alabama,91,12,Penn,85
1995,1,NE,20,4,Oklahoma St.,73,13,Drexel,49
1995,1,NE,21,6,Tulsa,68,11,Illinois,62
1995,1,NE,22,3,Villanova,81,14,Old Dominion,89
1995,1,NE,23,7,Charlotte,68,10,Stanford,70
1995,1,NE,24,2,Massachusetts,68,15,Saint Peter's,51
1995,1,SE,25,1,UCLA,92,16,FIU,56
1995,1,SE,26,8,Missouri,65,9,Indiana,60
1995,1,SE,27,5,Mississippi St.,75,12,Santa Clara,67
1995,1,SE,28,4,Utah,76,13,Long Beach St.,64
1995,1,SE,29,6,Oregon,73,11,Texas,90
1995,1,SE,30,3,Maryland,87,14,Gonzaga,63
1995,1,SE,31,7,Cincinnati,77,10,Temple,71
1995,1,SE,32,2,Connecticut,100,15,Chattanooga,71
1995,2,NW,33,1,Kansas,75,8,Western Kentucky,70
1995,2,NW,34,4,Virginia,60,12,Miami OH,54
1995,2,NW,35,3,Purdue,73,6,Memphis,75
1995,2,NW,36,2,Arkansas,96,7,Syracuse,94
1995,2,SW,37,1,Kentucky,82,9,Tulane,60
1995,2,SW,38,5,Arizona St.,64,13,Manhattan,54
1995,2,SW,39,6,Georgetown,53,14,Weber St.,51
1995,2,SW,40,2,North Carolina,73,7,Iowa St.,51
1995,2,NE,41,1,Wake Forest,64,9,Saint Louis,59
1995,2,NE,42,4,Oklahoma St.,66,5,Alabama,52
1995,2,NE,43,6,Tulsa,64,14,Old Dominion,52
1995,2,NE,44,2,Massachusetts,75,10,Stanford,53
1995,2,SE,45,1,UCLA,75,8,Missouri,74
1995,2,SE,46,4,Utah,64,5,Mississippi St.,78
1995,2,SE,47,3,Maryland,82,11,Texas,68
1995,2,SE,48,2,Connecticut,96,7,Cincinnati,91
1995,3,NW,49,1,Kansas,58,4,Virginia,67
1995,3,NW,50,2,Arkansas,96,6,Memphis,91
1995,3,SW,51,1,Kentucky,97,5,Arizona St.,73
1995,3,SW,52,2,North Carolina,74,6,Georgetown,64
1995,3,NE,53,1,Wake Forest,66,4,Oklahoma St.,71
1995,3,NE,54,2,Massachusetts,76,6,Tulsa,51
1995,3,SE,55,1,UCLA,86,5,Mississippi St.,67
1995,3,SE,56,2,Connecticut,99,3,Maryland,89
1995,4,NW,57,2,Arkansas,68,4,Virginia,61
1995,4,SW,58,1,Kentucky,61,2,North Carolina,74
1995,4,NE,59,2,Massachusetts,54,4,Oklahoma St.,68
1995,4,SE,60,1,UCLA,102,2,Connecticut,96
1995,5,F4,61,2,Arkansas,75,2,North Carolina,68
1995,5,F4,62,1,UCLA,74,4,Oklahoma St.,61
1995,6,Champ,63,1,UCLA,89,2,Arkansas,78
1996,1,NW,1,1,Connecticut,68,16,Colgate,59
1996,1,NW,2,8,Duke,60,9,Eastern Michigan,75
1996,1,NW,3,5,Mississippi St.,58,12,VCU,51
1996,1,NW,4,4,UCLA,41,13,Princeton,43
1996,1,NW,5,6,Indiana,51,11,Boston College,64
1996,1,NW,6,3,Georgia Tech,90,14,Austin Peay,79
1996,1,NW,7,7,Temple,61,10,Oklahoma,43
1996,1,NW,8,2,Cincinnati,66,15,UNC Greensboro,61
1996,1,SW,9,1,Purdue,73,16,Western Carolina,71
1996,1,SW,10,8,Georgia,81,9,Clemson,74
1996,1,SW,11,5,Memphis,63,12,Drexel,75
1996,1,SW,12,4,Syracuse,88,13,Montana St.,55
1996,1,SW,13,6,Iowa,81,11,George Washington,79
1996,1,SW,14,3,Arizona,90,14,Valparaiso,51
1996,1,SW,15,7,Maryland,79,10,Santa Clara,91
1996,1,SW,16,2,Kansas,92,15,South Carolina St.,54
1996,1,NE,17,1,Massachusetts,92,16,UCF,70
1996,1,NE,18,8,Bradley,58,9,Stanford,66
1996,1,NE,19,5,Penn St.,80,12,Arkansas,86
1996,1,NE,20,4,Marquette,68,13,Monmouth,44
1996,1,NE,21,6,North Carolina,83,11,New Orleans,62
1996,1,NE,22,3,Texas Tech,74,14,Northern Illinois,73
1996,1,NE,23,7,New Mexico,69,10,Kansas St.,48
1996,1,NE,24,2,Georgetown,93,15,Mississippi Valley St.,56
1996,1,SE,25,1,Kentucky,110,16,San Jose St.,72
1996,1,SE,26,8,Green Bay,48,9,Virginia Tech,61
1996,1,SE,27,5,Iowa St.,74,12,California,64
1996,1,SE,28,4,Utah,72,13,Canisius,43
1996,1,SE,29,6,Louisville,82,11,Tulsa,80
1996,1,SE,30,3,Villanova,92,14,Portland,58
1996,1,SE,31,7,Michigan,76,10,Texas,80
1996,1,SE,32,2,Wake Forest,62,15,Louisiana Monroe,50
1996,2,NW,33,1,Connecticut,95,9,Eastern Michigan,81
1996,2,NW,34,5,Mississippi St.,63,13,Princeton,41
1996,2,NW,35,3,Georgia Tech,103,11,Boston College,89
1996,2,NW,36,2,Cincinnati,78,7,Temple,65
1996,2,SW,37,1,Purdue,69,8,Georgia,76
1996,2,SW,38,4,Syracuse,69,12,Drexel,58
1996,2,SW,39,3,Arizona,87,6,Iowa,73
1996,2,SW,40,2,Kansas,76,10,Santa Clara,51
1996,2,NE,41,1,Massachusetts,79,9,Stanford,74
1996,2,NE,42,4,Marquette,56,12,Arkansas,65
1996,2,NE,43,3,Texas Tech,92,6,North Carolina,73
1996,2,NE,44,2,Georgetown,73,7,New Mexico,62
1996,2,SE,45,1,Kentucky,84,9,Virginia Tech,60
1996,2,SE,46,4,Utah,73,5,Iowa St.,67
1996,2,SE,47,3,Villanova,64,6,Louisville,68
1996,2,SE,48,2,Wake Forest,65,10,Texas,62
1996,3,NW,49,1,Connecticut,55,5,Mississippi St.,60
1996,3,NW,50,2,Cincinnati,87,3,Georgia Tech,70
1996,3,SW,51,4,Syracuse,83,8,Georgia,81
1996,3,SW,52,2,Kansas,83,3,Arizona,80
1996,3,NE,53,1,Massachusetts,79,12,Arkansas,63
1996,3,NE,54,2,Georgetown,98,3,Texas Tech,90
1996,3,SE,55,1,Kentucky,101,4,Utah,70
1996,3,SE,56,2,Wake Forest,60,6,Louisville,59
1996,4,NW,57,2,Cincinnati,63,5,Mississippi St.,73
1996,4,SW,58,2,Kansas,57,4,Syracuse,60
1996,4,NE,59,1,Massachusetts,86,2,Georgetown,62
1996,4,SE,60,1,Kentucky,83,2,Wake Forest,63
1996,5,F4,61,4,Syracuse,77,5,Mississippi St.,69
1996,5,F4,62,1,Kentucky,81,1,Massachusetts,74
1996,6,Champ,63,1,Kentucky,76,4,Syracuse,67
1997,1,NW,1,1,Kentucky,92,16,Montana,54
1997,1,NW,2,8,Iowa,73,9,Virginia,60
1997,1,NW,3,5,Boston College,73,12,Valparaiso,66
1997,1,NW,4,4,Saint Joseph's,75,13,Pacific,65
1997,1,NW,5,6,Stanford,80,11,Oklahoma,67
1997,1,NW,6,3,Wake Forest,68,14,Saint Mary's,46
1997,1,NW,7,7,Charlotte,79,10,Georgetown,67
1997,1,NW,8,2,Utah,75,15,Navy,61
1997,1,SW,9,1,Minnesota,78,16,Texas St.,46
1997,1,SW,10,8,Mississippi,40,9,Temple,62
1997,1,SW,11,5,Tulsa,81,12,Boston University,52
1997,1,SW,12,4,Clemson,68,13,Miami OH,56
1997,1,SW,13,6,Iowa St.,69,11,Illinois St.,57
1997,1,SW,14,3,Cincinnati,86,14,Butler,69
1997,1,SW,15,7,Xavier,80,10,Vanderbilt,68
1997,1,SW,16,2,UCLA,109,15,Charleston Southern,75
1997,1,NE,17,1,North Carolina,82,16,Fairfield,74
1997,1,NE,18,8,Indiana,62,9,Colorado,80
1997,1,NE,19,5,California,55,12,Princeton,52
1997,1,NE,20,4,Villanova,101,13,LIU,91
1997,1,NE,21,6,Louisville,65,11,Massachusetts,57
1997,1,NE,22,3,New Mexico,59,14,Old Dominion,55
1997,1,NE,23,7,Wisconsin,58,10,Texas,71
1997,1,NE,24,2,South Carolina,65,15,Coppin St.,78
1997,1,SE,25,1,Kansas,78,16,Jackson St.,64
1997,1,SE,26,8,Purdue,83,9,Rhode Island,76
1997,1,SE,27,5,Maryland,66,12,Charleston,75
1997,1,SE,28,4,Arizona,65,13,South Alabama,57
1997,1,SE,29,6,Illinois,90,11,USC,77
1997,1,SE,30,3,Georgia,70,14,Chattanooga,73
1997,1,SE,31,7,Marquette,59,10,Providence,81
1997,1,SE,32,2,Duke,81,15,Murray St.,78
1997,2,NW,33,1,Kentucky,75,8,Iowa,69
1997,2,NW,34,4,Saint Joseph's,81,5,Boston College,77
1997,2,NW,35,3,Wake Forest,66,6,Stanford,72
1997,2,NW,36,2,Utah,77,7,Charlotte,58
1997,2,SW,37,1,Minnesota,76,9,Temple,57
1997,2,SW,38,4,Clemson,65,5,Tulsa,59
1997,2,SW,39,3,Cincinnati,66,6,Iowa St.,67
1997,2,SW,40,2,UCLA,96,7,Xavier,83
1997,2,NE,41,1,North Carolina,73,9,Colorado,56
1997,2,NE,42,4,Villanova,68,5,California,75
1997,2,NE,43,3,New Mexico,63,6,Louisville,64
1997,2,NE,44,10,Texas,82,15,Coppin St.,81
1997,2,SE,45,1,Kansas,75,8,Purdue,61
1997,2,SE,46,4,Arizona,73,12,Charleston Southern,69
1997,2,SE,47,6,Illinois,63,14,Chattanooga,75
1997,2,SE,48,2,Duke,87,10,Providence,98
1997,3,NW,49,1,Kentucky,83,4,Saint Joseph's,68
1997,3,NW,50,2,Utah,82,6,Stanford,77
1997,3,SW,51,1,Minnesota,90,4,Clemson,84
1997,3,SW,52,2,UCLA,74,6,Iowa St.,73
1997,3,NE,53,1,North Carolina,73,5,California,67
1997,3,NE,54,6,Louisville,78,10,Texas,63
1997,3,SE,55,1,Kansas,82,4,Arizona,85
1997,3,SE,56,10,Providence,71,14,Chattanooga,65
1997,4,NW,57,1,Kentucky,72,2,Utah,59
1997,4,SW,58,1,Minnesota,80,2,UCLA,72
1997,4,NE,59,1,North Carolina,97,6,Louisville,74
1997,4,SE,60,4,Arizona,96,10,Providence,92
1997,5,F4,61,1,Kentucky,78,1,Minnesota,69
1997,5,F4,62,1,North Carolina,58,4,Arizona,66
1997,6,Champ,63,1,Kentucky,79,4,Arizona,84
1998,1,NW,1,1,North Carolina,88,16,Navy,52
1998,1,NW,2,8,Charlotte,77,9,Illinois Chicago,62
1998,1,NW,3,5,Princeton,69,12,UNLV,57
1998,1,NW,4,4,Michigan St.,83,13,Eastern Michigan,71
1998,1,NW,5,6,Xavier,68,11,Washington,69
1998,1,NW,6,3,South Carolina,61,14,Richmond,62
1998,1,NW,7,7,Indiana,94,10,Oklahoma,87
1998,1,NW,8,2,Connecticut,93,15,Fairleigh Dickinson,85
1998,1,SW,9,1,Arizona,99,16,Nicholls St.,60
1998,1,SW,10,8,Tennessee,81,9,Illinois St.,82
1998,1,SW,11,5,Illinois,64,12,South Alabama,51
1998,1,SW,12,4,Maryland,82,13,Utah St.,68
1998,1,SW,13,6,Arkansas,74,11,Nebraska,65
1998,1,SW,14,3,Utah,85,14,San Francisco,68
1998,1,SW,15,7,Temple,52,10,West Virginia,82
1998,1,SW,16,2,Cincinnati,65,15,Northern Arizona,62
1998,1,NE,17,1,Kansas,110,16,Prairie View A&M,52
1998,1,NE,18,8,Rhode Island,97,9,Murray St.,74
1998,1,NE,19,5,TCU,87,12,Florida St.,96
1998,1,NE,20,4,Mississippi,69,13,Valparaiso,70
1998,1,NE,21,6,Clemson,72,11,Western Michigan,75
1998,1,NE,22,3,Stanford,67,14,Charleston Southern,57
1998,1,NE,23,7,St. John's,64,10,Detroit,66
1998,1,NE,24,2,Purdue,95,15,Delaware,56
1998,1,SE,25,1,Duke,99,16,Radford,63
1998,1,SE,26,8,Oklahoma St.,74,9,George Washington,59
1998,1,SE,27,5,Syracuse,63,12,Iona,61
1998,1,SE,28,4,New Mexico,79,13,Butler,62
1998,1,SE,29,6,UCLA,65,11,Miami FL,62
1998,1,SE,30,3,Michigan,80,14,Davidson,61
1998,1,SE,31,7,Massachusetts,46,10,Saint Louis,51
1998,1,SE,32,2,Kentucky,82,15,South Carolina St.,67
1998,2,NW,33,1,North Carolina,93,8,Charlotte,83
1998,2,NW,34,4,Michigan St.,63,5,Princeton,56
1998,2,NW,35,11,Washington,87,14,Richmond,66
1998,2,NW,36,2,Connecticut,78,7,Indiana,68
1998,2,SW,37,1,Arizona,82,9,Illinois St.,49
1998,2,SW,38,4,Maryland,67,5,Illinois,61
1998,2,SW,39,3,Utah,75,6,Arkansas,69
1998,2,SW,40,2,Cincinnati,74,10,West Virginia,75
1998,2,NE,41,1,Kansas,75,8,Rhode Island,80
1998,2,NE,42,12,Florida St.,77,13,Valparaiso,83
1998,2,NE,43,3,Stanford,83,11,Western Michigan,65
1998,2,NE,44,2,Purdue,80,10,Detroit,65
1998,2,SE,45,1,Duke,79,8,Oklahoma St.,73
1998,2,SE,46,4,New Mexico,46,5,Syracuse,56
1998,2,SE,47,3,Michigan,82,6,UCLA,85
1998,2,SE,48,2,Kentucky,88,10,Saint Louis,61
1998,3,NW,49,1,North Carolina,73,4,Michigan St.,58
1998,3,NW,50,2,Connecticut,75,11,Washington,74
1998,3,SW,51,1,Arizona,87,4,Maryland,79
1998,3,SW,52,3,Utah,65,10,West Virginia,62
1998,3,NE,53,8,Rhode Island,74,13,Valparaiso,68
1998,3,NE,54,2,Purdue,59,3,Stanford,67
1998,3,SE,55,1,Duke,80,5,Syracuse,67
1998,3,SE,56,2,Kentucky,94,6,UCLA,68
1998,4,NW,57,1,North Carolina,75,2,Connecticut,64
1998,4,SW,58,1,Arizona,51,3,Utah,76
1998,4,NE,59,3,Stanford,79,8,Rhode Island,77
1998,4,SE,60,1,Duke,84,2,Kentucky,86
1998,5,F4,61,1,North Carolina,59,3,Utah,65
1998,5,F4,62,2,Kentucky,86,3,Stanford,85
1998,6,Champ,63,2,Kentucky,78,3,Utah,69
1999,1,NW,1,1,Duke,99,16,Florida A&M,58
1999,1,NW,2,8,Charleston Southern,53,9,Tulsa,62
1999,1,NW,3,5,Wisconsin,32,12,Missouri St.,43
1999,1,NW,4,4,Tennessee,62,13,Delaware,52
1999,1,NW,5,6,Temple,61,11,Kent St.,54
1999,1,NW,6,3,Cincinnati,72,14,George Mason,48
1999,1,NW,7,7,Texas,54,10,Purdue,58
1999,1,NW,8,2,Miami FL,75,15,Lafayette,54
1999,1,SW,9,1,Michigan St.,76,16,Mount St. Mary's,53
1999,1,SW,10,8,Villanova,70,9,Mississippi,72
1999,1,SW,11,5,Charlotte,81,12,Rhode Island,70
1999,1,SW,12,4,Arizona,60,13,Oklahoma,61
1999,1,SW,13,6,Kansas,95,11,Evansville,74
1999,1,SW,14,3,Kentucky,82,14,New Mexico St.,60
1999,1,SW,15,7,Washington,58,10,Miami OH,59
1999,1,SW,16,2,Utah,80,15,Arkansas St.,58
1999,1,NE,17,1,Auburn,80,16,Winthrop,41
1999,1,NE,18,8,Syracuse,61,9,Oklahoma St.,69
1999,1,NE,19,5,UCLA,53,12,Detroit,56
1999,1,NE,20,4,Ohio St.,72,13,Murray St.,58
1999,1,NE,21,6,Indiana,108,11,George Washington,88
1999,1,NE,22,3,St. John's,69,14,Samford,43
1999,1,NE,23,7,Louisville,58,10,Creighton,62
1999,1,NE,24,2,Maryland,82,15,Valparaiso,60
1999,1,SE,25,1,Connecticut,91,16,UTSA,66
1999,1,SE,26,8,Missouri,59,9,New Mexico,61
1999,1,SE,27,5,Iowa,77,12,UAB,64
1999,1,SE,28,4,Arkansas,94,13,Siena,80
1999,1,SE,29,6,Florida,75,11,Penn,61
1999,1,SE,30,3,North Carolina,74,14,Weber St.,76
1999,1,SE,31,7,Minnesota,63,10,Gonzaga,75
1999,1,SE,32,2,Stanford,69,15,Alcorn St.,57
1999,2,NW,33,1,Duke,97,9,Tulsa,56
1999,2,NW,34,4,Tennessee,51,12,Missouri St.,81
1999,2,NW,35,3,Cincinnati,54,6,Temple,64
1999,2,NW,36,2,Miami FL,63,10,Purdue,73
1999,2,SW,37,1,Michigan St.,74,9,Mississippi,66
1999,2,SW,38,5,Charlotte,72,13,Oklahoma,85
1999,2,SW,39,3,Kentucky,92,6,Kansas,88
1999,2,SW,40,2,Utah,58,10,Miami OH,66
1999,2,NE,41,1,Auburn,81,9,Oklahoma St.,74
1999,2,NE,42,4,Ohio St.,75,12,Detroit,44
1999,2,NE,43,3,St. John's,86,6,Indiana,61
1999,2,NE,44,2,Maryland,75,10,Creighton,63
1999,2,SE,45,1,Connecticut,78,9,New Mexico,56
1999,2,SE,46,4,Arkansas,72,5,Iowa,82
1999,2,SE,47,6,Florida,82,14,Weber St.,74
1999,2,SE,48,2,Stanford,74,10,Gonzaga,82
1999,3,NW,49,1,Duke,78,12,Missouri St.,61
1999,3,NW,50,6,Temple,77,10,Purdue,55
1999,3,SW,51,1,Michigan St.,54,13,Oklahoma,46
1999,3,SW,52,3,Kentucky,58,10,Miami OH,43
1999,3,NE,53,1,Auburn,64,4,Ohio St.,72
1999,3,NE,54,2,Maryland,62,3,St. John's,76
1999,3,SE,55,1,Connecticut,78,5,Iowa,68
1999,3,SE,56,6,Florida,72,10,Gonzaga,73
