Year,Round,Region,Game,AFSeed,AFTeam,AFScore,AUSeed,AUTeam,AUScore
1999,4,NW,57,1,Duke,85,6,Temple,64
1999,4,SW,58,1,Michigan St.,73,3,Kentucky,66
1999,4,NE,59,3,St. John's,74,4,Ohio St.,77
1999,4,SE,60,1,Connecticut,67,10,Gonzaga,62
1999,5,F4,61,1,Duke,68,1,Michigan St.,62
1999,5,F4,62,1,Connecticut,64,4,Ohio St.,58
1999,6,Champ,63,1,Connecticut,77,1,Duke,74
2000,1,NW,1,1,Arizona,71,16,Jackson St.,47
2000,1,NW,2,8,Wisconsin,66,9,Fresno St.,56
2000,1,NW,3,5,Texas,77,12,Indiana St.,61
2000,1,NW,4,4,LSU,64,13,Southeast Missouri St.,61
2000,1,NW,5,6,Purdue,62,11,Dayton,61
2000,1,NW,6,3,Oklahoma,74,14,Winthrop,60
2000,1,NW,7,7,Louisville,66,10,Gonzaga,77
2000,1,NW,8,2,St. John's,61,15,Northern Arizona,56
2000,1,SW,9,1,Michigan St.,65,16,Valparaiso,38
2000,1,SW,10,8,Utah,48,9,Saint Louis,45
2000,1,SW,11,5,Kentucky,85,12,St. Bonaventure,80
2000,1,SW,12,4,Syracuse,79,13,Samford,65
2000,1,SW,13,6,UCLA,65,11,Ball St.,57
2000,1,SW,14,3,Maryland,74,14,Iona,59
2000,1,SW,15,7,Auburn,72,10,Creighton,69
2000,1,SW,16,2,Iowa St.,88,15,Central Connecticut,78
2000,1,NE,17,1,Duke,82,16,Lamar,55
2000,1,NE,18,8,Kansas,81,9,DePaul,77
2000,1,NE,19,5,Florida,69,12,Butler,68
2000,1,NE,20,4,Illinois,68,13,Penn,58
2000,1,NE,21,6,Indiana,57,11,Pepperdine,77
2000,1,NE,22,3,Oklahoma St.,86,14,Hofstra,66
2000,1,NE,23,7,Oregon,71,10,Seton Hall,72
2000,1,NE,24,2,Temple,73,15,Lafayette,47
2000,1,SE,25,1,Stanford,84,16,South Carolina St.,65
2000,1,SE,26,8,North Carolina,84,9,Missouri,70
2000,1,SE,27,5,Connecticut,75,12,Utah St.,67
2000,1,SE,28,4,Tennessee,63,13,Louisiana Lafayette,58
2000,1,SE,29,6,Miami FL,75,11,Arkansas,71
2000,1,SE,30,3,Ohio St.,87,14,Appalachian St.,61
2000,1,SE,31,7,Tulsa,89,10,UNLV,62
2000,1,SE,32,2,Cincinnati,64,15,UNC Wilmington,47
2000,2,NW,33,1,Arizona,59,8,Wisconsin,66
2000,2,NW,34,4,LSU,72,5,Texas,67
2000,2,NW,35,3,Oklahoma,62,6,Purdue,66
2000,2,NW,36,2,St. John's,76,10,Gonzaga,82
2000,2,SW,37,1,Michigan St.,73,8,Utah,61
2000,2,SW,38,4,Syracuse,52,5,Kentucky,50
2000,2,SW,39,3,Maryland,70,6,UCLA,105
2000,2,SW,40,2,Iowa St.,79,7,Auburn,60
2000,2,NE,41,1,Duke,69,8,Kansas,64
2000,2,NE,42,4,Illinois,76,5,Florida,93
2000,2,NE,43,3,Oklahoma St.,75,11,Pepperdine,67
2000,2,NE,44,2,Temple,65,10,Seton Hall,67
2000,2,SE,45,1,Stanford,53,8,North Carolina,60
2000,2,SE,46,4,Tennessee,65,5,Connecticut,51
2000,2,SE,47,3,Ohio St.,62,6,Miami FL,75
2000,2,SE,48,2,Cincinnati,61,7,Tulsa,69
2000,3,NW,49,4,LSU,48,8,Wisconsin,61
2000,3,NW,50,6,Purdue,75,10,Gonzaga,66
2000,3,SW,51,1,Michigan St.,75,4,Syracuse,58
2000,3,SW,52,2,Iowa St.,80,6,UCLA,56
2000,3,NE,53,1,Duke,78,5,Florida,87
2000,3,NE,54,3,Oklahoma St.,68,10,Seton Hall,66
2000,3,SE,55,4,Tennessee,69,8,North Carolina,74
2000,3,SE,56,6,Miami FL,71,7,Tulsa,80
2000,4,NW,57,6,Purdue,60,8,Wisconsin,64
2000,4,SW,58,1,Michigan St.,75,2,Iowa St.,64
2000,4,NE,59,3,Oklahoma St.,65,5,Florida,77
2000,4,SE,60,7,Tulsa,55,8,North Carolina,59
2000,5,F4,61,1,Michigan St.,53,8,Wisconsin,41
2000,5,F4,62,5,Florida,71,8,North Carolina,59
2000,6,Champ,63,1,Michigan St.,89,5,Florida,76
2001,PI,PI,-1,16,Northwestern St.,71,16,Winthrop,67
2001,1,NW,1,1,Illinois,96,16,Northwestern St.,54
2001,1,NW,2,8,Tennessee,63,9,Charlotte,70
2001,1,NW,3,5,Syracuse,79,12,Hawaii,69
2001,1,NW,4,4,Kansas,99,13,Cal St. Northridge,75
2001,1,NW,5,6,Notre Dame,83,11,Xavier,71
2001,1,NW,6,3,Mississippi,72,14,Iona,70
2001,1,NW,7,7,Wake Forest,63,10,Butler,79
2001,1,NW,8,2,Arizona,101,15,Eastern Illinois,76
2001,1,SW,9,1,Michigan St.,69,16,Alabama St.,35
2001,1,SW,10,8,California,70,9,Fresno St.,82
2001,1,SW,11,5,Virginia,85,12,Gonzaga,86
2001,1,SW,12,4,Oklahoma,68,13,Indiana St.,70
2001,1,SW,13,6,Texas,65,11,Temple,79
2001,1,SW,14,3,Florida,69,14,Western Kentucky,56
2001,1,SW,15,7,Penn St.,69,10,Providence,59
2001,1,SW,16,2,North Carolina,70,15,Princeton,48
2001,1,NE,17,1,Duke,95,16,Monmouth,52
2001,1,NE,18,8,Georgia,68,9,Missouri,70
2001,1,NE,19,5,Ohio St.,68,12,Utah St.,77
2001,1,NE,20,4,UCLA,61,13,Hofstra,48
2001,1,NE,21,6,USC,69,11,Oklahoma St.,54
2001,1,NE,22,3,Boston College,68,14,Southern Utah,65
2001,1,NE,23,7,Iowa,69,10,Creighton,56
2001,1,NE,24,2,Kentucky,72,15,Holy Cross,68
2001,1,SE,25,1,Stanford,89,16,UNC Greensboro,60
2001,1,SE,26,8,Georgia Tech,62,9,Saint Joseph's,66
2001,1,SE,27,5,Cincinnati,84,12,BYU,59
2001,1,SE,28,4,Indiana,73,13,Kent St.,77
2001,1,SE,29,6,Wisconsin,49,11,Georgia St.,50
2001,1,SE,30,3,Maryland,83,14,George Mason,80
2001,1,SE,31,7,Arkansas,61,10,Georgetown,63
2001,1,SE,32,2,Iowa St.,57,15,Hampton,58
2001,2,NW,33,1,Illinois,79,9,Charlotte,61
2001,2,NW,34,4,Kansas,87,5,Syracuse,58
2001,2,NW,35,3,Mississippi,59,6,Notre Dame,56
2001,2,NW,36,2,Arizona,73,10,Butler,52
2001,2,SW,37,1,Michigan St.,81,9,Fresno St.,65
2001,2,SW,38,12,Gonzaga,85,13,Indiana St.,68
2001,2,SW,39,3,Florida,54,11,Temple,75
2001,2,SW,40,2,North Carolina,74,7,Penn St.,82
2001,2,NE,41,1,Duke,94,9,Missouri,81
2001,2,NE,42,4,UCLA,75,12,Utah St.,70
2001,2,NE,43,3,Boston College,71,6,USC,74
2001,2,NE,44,2,Kentucky,92,7,Iowa,79
2001,2,SE,45,1,Stanford,90,9,Saint Joseph's,83
2001,2,SE,46,5,Cincinnati,66,13,Kent St.,43
2001,2,SE,47,3,Maryland,79,11,Georgia St.,60
2001,2,SE,48,10,Georgetown,76,15,Hampton,57
2001,3,NW,49,1,Illinois,80,4,Kansas,64
2001,3,NW,50,2,Arizona,66,3,Mississippi,56
2001,3,SW,51,1,Michigan St.,77,12,Gonzaga,62
2001,3,SW,52,7,Penn St.,72,11,Temple,84
2001,3,NE,53,1,Duke,76,4,UCLA,63
2001,3,NE,54,2,Kentucky,76,6,USC,80
2001,3,SE,55,1,Stanford,78,5,Cincinnati,65
2001,3,SE,56,3,Maryland,76,10,Georgetown,66
2001,4,NW,57,1,Illinois,81,2,Arizona,87
2001,4,SW,58,1,Michigan St.,69,11,Temple,62
2001,4,NE,59,1,Duke,79,6,USC,69
2001,4,SE,60,1,Stanford,73,3,Maryland,87
2001,5,F4,61,1,Michigan St.,61,2,Arizona,80
2001,5,F4,62,1,Duke,95,3,Maryland,84
2001,6,Champ,63,1,Duke,82,2,Arizona,72
2002,PI,PI,-1,16,Siena,81,16,Alcorn St.,77
2002,1,NW,1,1,Duke,84,16,Winthrop,37
2002,1,NW,2,8,Notre Dame,82,9,Charlotte,63
2002,1,NW,3,5,Indiana,75,12,Utah,56
2002,1,NW,4,4,USC,89,13,UNC Wilmington,93
2002,1,NW,5,6,California,82,11,Penn,75
2002,1,NW,6,3,Pittsburgh,71,14,Central Connecticut,54
2002,1,NW,7,7,Oklahoma St.,61,10,Kent St.,69
2002,1,NW,8,2,Alabama,86,15,Florida Atlantic,78
2002,1,SW,9,1,Cincinnati,90,16,Boston University,52
2002,1,SW,10,8,UCLA,80,9,Mississippi,58
2002,1,SW,11,5,Miami FL,80,12,Missouri,93
2002,1,SW,12,4,Ohio St.,69,13,Davidson,64
2002,1,SW,13,6,Gonzaga,66,11,Wyoming,73
2002,1,SW,14,3,Arizona,86,14,UC Santa Barbara,81
2002,1,SW,15,7,Xavier,70,10,Hawaii,58
2002,1,SW,16,2,Oklahoma,71,15,Illinois Chicago,63
2002,1,NE,17,1,Maryland,85,16,Siena,70
2002,1,NE,18,8,Wisconsin,80,9,St. John's,70
2002,1,NE,19,5,Marquette,69,12,Tulsa,71
2002,1,NE,20,4,Kentucky,83,13,Valparaiso,68
2002,1,NE,21,6,Texas Tech,68,11,Southern Illinois,76
2002,1,NE,22,3,Georgia,85,14,Murray St.,68
2002,1,NE,23,7,North Carolina St.,69,10,Michigan St.,58
2002,1,NE,24,2,Connecticut,78,15,Hampton,67
2002,1,SE,25,1,Kansas,70,16,Holy Cross,59
2002,1,SE,26,8,Stanford,84,9,Western Kentucky,68
2002,1,SE,27,5,Florida,82,12,Creighton,83
2002,1,SE,28,4,Illinois,93,13,San Diego St.,64
2002,1,SE,29,6,Texas,70,11,Boston College,57
2002,1,SE,30,3,Mississippi St.,70,14,McNeese St.,58
2002,1,SE,31,7,Wake Forest,83,10,Pepperdine,74
2002,1,SE,32,2,Oregon,81,15,Montana,62
2002,2,NW,33,1,Duke,84,8,Notre Dame,77
2002,2,NW,34,5,Indiana,76,13,UNC Wilmington,67
2002,2,NW,35,3,Pittsburgh,63,6,California,50
2002,2,NW,36,2,Alabama,58,10,Kent St.,71
2002,2,SW,37,1,Cincinnati,101,8,UCLA,105
2002,2,SW,38,4,Ohio St.,67,12,Missouri,83
2002,2,SW,39,3,Arizona,68,11,Wyoming,60
2002,2,SW,40,2,Oklahoma,78,7,Xavier,65
2002,2,NE,41,1,Maryland,87,8,Wisconsin,57
2002,2,NE,42,4,Kentucky,87,12,Tulsa,82
2002,2,NE,43,3,Georgia,75,11,Southern Illinois,77
2002,2,NE,44,2,Connecticut,77,7,North Carolina St.,74
2002,2,SE,45,1,Kansas,86,8,Stanford,63
2002,2,SE,46,4,Illinois,72,12,Creighton,60
2002,2,SE,47,3,Mississippi St.,64,6,Texas,68
2002,2,SE,48,2,Oregon,92,7,Wake Forest,87
2002,3,NW,49,1,Duke,73,5,Indiana,74
2002,3,NW,50,3,Pittsburgh,73,10,Kent St.,78
2002,3,SW,51,8,UCLA,73,12,Missouri,82
2002,3,SW,52,2,Oklahoma,88,3,Arizona,67
2002,3,NE,53,1,Maryland,78,4,Kentucky,68
2002,3,NE,54,2,Connecticut,71,11,Southern Illinois,59
2002,3,SE,55,1,Kansas,73,4,Illinois,69
2002,3,SE,56,2,Oregon,72,6,Texas,70
2002,4,NW,57,5,Indiana,81,10,Kent St.,69
2002,4,SW,58,2,Oklahoma,81,12,Missouri,75
2002,4,NE,59,1,Maryland,90,2,Connecticut,82
2002,4,SE,60,1,Kansas,104,2,Oregon,86
2002,5,F4,61,2,Oklahoma,64,5,Indiana,73
2002,5,F4,62,1,Maryland,97,1,Kansas,88
2002,6,Champ,63,1,Maryland,64,5,Indiana,52
2003,PI,PI,-1,16,UNC Asheville,92,16,Texas Southern,84
2003,1,NW,1,1,Kentucky,95,16,IUPUI,64
2003,1,NW,2,8,Oregon,58,9,Utah,60
2003,1,NW,3,5,Wisconsin,81,12,Weber St.,74
2003,1,NW,4,4,Dayton,71,13,Tulsa,84
2003,1,NW,5,6,Missouri,72,11,Southern Illinois,71
2003,1,NW,6,3,Marquette,72,14,Holy Cross,68
2003,1,NW,7,7,Indiana,67,10,Alabama,62
2003,1,NW,8,2,Pittsburgh,87,15,Wagner,61
2003,1,SW,9,1,Arizona,80,16,Vermont,51
2003,1,SW,10,8,Cincinnati,69,9,Gonzaga,74
2003,1,SW,11,5,Notre Dame,70,12,Milwaukee,69
2003,1,SW,12,4,Illinois,65,13,Western Kentucky,60
2003,1,SW,13,6,Creighton,73,11,Central Michigan,79
2003,1,SW,14,3,Duke,67,14,Colorado St.,57
2003,1,SW,15,7,Memphis,71,10,Arizona St.,84
2003,1,SW,16,2,Kansas,64,15,Utah St.,61
2003,1,NE,17,1,Texas,82,16,UNC Asheville,61
2003,1,NE,18,8,LSU,56,9,Purdue,80
2003,1,NE,19,5,Connecticut,58,12,BYU,53
2003,1,NE,20,4,Stanford,77,13,San Diego,69
2003,1,NE,21,6,Maryland,75,11,UNC Wilmington,73
2003,1,NE,22,3,Xavier,71,14,Troy,59
2003,1,NE,23,7,Michigan St.,79,10,Colorado,64
2003,1,NE,24,2,Florida,85,15,Sam Houston St.,55
2003,1,SE,25,1,Oklahoma,71,16,South Carolina St.,54
2003,1,SE,26,8,California,76,9,North Carolina St.,74
2003,1,SE,27,5,Mississippi St.,46,12,Butler,47
2003,1,SE,28,4,Louisville,86,13,Austin Peay,64
2003,1,SE,29,6,Oklahoma St.,77,11,Penn,63
2003,1,SE,30,3,Syracuse,76,14,Manhattan,65
2003,1,SE,31,7,Saint Joseph's,63,10,Auburn,65
2003,1,SE,32,2,Wake Forest,76,15,East Tennessee St.,73
2003,2,NW,33,1,Kentucky,74,9,Utah,54
2003,2,NW,34,5,Wisconsin,61,13,Tulsa,60
2003,2,NW,35,3,Marquette,101,6,Missouri,92
2003,2,NW,36,2,Pittsburgh,74,7,Indiana,52
2003,2,SW,37,1,Arizona,96,9,Gonzaga,95
2003,2,SW,38,4,Illinois,60,5,Notre Dame,68
2003,2,SW,39,3,Duke,86,11,Central Michigan,60
2003,2,SW,40,2,Kansas,108,10,Arizona St.,76
2003,2,NE,41,1,Texas,77,9,Purdue,67
2003,2,NE,42,4,Stanford,74,5,Connecticut,85
2003,2,NE,43,3,Xavier,64,6,Maryland,77
2003,2,NE,44,2,Florida,46,7,Michigan St.,68
2003,2,SE,45,1,Oklahoma,74,8,California,65
2003,2,SE,46,4,Louisville,71,12,Butler,79
2003,2,SE,47,3,Syracuse,68,6,Oklahoma St.,56
2003,2,SE,48,2,Wake Forest,62,10,Auburn,68
2003,3,NW,49,1,Kentucky,63,5,Wisconsin,57
2003,3,NW,50,2,Pittsburgh,74,3,Marquette,77
2003,3,SW,51,1,Arizona,88,5,Notre Dame,71
2003,3,SW,52,2,Kansas,69,3,Duke,65
2003,3,NE,53,1,Texas,82,5,Connecticut,78
2003,3,NE,54,6,Maryland,58,7,Michigan St.,60
2003,3,SE,55,1,Oklahoma,65,12,Butler,54
2003,3,SE,56,3,Syracuse,79,10,Auburn,78
2003,4,NW,57,1,Kentucky,69,3,Marquette,83
2003,4,SW,58,1,Arizona,75,2,Kansas,78
2003,4,NE,59,1,Texas,85,7,Michigan St.,76
2003,4,SE,60,1,Oklahoma,47,3,Syracuse,63
2003,5,F4,61,2,Kansas,94,3,Marquette,61
2003,5,F4,62,1,Texas,84,3,Syracuse,95
2003,6,Champ,63,2,Kansas,78,3,Syracuse,81
2004,PI,PI,-1,16,Florida A&M,72,16,Lehigh,57
2004,1,NW,1,1,Kentucky,96,16,Florida A&M,76
2004,1,NW,2,8,Washington,100,9,UAB,102
2004,1,NW,3,5,Providence,58,12,Pacific,66
2004,1,NW,4,4,Kansas,78,13,Illinois Chicago,53
2004,1,NW,5,6,Boston College,58,11,Utah,51
2004,1,NW,6,3,Georgia Tech,65,14,Northern Iowa,60
2004,1,NW,7,7,Michigan St.,66,10,Nevada,72
2004,1,NW,8,2,Gonzaga,76,15,Valparaiso,49
2004,1,SW,9,1,Saint Joseph's,82,16,Liberty,63
2004,1,SW,10,8,Texas Tech,76,9,Charlotte,73
2004,1,SW,11,5,Florida,60,12,Manhattan,75
2004,1,SW,12,4,Wake Forest,79,13,VCU,78
2004,1,SW,13,6,Wisconsin,76,11,Richmond,64
2004,1,SW,14,3,Pittsburgh,53,14,UCF,44
2004,1,SW,15,7,Memphis,59,10,South Carolina,43
2004,1,SW,16,2,Oklahoma St.,75,15,Eastern Washington,56
2004,1,NE,17,1,Duke,96,16,Alabama St.,61
2004,1,NE,18,8,Seton Hall,80,9,Arizona,76
2004,1,NE,19,5,Illinois,72,12,Murray St.,53
2004,1,NE,20,4,Cincinnati,80,13,East Tennessee St.,77
2004,1,NE,21,6,North Carolina,63,11,Air Force,52
2004,1,NE,22,3,Texas,66,14,Princeton,49
2004,1,NE,23,7,Xavier,80,10,Louisville,70
2004,1,NE,24,2,Mississippi St.,85,15,Monmouth,52
2004,1,SE,25,1,Stanford,71,16,UTSA,45
2004,1,SE,26,8,Alabama,65,9,Southern Illinois,64
2004,1,SE,27,5,Syracuse,80,12,BYU,75
2004,1,SE,28,4,Maryland,86,13,UTEP,83
2004,1,SE,29,6,Vanderbilt,71,11,Western Michigan,58
2004,1,SE,30,3,North Carolina St.,61,14,Lafayette,52
2004,1,SE,31,7,DePaul,76,10,Dayton,69
2004,1,SE,32,2,Connecticut,70,15,Vermont,53
2004,2,NW,33,1,Kentucky,75,9,UAB,76
2004,2,NW,34,4,Kansas,78,12,Pacific,63
2004,2,NW,35,3,Georgia Tech,57,6,Boston College,54
2004,2,NW,36,2,Gonzaga,72,10,Nevada,91
2004,2,SW,37,1,Saint Joseph's,70,8,Texas Tech,65
2004,2,SW,38,4,Wake Forest,84,12,Manhattan,80
2004,2,SW,39,3,Pittsburgh,59,6,Wisconsin,55
2004,2,SW,40,2,Oklahoma St.,70,7,Memphis,53
2004,2,NE,41,1,Duke,90,8,Seton Hall,62
2004,2,NE,42,4,Cincinnati,68,5,Illinois,92
2004,2,NE,43,3,Texas,78,6,North Carolina,75
2004,2,NE,44,2,Mississippi St.,74,7,Xavier,89
2004,2,SE,45,1,Stanford,67,8,Alabama,70
2004,2,SE,46,4,Maryland,70,5,Syracuse,72
2004,2,SE,47,3,North Carolina St.,73,6,Vanderbilt,75
2004,2,SE,48,2,Connecticut,72,7,DePaul,55
2004,3,NW,49,4,Kansas,100,9,UAB,74
2004,3,NW,50,3,Georgia Tech,72,10,Nevada,67
2004,3,SW,51,1,Saint Joseph's,84,4,Wake Forest,80
2004,3,SW,52,2,Oklahoma St.,63,3,Pittsburgh,51
2004,3,NE,53,1,Duke,72,5,Illinois,62
2004,3,NE,54,3,Texas,71,7,Xavier,79
2004,3,SE,55,5,Syracuse,71,8,Alabama,80
2004,3,SE,56,2,Connecticut,73,6,Vanderbilt,53
2004,4,NW,57,3,Georgia Tech,79,4,Kansas,71
2004,4,SW,58,1,Saint Joseph's,62,2,Oklahoma St.,64
2004,4,NE,59,1,Duke,66,7,Xavier,63
2004,4,SE,60,2,Connecticut,87,8,Alabama,71
2004,5,F4,61,2,Oklahoma St.,65,3,Georgia Tech,67
2004,5,F4,62,1,Duke,78,2,Connecticut,79
2004,6,Champ,63,2,Connecticut,82,3,Georgia Tech,73
2005,PI,PI,-1,16,Oakland,79,16,Alabama A&M,69
2005,1,NW,1,1,Illinois,67,16,Fairleigh Dickinson,55
2005,1,NW,2,8,Texas,57,9,Nevada,61
2005,1,NW,3,5,Alabama,73,12,Milwaukee,83
2005,1,NW,4,4,Boston College,85,13,Penn,65
2005,1,NW,5,6,LSU,68,11,UAB,82
2005,1,NW,6,3,Arizona,66,14,Utah St.,53
2005,1,NW,7,7,Southern Illinois,65,10,Saint Mary's,56
2005,1,NW,8,2,Oklahoma St.,63,15,Southeastern Louisiana,50
2005,1,SW,9,1,Washington,88,16,Montana,77
2005,1,SW,10,8,Pacific,79,9,Pittsburgh,71
2005,1,SW,11,5,Georgia Tech,80,12,George Washington,68
2005,1,SW,12,4,Louisville,68,13,Lafayette,62
2005,1,SW,13,6,Texas Tech,78,11,UCLA,66
2005,1,SW,14,3,Gonzaga,74,14,Winthrop,64
2005,1,SW,15,7,West Virginia,63,10,Creighton,61
2005,1,SW,16,2,Wake Forest,70,15,Chattanooga,54
2005,1,NE,17,1,North Carolina,96,16,Oakland,68
2005,1,NE,18,8,Minnesota,53,9,Iowa St.,64
2005,1,NE,19,5,Villanova,55,12,New Mexico,47
2005,1,NE,20,4,Florida,67,13,Ohio,62
2005,1,NE,21,6,Wisconsin,57,11,Northern Iowa,52
2005,1,NE,22,3,Kansas,63,14,Bucknell,64
2005,1,NE,23,7,Charlotte,63,10,North Carolina St.,75
2005,1,NE,24,2,Connecticut,77,15,UCF,71
2005,1,SE,25,1,Duke,57,16,Delaware St.,46
2005,1,SE,26,8,Stanford,70,9,Mississippi St.,93
2005,1,SE,27,5,Michigan St.,89,12,Old Dominion,81
2005,1,SE,28,4,Syracuse,57,13,Vermont,60
2005,1,SE,29,6,Utah,60,11,UTEP,54
2005,1,SE,30,3,Oklahoma,84,14,Niagara,67
2005,1,SE,31,7,Cincinnati,76,10,Iowa,64
2005,1,SE,32,2,Kentucky,72,15,Eastern Kentucky,64
2005,2,NW,33,1,Illinois,71,9,Nevada,59
2005,2,NW,34,4,Boston College,75,12,Milwaukee,83
2005,2,NW,35,3,Arizona,85,11,UAB,63
2005,2,NW,36,2,Oklahoma St.,85,7,Southern Illinois,77
2005,2,SW,37,1,Washington,97,8,Pacific,79
2005,2,SW,38,4,Louisville,76,5,Georgia Tech,54
2005,2,SW,39,3,Gonzaga,69,6,Texas Tech,71
2005,2,SW,40,2,Wake Forest,105,7,West Virginia,111
2005,2,NE,41,1,North Carolina,92,9,Iowa St.,65
2005,2,NE,42,4,Florida,65,5,Villanova,76
2005,2,NE,43,6,Wisconsin,71,14,Bucknell,62
2005,2,NE,44,2,Connecticut,62,10,North Carolina St.,65
2005,2,SE,45,1,Duke,63,9,Mississippi St.,55
2005,2,SE,46,5,Michigan St.,72,13,Vermont,61
2005,2,SE,47,3,Oklahoma,58,6,Utah,67
2005,2,SE,48,2,Kentucky,69,7,Cincinnati,60
2005,3,NW,49,1,Illinois,77,12,Milwaukee,63
2005,3,NW,50,2,Oklahoma St.,78,3,Arizona,79
2005,3,SW,51,1,Washington,79,4,Louisville,93
2005,3,SW,52,6,Texas Tech,60,7,West Virginia,65
2005,3,NE,53,1,North Carolina,67,5,Villanova,66
2005,3,NE,54,6,Wisconsin,65,10,North Carolina St.,56
2005,3,SE,55,1,Duke,68,5,Michigan St.,78
2005,3,SE,56,2,Kentucky,62,6,Utah,52
2005,4,NW,57,1,Illinois,90,3,Arizona,89
2005,4,SW,58,4,Louisville,93,7,West Virginia,85
2005,4,NE,59,1,North Carolina,88,6,Wisconsin,82
2005,4,SE,60,2,Kentucky,88,5,Michigan St.,94
2005,5,F4,61,1,Illinois,72,4,Louisville,57
2005,5,F4,62,1,North Carolina,87,5,Michigan St.,71
2005,6,Champ,63,1,North Carolina,75,1,Illinois,70
2006,PI,PI,-1,16,Monmouth,71,16,Hampton,49
2006,1,NW,1,1,Duke,70,16,Southern,54
2006,1,NW,2,8,George Washington,88,9,UNC Wilmington,85
2006,1,NW,3,5,Syracuse,58,12,Texas A&M,66
2006,1,NW,4,4,LSU,80,13,Iona,64
2006,1,NW,5,6,West Virginia,64,11,Southern Illinois,46
2006,1,NW,6,3,Iowa,63,14,Northwestern St.,64
2006,1,NW,7,7,California,52,10,North Carolina St.,58
2006,1,NW,8,2,Texas,60,15,Penn,52
2006,1,SW,9,1,Memphis,94,16,Oral Roberts,78
2006,1,SW,10,8,Arkansas,55,9,Bucknell,59
2006,1,SW,11,5,Pittsburgh,79,12,Kent St.,64
2006,1,SW,12,4,Kansas,73,13,Bradley,77
2006,1,SW,13,6,Indiana,87,11,San Diego St.,83
2006,1,SW,14,3,Gonzaga,79,14,Xavier,75
2006,1,SW,15,7,Marquette,85,10,Alabama,90
2006,1,SW,16,2,UCLA,78,15,Belmont,44
2006,1,NE,17,1,Connecticut,72,16,Albany,59
2006,1,NE,18,8,Kentucky,69,9,UAB,64
2006,1,NE,19,5,Washington,75,12,Utah St.,61
2006,1,NE,20,4,Illinois,78,13,Air Force,69
2006,1,NE,21,6,Michigan St.,65,11,George Mason,75
2006,1,NE,22,3,North Carolina,69,14,Murray St.,65
2006,1,NE,23,7,Wichita St.,86,10,Seton Hall,66
2006,1,NE,24,2,Tennessee,63,15,Winthrop,61
2006,1,SE,25,1,Villanova,58,16,Monmouth,45
2006,1,SE,26,8,Arizona,94,9,Wisconsin,75
2006,1,SE,27,5,Nevada,79,12,Montana,87
2006,1,SE,28,4,Boston College,88,13,Pacific,76
2006,1,SE,29,6,Oklahoma,74,11,Milwaukee,82
2006,1,SE,30,3,Florida,76,14,South Alabama,50
2006,1,SE,31,7,Georgetown,54,10,Northern Iowa,49
2006,1,SE,32,2,Ohio St.,70,15,Davidson,62
2006,2,NW,33,1,Duke,74,8,George Washington,61
2006,2,NW,34,4,LSU,58,12,Texas A&M,57
2006,2,NW,35,6,West Virginia,67,14,Northwestern St.,54
2006,2,NW,36,2,Texas,75,10,North Carolina St.,54
2006,2,SW,37,1,Memphis,72,9,Bucknell,56
2006,2,SW,38,5,Pittsburgh,66,13,Bradley,72
2006,2,SW,39,3,Gonzaga,90,6,Indiana,80
2006,2,SW,40,2,UCLA,62,10,Alabama,59
2006,2,NE,41,1,Connecticut,87,8,Kentucky,83
2006,2,NE,42,4,Illinois,64,5,Washington,67
2006,2,NE,43,3,North Carolina,60,11,George Mason,65
2006,2,NE,44,2,Tennessee,73,7,Wichita St.,80
2006,2,SE,45,1,Villanova,82,8,Arizona,78
2006,2,SE,46,4,Boston College,69,12,Montana,56
2006,2,SE,47,3,Florida,82,11,Milwaukee,60
2006,2,SE,48,2,Ohio St.,52,7,Georgetown,70
2006,3,NW,49,1,Duke,54,4,LSU,62
2006,3,NW,50,2,Texas,74,6,West Virginia,71
2006,3,SW,51,1,Memphis,80,13,Bradley,64
2006,3,SW,52,2,UCLA,73,3,Gonzaga,71
2006,3,NE,53,1,Connecticut,98,5,Washington,92
2006,3,NE,54,7,Wichita St.,55,11,George Mason,63
2006,3,SE,55,1,Villanova,60,4,Boston College,59
2006,3,SE,56,3,Florida,57,7,Georgetown,53
2006,4,NW,57,2,Texas,60,4,LSU,70
2006,4,SW,58,1,Memphis,45,2,UCLA,50
2006,4,NE,59,1,Connecticut,84,11,George Mason,86
2006,4,SE,60,1,Villanova,62,3,Florida,75
2006,5,F4,61,2,UCLA,59,4,LSU,45
2006,5,F4,62,3,Florida,73,11,George Mason,58
2006,6,Champ,63,2,UCLA,57,3,Florida,73
2007,PI,PI,-1,16,Niagara,77,16,Florida A&M,69
2007,1,NW,1,1,Florida,112,16,Jackson St.,69
2007,1,NW,2,8,Arizona,63,9,Purdue,72
2007,1,NW,3,5,Butler,57,12,Old Dominion,46
2007,1,NW,4,4,Maryland,82,13,Davidson,70
2007,1,NW,5,6,Notre Dame,64,11,Winthrop,74
2007,1,NW,6,3,Oregon,58,14,Miami OH,56
2007,1,NW,7,7,UNLV,67,10,Georgia Tech,63
2007,1,NW,8,2,Wisconsin,76,15,Texas A&M Corpus Chris,63
2007,1,SW,9,1,Kansas,107,16,Niagara,67
2007,1,SW,10,8,Kentucky,67,9,Villanova,58
2007,1,SW,11,5,Virginia Tech,54,12,Illinois,52
2007,1,SW,12,4,Southern Illinois,61,13,Holy Cross,51
2007,1,SW,13,6,Duke,77,11,VCU,79
