,Year,Round,Region,Game,AFSeed,AFTeam,AFScore,AUSeed,AUTeam,AUScore,PFSeed,PFTeam,PFScore,PUSeed,PUTeam,PUScore,Team_x,Conf_x,AdjEM_x,AdjO_x,AdjD_x,AdjT_x,SOSEM_x,SOSO_x,SOSD_x,BPIO_x,BPID_x,W_x,L_x,Pts_x,Opp_x,MOV_x,SOS_x,OSRS_x,DSRS_x,SRS_x,PASE_x,Team_y,Conf_y,AdjEM_y,AdjO_y,AdjD_y,AdjT_y,SOSEM_y,SOSO_y,SOSD_y,BPIO_y,BPID_y,W_y,L_y,Pts_y,Opp_y,MOV_y,SOS_y,OSRS_y,DSRS_y,SRS_y,PASE_y
158,2010,2,NW,33,1,Kansas,67,9,Northern Iowa,69,1,Kansas,67,9,Northern Iowa,69,Kansas,B12,31.85,120.4,88.5,67.2,9.53,108.2,98.7,13.4,7.8,33.0,3.0,81.6,64.2,17.36,8.25,15.06,9.62,24.68,-0.0087301587301587,Northern Iowa,MVC,18.87,109.6,90.8,58.9,4.08,105.7,101.6,-2.7,12.9,30.0,5.0,63.3,55.1,8.2,4.27,-2.81,14.84,12.03,0.0685763888888889
159,2010,2,NW,34,4,Maryland,83,5,Michigan St.,85,4,Maryland,83,5,Michigan St.,85,Maryland,ACC,22.37,118.3,95.9,68.7,8.87,106.7,97.8,11.9,3.3,24.0,9.0,79.7,68.3,11.36,7.95,14.63,3.13,17.75,0.1287878787878788,Michigan St.,B10,20.13,112.8,92.7,65.3,9.03,107.5,98.5,6.3,5.9,28.0,9.0,71.8,63.8,8.03,8.17,7.35,7.99,15.33,0.3840996168582376
160,2010,2,NW,35,6,Tennessee,83,14,Ohio,68,6,Tennessee,83,14,Ohio,68,Tennessee,SEC,18.5,108.9,90.4,67.5,8.67,107.4,98.7,7.1,6.7,28.0,9.0,73.5,65.2,8.3,7.75,7.86,8.19,16.05,-0.1398148148148147,Ohio,MAC,8.25,107.3,99.0,68.8,0.76,103.1,102.3,5.9,-1.7,22.0,15.0,74.7,69.4,5.24,-0.03,6.34,-1.78,4.56,0.3969907407407407
161,2010,2,NW,36,2,Ohio St.,75,10,Georgia Tech,66,2,Ohio St.,75,10,Georgia Tech,66,Ohio St.,B10,24.99,117.5,92.5,64.6,7.88,106.3,98.4,8.5,8.0,29.0,8.0,74.1,61.5,12.59,7.37,10.34,9.15,19.49,-0.1987433862433862,Georgia Tech,ACC,18.22,109.2,91.0,68.2,10.94,107.4,96.4,6.0,5.9,23.0,13.0,72.8,65.7,7.11,9.02,7.49,6.62,14.11,0.1384548611111111
162,2010,2,SW,37,1,Syracuse,87,8,Gonzaga,65,1,Syracuse,87,8,Gonzaga,65,Syracuse,BE,27.62,118.5,90.9,68.7,8.62,108.5,99.8,13.4,5.5,30.0,5.0,80.9,66.4,14.51,7.21,14.9,6.82,21.72,0.3462643678160919,Gonzaga,WCC,16.14,112.3,96.1,67.5,3.42,105.5,102.1,7.5,1.5,27.0,7.0,76.9,67.4,9.5,3.83,9.27,2.84,12.11,0.2361111111111111
163,2010,2,SW,38,5,Butler,54,13,Murray St.,52,5,Butler,54,13,Murray St.,52,Butler,Horz,22.45,111.0,88.5,63.0,6.85,106.7,99.9,3.1,9.4,33.0,5.0,68.7,59.4,9.29,5.08,2.5,11.87,14.37,0.7087962962962963,Murray St.,OVC,15.06,109.0,94.0,65.6,-5.78,100.2,106.0,4.6,6.3,31.0,5.0,76.5,60.4,16.06,-3.89,2.63,6.06,8.69,-0.0541666666666666
164,2010,2,SW,39,3,Pittsburgh,68,6,Xavier,71,3,Pittsburgh,68,6,Xavier,71,Pittsburgh,BE,18.66,111.4,92.8,61.3,7.87,107.7,99.8,3.0,9.5,25.0,9.0,68.7,61.8,6.91,7.39,2.66,11.64,14.3,-0.5098684210526315,Xavier,A10,20.87,115.5,94.6,68.9,8.04,106.2,98.2,11.9,1.6,26.0,9.0,79.8,69.5,10.29,5.94,14.53,1.69,16.23,0.1358333333333333
165,2010,2,SW,40,2,Kansas St.,84,7,BYU,72,2,Kansas St.,84,7,BYU,72,Kansas St.,B12,25.52,116.1,90.6,69.4,11.99,109.5,97.5,11.3,3.3,29.0,8.0,79.7,69.8,9.86,10.28,14.47,5.41,19.88,-0.0777777777777777,BYU,MWC,23.27,117.3,94.0,71.1,3.88,104.9,101.0,12.6,1.8,30.0,6.0,83.1,66.4,16.67,3.0,16.12,2.7,18.82,-0.3757716049382716
166,2010,2,NE,41,1,Kentucky,90,9,Wake Forest,60,1,Kentucky,90,9,Wake Forest,60,Kentucky,SEC,26.54,114.9,88.3,68.3,7.06,106.5,99.5,11.7,5.5,35.0,3.0,79.3,64.9,14.32,6.82,13.3,7.84,21.13,0.5150462962962964,Wake Forest,ACC,14.12,107.1,93.0,68.7,10.51,107.4,96.9,6.4,3.1,20.0,11.0,72.8,69.5,3.29,8.85,8.21,3.25,11.45,-0.4027777777777778
167,2010,2,NE,42,4,Wisconsin,69,12,Cornell,87,4,Wisconsin,69,12,Cornell,87,Wisconsin,B10,23.56,115.2,91.6,59.2,8.69,107.9,99.2,2.3,13.6,24.0,9.0,67.1,56.9,10.18,7.66,2.31,15.54,17.84,0.2889492753623188,Cornell,Ivy,15.92,117.4,101.5,63.9,-0.66,101.2,101.9,6.9,3.6,29.0,5.0,76.4,64.5,11.88,-0.91,7.2,1.55,8.76,0.2864583333333334
168,2010,2,NE,43,3,New Mexico,64,11,Washington,82,3,New Mexico,64,11,Washington,82,New Mexico,MWC,16.18,113.6,97.4,67.4,4.09,105.0,100.9,7.3,2.4,30.0,5.0,75.9,67.2,8.66,3.84,9.65,2.84,12.49,-0.5821759259259259,Washington,P10,18.19,111.7,93.6,71.7,6.97,106.7,99.7,10.8,0.5,26.0,10.0,79.2,70.0,9.22,7.49,13.31,2.33,15.64,-0.091540404040404
169,2010,2,NE,44,2,West Virginia,68,10,Missouri,59,2,West Virginia,68,10,Missouri,59,West Virginia,BE,25.54,117.2,91.7,62.6,12.58,110.0,97.5,7.8,8.7,31.0,7.0,72.4,63.5,8.89,10.26,7.6,11.56,19.16,0.1760620915032679,Missouri,B12,19.99,111.5,91.5,68.8,8.17,107.1,98.9,9.1,4.6,23.0,11.0,77.3,66.2,11.03,6.36,11.31,6.08,17.39,-0.3591269841269841
170,2010,2,SE,45,1,Duke,68,8,California,53,1,Duke,68,8,California,53,Duke,ACC,33.29,121.0,87.7,64.7,11.53,107.9,96.4,12.8,9.6,35.0,5.0,77.0,61.0,15.95,9.21,13.17,12.04,25.21,0.1589052287581699,California,P10,22.15,119.6,97.4,67.1,9.03,106.5,97.5,11.3,0.5,24.0,11.0,77.2,68.2,9.03,8.26,13.43,3.86,17.29,-0.1875
171,2010,2,SE,46,4,Purdue,63,5,Texas A&M,61,4,Purdue,63,5,Texas A&M,61,Purdue,B10,22.05,109.8,87.7,66.2,8.81,107.8,99.0,5.6,9.3,29.0,6.0,70.5,61.3,9.23,8.81,6.09,11.43,17.52,-0.2888374485596707,Texas A&M,B12,21.33,112.6,91.2,64.3,11.51,109.4,97.9,4.4,6.8,24.0,10.0,71.4,64.5,6.88,9.8,5.7,9.54,15.24,0.1304012345679012
172,2010,2,SE,47,3,Baylor,76,11,Old Dominion,68,3,Baylor,76,11,Old Dominion,68,Baylor,B12,24.95,119.2,94.3,64.5,10.59,108.3,97.7,9.5,6.0,28.0,8.0,77.0,65.6,11.36,8.03,9.58,8.39,17.97,0.1124999999999999,Old Dominion,CAA,17.51,107.8,90.3,62.6,3.17,105.0,101.9,0.3,11.0,27.0,9.0,67.1,57.5,9.61,1.78,-0.52,11.91,11.39,-0.1062499999999999
173,2010,2,SE,48,2,Villanova,68,10,Saint Mary's,75,2,Villanova,68,10,Saint Mary's,75,Villanova,BE,21.24,117.2,96.0,71.2,10.03,108.7,98.7,14.5,0.6,25.0,8.0,81.8,72.8,8.97,7.75,16.74,-0.02,16.72,0.1099537037037037,Saint Mary's,WCC,18.59,116.5,97.9,66.2,2.72,105.4,102.7,8.3,0.9,28.0,6.0,78.5,66.4,12.06,2.2,10.03,3.35,13.38,-0.2013888888888889
174,2010,3,NW,49,5,Michigan St.,59,9,Northern Iowa,52,5,Michigan St.,59,9,Northern Iowa,52,Michigan St.,B10,20.13,112.8,92.7,65.3,9.03,107.5,98.5,6.3,5.9,28.0,9.0,71.8,63.8,8.03,8.17,7.35,7.99,15.33,0.3840996168582376,Northern Iowa,MVC,18.87,109.6,90.8,58.9,4.08,105.7,101.6,-2.7,12.9,30.0,5.0,63.3,55.1,8.2,4.27,-2.81,14.84,12.03,0.0685763888888889
175,2010,3,NW,50,2,Ohio St.,73,6,Tennessee,76,2,Ohio St.,73,6,Tennessee,76,Ohio St.,B10,24.99,117.5,92.5,64.6,7.88,106.3,98.4,8.5,8.0,29.0,8.0,74.1,61.5,12.59,7.37,10.34,9.15,19.49,-0.1987433862433862,Tennessee,SEC,18.5,108.9,90.4,67.5,8.67,107.4,98.7,7.1,6.7,28.0,9.0,73.5,65.2,8.3,7.75,7.86,8.19,16.05,-0.1398148148148147
176,2010,3,SW,51,1,Syracuse,59,5,Butler,63,1,Syracuse,59,5,Butler,63,Syracuse,BE,27.62,118.5,90.9,68.7,8.62,108.5,99.8,13.4,5.5,30.0,5.0,80.9,66.4,14.51,7.21,14.9,6.82,21.72,0.3462643678160919,Butler,Horz,22.45,111.0,88.5,63.0,6.85,106.7,99.9,3.1,9.4,33.0,5.0,68.7,59.4,9.29,5.08,2.5,11.87,14.37,0.7087962962962963
177,2010,3,SW,52,2,Kansas St.,101,6,Xavier,96,2,Kansas St.,101,6,Xavier,96,Kansas St.,B12,25.52,116.1,90.6,69.4,11.99,109.5,97.5,11.3,3.3,29.0,8.0,79.7,69.8,9.86,10.28,14.47,5.41,19.88,-0.0777777777777777,Xavier,A10,20.87,115.5,94.6,68.9,8.04,106.2,98.2,11.9,1.6,26.0,9.0,79.8,69.5,10.29,5.94,14.53,1.69,16.23,0.1358333333333333
178,2010,3,NE,53,1,Kentucky,62,12,Cornell,45,1,Kentucky,62,12,Cornell,45,Kentucky,SEC,26.54,114.9,88.3,68.3,7.06,106.5,99.5,11.7,5.5,35.0,3.0,79.3,64.9,14.32,6.82,13.3,7.84,21.13,0.5150462962962964,Cornell,Ivy,15.92,117.4,101.5,63.9,-0.66,101.2,101.9,6.9,3.6,29.0,5.0,76.4,64.5,11.88,-0.91,7.2,1.55,8.76,0.2864583333333334
179,2010,3,NE,54,2,West Virginia,69,11,Washington,56,2,West Virginia,69,11,Washington,56,West Virginia,BE,25.54,117.2,91.7,62.6,12.58,110.0,97.5,7.8,8.7,31.0,7.0,72.4,63.5,8.89,10.26,7.6,11.56,19.16,0.1760620915032679,Washington,P10,18.19,111.7,93.6,71.7,6.97,106.7,99.7,10.8,0.5,26.0,10.0,79.2,70.0,9.22,7.49,13.31,2.33,15.64,-0.091540404040404
180,2010,3,SE,55,1,Duke,70,4,Purdue,57,1,Duke,70,4,Purdue,57,Duke,ACC,33.29,121.0,87.7,64.7,11.53,107.9,96.4,12.8,9.6,35.0,5.0,77.0,61.0,15.95,9.21,13.17,12.04,25.21,0.1589052287581699,Purdue,B10,22.05,109.8,87.7,66.2,8.81,107.8,99.0,5.6,9.3,29.0,6.0,70.5,61.3,9.23,8.81,6.09,11.43,17.52,-0.2888374485596707
181,2010,3,SE,56,3,Baylor,72,10,Saint Mary's,49,3,Baylor,72,10,Saint Mary's,49,Baylor,B12,24.95,119.2,94.3,64.5,10.59,108.3,97.7,9.5,6.0,28.0,8.0,77.0,65.6,11.36,8.03,9.58,8.39,17.97,0.1124999999999999,Saint Mary's,WCC,18.59,116.5,97.9,66.2,2.72,105.4,102.7,8.3,0.9,28.0,6.0,78.5,66.4,12.06,2.2,10.03,3.35,13.38,-0.2013888888888889
182,2010,4,NW,57,5,Michigan St.,70,6,Tennessee,69,5,Michigan St.,70,6,Tennessee,69,Michigan St.,B10,20.13,112.8,92.7,65.3,9.03,107.5,98.5,6.3,5.9,28.0,9.0,71.8,63.8,8.03,8.17,7.35,7.99,15.33,0.3840996168582376,Tennessee,SEC,18.5,108.9,90.4,67.5,8.67,107.4,98.7,7.1,6.7,28.0,9.0,73.5,65.2,8.3,7.75,7.86,8.19,16.05,-0.1398148148148147
183,2010,4,SW,58,2,Kansas St.,56,5,Butler,63,2,Kansas St.,56,5,Butler,63,Kansas St.,B12,25.52,116.1,90.6,69.4,11.99,109.5,97.5,11.3,3.3,29.0,8.0,79.7,69.8,9.86,10.28,14.47,5.41,19.88,-0.0777777777777777,Butler,Horz,22.45,111.0,88.5,63.0,6.85,106.7,99.9,3.1,9.4,33.0,5.0,68.7,59.4,9.29,5.08,2.5,11.87,14.37,0.7087962962962963
184,2010,4,NE,59,1,Kentucky,66,2,West Virginia,73,1,Kentucky,66,2,West Virginia,73,Kentucky,SEC,26.54,114.9,88.3,68.3,7.06,106.5,99.5,11.7,5.5,35.0,3.0,79.3,64.9,14.32,6.82,13.3,7.84,21.13,0.5150462962962964,West Virginia,BE,25.54,117.2,91.7,62.6,12.58,110.0,97.5,7.8,8.7,31.0,7.0,72.4,63.5,8.89,10.26,7.6,11.56,19.16,0.1760620915032679
185,2010,4,SE,60,1,Duke,78,3,Baylor,71,1,Duke,78,3,Baylor,71,Duke,ACC,33.29,121.0,87.7,64.7,11.53,107.9,96.4,12.8,9.6,35.0,5.0,77.0,61.0,15.95,9.21,13.17,12.04,25.21,0.1589052287581699,Baylor,B12,24.95,119.2,94.3,64.5,10.59,108.3,97.7,9.5,6.0,28.0,8.0,77.0,65.6,11.36,8.03,9.58,8.39,17.97,0.1124999999999999
186,2010,5,F4,61,5,Butler,52,5,Michigan St.,50,5,Butler,52,5,Michigan St.,50,Butler,Horz,22.45,111.0,88.5,63.0,6.85,106.7,99.9,3.1,9.4,33.0,5.0,68.7,59.4,9.29,5.08,2.5,11.87,14.37,0.7087962962962963,Michigan St.,B10,20.13,112.8,92.7,65.3,9.03,107.5,98.5,6.3,5.9,28.0,9.0,71.8,63.8,8.03,8.17,7.35,7.99,15.33,0.3840996168582376
187,2010,5,F4,62,1,Duke,78,2,West Virginia,57,1,Duke,78,2,West Virginia,57,Duke,ACC,33.29,121.0,87.7,64.7,11.53,107.9,96.4,12.8,9.6,35.0,5.0,77.0,61.0,15.95,9.21,13.17,12.04,25.21,0.1589052287581699,West Virginia,BE,25.54,117.2,91.7,62.6,12.58,110.0,97.5,7.8,8.7,31.0,7.0,72.4,63.5,8.89,10.26,7.6,11.56,19.16,0.1760620915032679
188,2010,6,Champ,63,1,Duke,61,5,Butler,59,1,Duke,61,5,Butler,59,Duke,ACC,33.29,121.0,87.7,64.7,11.53,107.9,96.4,12.8,9.6,35.0,5.0,77.0,61.0,15.95,9.21,13.17,12.04,25.21,0.1589052287581699,Butler,Horz,22.45,111.0,88.5,63.0,6.85,106.7,99.9,3.1,9.4,33.0,5.0,68.7,59.4,9.29,5.08,2.5,11.87,14.37,0.7087962962962963
189,2011,1,NW,1,1,Ohio St.,75,16,UTSA,46,1,Ohio St.,75,16,UTSA,46,Ohio St.,B10,33.47,125.0,91.5,63.8,8.82,108.9,100.0,11.4,10.4,34.0,3.0,77.1,59.7,17.46,8.38,13.39,12.45,25.84,-0.1987433862433862,UTSA,Slnd,-5.32,101.8,107.1,66.7,-5.71,100.3,106.1,-1.9,-2.9,20.0,14.0,70.1,69.5,0.62,-4.93,-1.8,-4.01,-5.8,0.203125
190,2011,1,NW,2,8,George Mason,61,9,Villanova,57,8,George Mason,61,9,Villanova,57,George Mason,CAA,18.3,114.1,95.8,64.5,2.06,105.0,103.0,5.5,5.6,27.0,7.0,72.8,62.5,10.29,1.37,6.01,5.65,11.66,0.4537037037037037,Villanova,BE,17.83,114.9,97.0,65.0,9.07,108.3,99.3,7.1,5.2,21.0,12.0,72.2,65.4,6.82,8.23,8.23,6.82,15.05,0.1099537037037037
191,2011,1,NW,3,5,West Virginia,84,12,Clemson,76,5,West Virginia,84,12,Clemson,76,West Virginia,BE,20.11,114.9,94.8,62.5,12.7,111.0,98.3,4.5,8.4,21.0,12.0,69.8,64.7,5.12,11.03,5.64,10.51,16.15,0.1760620915032679,Clemson,ACC,18.16,109.6,91.5,63.9,6.99,106.7,99.7,2.3,8.4,22.0,12.0,68.5,61.4,7.18,6.58,3.37,10.39,13.76,-0.3211805555555555
192,2011,1,NW,4,4,Kentucky,59,13,Princeton,57,4,Kentucky,59,13,Princeton,57,Kentucky,SEC,25.82,117.8,92.0,65.0,9.81,108.4,98.5,8.7,7.8,29.0,9.0,74.9,63.5,11.39,8.91,10.67,9.64,20.3,0.5150462962962964,Princeton,Ivy,9.09,107.2,98.1,62.6,-0.72,104.0,104.7,0.1,4.6,25.0,7.0,69.2,63.0,6.19,-1.61,-0.3,4.02,3.71,-0.2291666666666666
193,2011,1,NW,5,6,Xavier,55,11,Marquette,66,6,Xavier,55,11,Marquette,66,Xavier,A10,16.02,112.8,96.8,64.3,4.49,105.4,100.9,5.2,5.3,24.0,8.0,72.1,64.6,7.47,4.41,6.3,5.58,11.88,0.1358333333333333,Marquette,BE,18.14,115.5,97.3,66.2,11.06,109.4,98.4,8.1,3.0,22.0,15.0,75.2,68.8,6.38,8.51,10.23,4.66,14.89,-0.1158854166666666
194,2011,1,NW,6,3,Syracuse,77,14,Indiana St.,60,3,Syracuse,77,14,Indiana St.,60,Syracuse,BE,22.49,114.9,92.4,64.6,9.03,108.3,99.3,7.2,7.3,27.0,8.0,73.4,63.3,10.06,8.79,9.39,9.45,18.85,0.3462643678160919,Indiana St.,MVC,5.45,102.8,97.4,65.0,3.4,105.8,102.4,0.1,3.4,20.0,14.0,66.3,64.5,1.79,2.9,-0.19,3.6,3.41,0.0208333333333333
195,2011,1,NW,7,7,Washington,68,10,Georgia,65,7,Washington,68,10,Georgia,65,Washington,P10,21.69,117.7,96.0,69.9,7.21,106.9,99.7,13.7,-0.2,24.0,11.0,83.1,70.7,12.37,7.74,18.29,1.83,20.12,-0.091540404040404,Georgia,SEC,12.24,108.2,95.9,63.5,5.83,106.2,100.4,3.5,5.8,21.0,12.0,68.7,64.4,4.3,6.13,3.47,6.97,10.43,-0.5303030303030303
196,2011,1,NW,8,2,North Carolina,102,15,LIU,87,2,North Carolina,102,15,LIU,87,North Carolina,ACC,22.18,111.8,89.6,70.6,11.14,109.9,98.8,11.2,4.2,29.0,8.0,77.5,68.8,8.73,10.15,13.0,5.87,18.87,0.2683080808080808,LIU,NEC,5.43,109.6,104.2,73.3,-6.02,99.7,105.8,9.8,-6.7,27.0,6.0,82.7,74.7,8.0,-5.77,11.47,-9.24,2.23,-0.1157407407407407
197,2011,1,SW,9,1,Duke,87,16,Hampton,45,1,Duke,87,16,Hampton,45,Duke,ACC,28.42,119.7,91.3,68.6,8.43,107.3,98.9,13.7,5.3,32.0,5.0,80.9,64.7,16.19,8.32,16.55,7.95,24.51,0.1589052287581699,Hampton,MEAC,-4.21,94.4,98.7,66.1,-10.7,97.4,108.1,-4.8,2.0,24.0,9.0,66.6,62.7,3.85,-8.77,-6.55,1.35,-5.2,0.3625
198,2011,1,SW,10,8,Michigan,75,9,Tennessee,45,8,Michigan,75,9,Tennessee,45,Michigan,B10,17.69,112.8,95.1,61.5,12.0,110.7,98.7,1.4,7.7,21.0,14.0,66.5,62.5,4.03,10.68,3.14,11.07,14.21,0.4873737373737374,Tennessee,SEC,12.41,108.0,95.6,66.1,9.07,108.6,99.6,4.4,4.7,19.0,15.0,69.9,67.5,2.35,8.73,5.2,5.89,11.08,-0.1398148148148147
199,2011,1,SW,11,5,Arizona,77,12,Memphis,75,5,Arizona,77,12,Memphis,75,Arizona,P10,19.65,117.4,97.8,65.3,7.69,107.7,100.0,9.7,3.0,30.0,8.0,76.4,67.9,8.55,7.99,11.12,5.42,16.54,-0.1536458333333333,Memphis,CUSA,6.98,104.5,97.6,67.6,2.11,104.8,102.7,4.5,1.3,25.0,10.0,72.1,68.3,3.77,3.14,4.94,1.97,6.91,0.0543981481481481
200,2011,1,SW,12,4,Texas,85,13,Oakland,81,4,Texas,85,13,Oakland,81,Texas,B12,25.93,115.5,89.6,65.5,7.61,107.5,99.9,8.0,8.1,28.0,8.0,75.0,62.2,12.86,7.96,9.52,11.3,20.82,-0.0802469135802469,Oakland,Sum,13.31,118.6,105.3,71.1,2.01,106.0,104.0,13.4,-6.1,25.0,10.0,85.5,76.9,8.63,0.1,15.9,-7.62,8.28,0.1898148148148148
201,2011,1,SW,13,6,Cincinnati,78,11,Missouri,63,6,Cincinnati,78,11,Missouri,63,Cincinnati,BE,19.41,111.1,91.7,62.6,6.23,106.8,100.6,2.1,8.8,26.0,9.0,68.9,59.6,9.31,6.1,3.69,11.72,15.41,-0.3191425120772946,Missouri,B12,15.54,113.4,97.8,70.7,6.5,106.9,100.4,11.1,0.4,23.0,11.0,80.8,71.6,9.21,6.5,14.73,0.04,14.77,-0.3591269841269841
202,2011,1,SW,14,3,Connecticut,81,14,Bucknell,52,3,Connecticut,81,14,Bucknell,52,Connecticut,BE,23.93,115.8,91.9,64.5,12.78,110.1,97.4,6.8,5.0,32.0,9.0,72.4,64.9,7.51,10.44,9.23,8.72,17.95,0.4884259259259259,Bucknell,Pat,6.57,105.8,99.2,64.5,-3.41,102.7,106.1,-0.2,3.5,25.0,9.0,70.2,63.9,6.26,-3.87,-1.02,3.42,2.39,-0.009548611111111
203,2011,1,SW,15,7,Temple,66,10,Penn St.,64,7,Temple,66,10,Penn St.,64,Temple,A10,16.84,110.5,93.7,64.2,4.04,105.5,101.5,4.1,6.6,26.0,8.0,70.6,62.5,8.12,4.23,3.97,8.38,12.35,0.0042270531400965,Penn St.,B10,14.88,113.1,98.3,59.4,12.46,110.7,98.3,-0.4,7.9,19.0,15.0,63.1,62.5,0.53,11.45,0.94,11.04,11.98,0.0260416666666666
204,2011,1,SW,16,2,San Diego St.,68,15,Northern Colorado,50,2,San Diego St.,68,15,Northern Colorado,50,San Diego St.,MWC,24.98,114.1,89.1,62.3,7.48,107.6,100.1,6.6,9.0,34.0,3.0,71.9,59.2,12.65,6.36,5.28,12.68,17.96,-0.3379629629629628,Northern Colorado,BSky,4.05,106.3,102.2,66.6,-2.41,102.4,104.8,1.9,-0.1,21.0,11.0,71.5,65.8,5.69,-2.24,1.69,-0.3,1.39,-0.0833333333333333
205,2011,1,NE,17,1,Kansas,72,16,Boston University,53,1,Kansas,72,16,Boston University,53,Kansas,B12,28.38,118.9,90.6,68.4,7.75,108.2,100.5,13.3,6.5,35.0,3.0,81.2,64.7,16.47,7.62,15.48,8.62,24.1,-0.0087301587301587,Boston University,AE,-0.5,103.4,103.9,62.6,-4.62,100.5,105.1,-1.6,1.7,21.0,14.0,64.9,63.5,1.37,-3.85,-3.87,1.39,-2.48,-0.123611111111111
206,2011,1,NE,18,8,UNLV,62,9,Illinois,73,8,UNLV,62,9,Illinois,73,UNLV,MWC,17.75,110.6,92.9,66.4,5.99,106.2,100.2,5.9,6.4,24.0,9.0,71.6,62.9,8.67,6.0,6.84,7.82,14.67,0.0342592592592592,Illinois,B10,20.14,113.3,93.1,64.8,12.29,110.6,98.3,6.4,6.1,20.0,14.0,71.0,65.4,5.62,11.11,7.98,8.74,16.72,-0.3269927536231884
207,2011,1,NE,19,5,Vanderbilt,66,12,Richmond,69,5,Vanderbilt,66,12,Richmond,69,Vanderbilt,SEC,17.33,116.6,99.2,66.1,6.66,106.5,99.8,9.1,3.5,23.0,11.0,75.9,67.7,8.24,6.86,11.12,3.97,15.1,-0.3049768518518518,Richmond,A10,16.01,112.6,96.5,62.1,3.11,104.8,101.7,2.8,7.4,29.0,8.0,69.6,61.2,8.43,2.79,2.85,8.38,11.23,0.3289930555555556
208,2011,1,NE,20,4,Louisville,61,13,Morehead St.,62,4,Louisville,61,13,Morehead St.,62,Louisville,BE,22.26,111.4,89.2,66.8,8.77,108.3,99.5,8.0,5.9,25.0,10.0,74.9,64.5,10.4,8.2,10.42,8.18,18.6,0.3330662393162393,Morehead St.,OVC,7.01,105.6,98.6,63.4,-2.89,102.2,105.1,-0.1,5.1,25.0,10.0,68.9,61.8,7.14,-3.13,-1.68,4.49,2.81,0.5231481481481483
209,2011,1,NE,21,6,Georgetown,56,11,VCU,74,6,Georgetown,56,11,VCU,74,Georgetown,BE,17.65,114.2,96.6,63.4,12.51,110.2,97.7,5.8,5.9,21.0,11.0,70.6,66.3,4.22,10.39,7.15,7.47,14.61,-0.1335227272727272,VCU,CAA,13.49,112.0,98.5,65.6,4.79,105.8,101.0,6.6,1.6,28.0,12.0,71.6,66.8,4.78,3.78,6.2,2.36,8.56,-0.089781746031746
210,2011,1,NE,22,3,Purdue,65,14,Saint Peter's,43,3,Purdue,65,14,Saint Peter's,43,Purdue,B10,24.79,115.9,91.1,66.0,10.16,108.8,98.7,7.1,9.1,26.0,8.0,72.5,61.9,10.68,8.69,9.34,10.02,19.36,-0.2888374485596707,Saint Peter's,MAAC,2.73,95.2,92.5,64.1,0.88,103.2,102.3,-6.0,7.6,20.0,14.0,60.9,60.1,0.79,-1.08,-8.05,7.77,-0.28,-0.2546296296296296
211,2011,1,NE,23,7,Texas A&M,50,10,Florida St.,57,7,Texas A&M,50,10,Florida St.,57,Texas A&M,B12,14.62,110.0,95.4,60.9,5.43,105.9,100.5,1.1,8.7,24.0,9.0,68.3,60.9,7.42,5.94,2.24,10.38,12.62,0.1304012345679012,Florida St.,ACC,16.76,104.5,87.7,66.7,7.01,107.1,100.1,2.3,8.3,23.0,11.0,69.1,62.0,7.03,6.45,3.52,9.97,13.48,0.0873015873015873
212,2011,1,NE,24,2,Notre Dame,69,15,Akron,56,2,Notre Dame,69,15,Akron,56,Notre Dame,BE,23.25,120.9,97.7,63.1,9.92,108.2,98.3,9.8,4.2,27.0,7.0,75.2,65.5,9.74,8.43,11.1,7.07,18.17,-0.1689814814814815,Akron,MAC,4.09,103.7,99.6,65.9,-1.7,102.5,104.2,1.2,1.9,23.0,13.0,70.1,65.7,4.42,-1.02,0.77,1.37,2.15,-0.2343749999999999
213,2011,1,SE,25,1,Pittsburgh,74,16,UNC Asheville,51,1,Pittsburgh,74,16,UNC Asheville,51,Pittsburgh,BE,27.08,120.6,93.5,61.8,8.17,107.6,99.4,8.8,9.4,28.0,6.0,73.9,61.0,12.97,7.85,9.54,11.28,20.82,-0.5098684210526315,UNC Asheville,BSth,1.91,101.9,100.0,67.4,-3.97,101.1,105.1,2.6,-1.7,20.0,14.0,73.7,68.6,5.09,-2.89,1.73,-2.42,-0.69,0.4739583333333333
214,2011,1,SE,26,8,Butler,60,9,Old Dominion,58,8,Butler,60,9,Old Dominion,58,Butler,Horz,16.46,112.3,95.9,63.5,6.11,106.4,100.3,5.0,5.2,28.0,10.0,71.2,64.1,7.11,5.02,5.06,6.48,11.53,0.7087962962962963,Old Dominion,CAA,14.66,110.0,95.4,60.4,2.38,105.2,102.8,-0.5,10.0,27.0,7.0,65.6,58.4,7.26,1.76,-1.53,10.56,9.03,-0.1062499999999999
215,2011,1,SE,27,5,Kansas St.,73,12,Utah St.,68,5,Kansas St.,73,12,Utah St.,68,Kansas St.,B12,17.42,111.1,93.6,66.4,9.23,108.5,99.3,5.8,5.1,23.0,11.0,72.9,66.1,6.71,8.41,7.55,7.04,14.59,-0.0777777777777777,Utah St.,WAC,19.32,111.2,91.8,62.4,-0.29,103.8,104.1,2.9,8.5,30.0,4.0,72.0,58.7,13.35,0.5,1.88,11.35,13.23,-0.3900462962962963
