,Year,Round,Region,Game,AFSeed,AFTeam,AFScore,AUSeed,AUTeam,AUScore,PFSeed,PFTeam,PFScore,PUSeed,PUTeam,PUScore,Team_x,Conf_x,AdjEM_x,AdjO_x,AdjD_x,AdjT_x,SOSEM_x,SOSO_x,SOSD_x,BPIO_x,BPID_x,W_x,L_x,Pts_x,Opp_x,MOV_x,SOS_x,OSRS_x,DSRS_x,SRS_x,PASE_x,Team_y,Conf_y,AdjEM_y,AdjO_y,AdjD_y,AdjT_y,SOSEM_y,SOSO_y,SOSD_y,BPIO_y,BPID_y,W_y,L_y,Pts_y,Opp_y,MOV_y,SOS_y,OSRS_y,DSRS_y,SRS_y,PASE_y,AWSeed,AWTeam,PWSeed,PWTeam,ESPN
352,2013,2,SW,38,12,Mississippi,74,13,La Salle,76,12,Mississippi,74.0,13,La Salle,76.0,Mississippi,SEC,16.95,112.3,95.3,69.2,3.19,103.4,100.2,10.3,1.2,27.0,9.0,77.2,66.9,10.28,4.17,12.96,1.48,14.44,-0.2638888888888889,La Salle,A10,13.89,111.8,98.0,64.6,5.67,105.8,100.1,6.2,2.3,24.0,10.0,72.1,66.4,5.68,4.47,6.78,3.37,10.15,0.2013888888888888,,,,,
353,2013,2,SW,39,6,Arizona,74,14,Harvard,51,6,Arizona,74.0,14,Harvard,51.0,Arizona,P12,21.88,115.4,93.5,65.5,7.99,106.4,98.5,9.2,5.3,27.0,8.0,73.4,63.6,9.83,7.48,10.25,7.07,17.31,-0.1536458333333333,Harvard,Ivy,7.07,108.1,101.1,63.3,0.6,102.8,102.2,1.6,0.8,20.0,10.0,68.3,64.1,4.17,0.17,2.61,1.35,3.96,0.1371527777777778,,,,,
354,2013,2,SW,40,2,Ohio St.,78,10,Iowa St.,75,2,Ohio St.,78.0,10,Iowa St.,75.0,Ohio St.,B10,25.42,115.1,89.7,63.6,10.18,107.3,97.1,7.5,8.5,29.0,8.0,70.2,59.4,10.86,9.33,9.21,10.99,20.19,-0.1987433862433862,Iowa St.,B12,17.63,117.5,99.8,68.3,6.74,105.5,98.7,12.6,-1.3,23.0,12.0,79.4,71.0,8.37,6.13,15.4,-0.89,14.5,-0.1436403508771929,,,,,
355,2013,2,NE,41,1,Kansas,70,8,North Carolina,58,1,Kansas,70.0,8,North Carolina,58.0,Kansas,B12,25.23,112.7,87.5,66.4,7.05,106.8,99.8,9.8,6.9,31.0,6.0,75.2,61.9,13.24,7.55,11.67,9.12,20.79,-0.0087301587301587,North Carolina,ACC,17.14,112.2,95.1,69.6,8.57,106.6,98.0,10.0,1.1,25.0,11.0,76.7,69.2,7.5,8.06,12.85,1.72,14.57,0.2683080808080808,,,,,
356,2013,2,NE,42,4,Michigan,78,5,VCU,53,4,Michigan,78.0,5,VCU,53.0,Michigan,B10,27.86,121.9,94.0,64.0,11.13,108.2,97.0,11.0,5.0,31.0,8.0,75.2,63.3,11.92,10.05,13.47,7.82,21.29,0.4873737373737374,VCU,A10,20.28,114.0,93.7,66.4,5.09,105.8,100.7,9.6,4.8,27.0,9.0,76.9,64.5,12.42,4.55,11.51,5.46,16.97,-0.089781746031746,,,,,
357,2013,2,NE,43,3,Florida,78,11,Minnesota,64,3,Florida,78.0,11,Minnesota,64.0,Florida,SEC,31.18,117.2,86.0,61.9,7.0,105.6,98.6,7.5,13.7,29.0,8.0,71.4,54.4,17.03,6.85,7.92,15.96,23.88,0.519927536231884,Minnesota,B10,19.85,114.8,95.0,62.3,11.22,108.5,97.3,6.3,7.2,21.0,13.0,68.7,62.2,6.53,10.31,7.55,9.29,16.84,-0.0075231481481481,,,,,
358,2013,2,NE,44,7,San Diego St.,71,15,Florida Gulf Coast,81,7,San Diego St.,71.0,15,Florida Gulf Coast,81.0,San Diego St.,MWC,17.43,107.7,90.3,65.5,7.65,106.6,98.9,4.8,6.0,23.0,11.0,69.3,61.1,8.21,6.14,4.91,8.04,12.95,-0.3379629629629628,Florida Gulf Coast,ASun,6.27,104.9,98.6,67.9,-2.79,101.3,104.1,4.1,-0.7,26.0,11.0,72.9,66.7,6.14,-1.82,4.25,-1.24,3.01,0.914351851851852,,,,,
359,2013,2,SE,45,1,Indiana,58,9,Temple,52,1,Indiana,58.0,9,Temple,52.0,Indiana,B10,29.31,120.8,91.5,66.0,8.86,106.7,97.8,13.8,6.4,29.0,7.0,78.6,62.1,16.53,8.39,16.85,8.07,24.92,-0.1283333333333333,Temple,A10,12.67,111.3,98.6,65.6,5.48,105.7,100.2,6.2,1.8,24.0,10.0,72.2,67.9,4.32,5.21,6.78,2.76,9.54,0.0042270531400965,,,,,
360,2013,2,SE,46,4,Syracuse,66,12,California,60,4,Syracuse,66.0,12,California,60.0,Syracuse,BE,24.83,113.1,88.3,63.1,9.46,106.8,97.4,7.0,8.0,30.0,10.0,70.4,58.7,11.73,8.57,8.12,12.18,20.3,0.3462643678160919,California,P12,13.11,107.3,94.2,64.9,8.35,106.0,97.6,5.5,4.9,21.0,12.0,67.2,64.3,2.88,7.71,4.43,6.17,10.59,-0.1875,,,,,
361,2013,2,SE,47,3,Marquette,74,6,Butler,72,3,Marquette,74.0,6,Butler,72.0,Marquette,BE,18.32,113.2,94.9,63.3,9.28,105.9,96.6,6.1,5.3,26.0,9.0,68.1,62.6,5.46,8.59,7.3,6.75,14.05,-0.1158854166666666,Butler,A10,15.41,110.5,95.1,63.6,7.53,106.8,99.3,4.4,4.6,27.0,9.0,69.3,63.9,5.44,6.09,4.32,6.68,11.01,0.7087962962962963,,,,,
362,2013,2,SE,48,2,Miami FL,63,7,Illinois,59,2,Miami FL,63.0,7,Illinois,59.0,Miami FL,ACC,22.37,113.6,91.3,61.9,8.41,107.7,99.3,4.7,9.3,29.0,7.0,69.7,60.6,9.11,7.87,5.28,11.71,16.98,-0.4513888888888889,Illinois,B10,15.82,110.6,94.8,64.6,10.84,108.1,97.3,4.3,3.9,23.0,13.0,68.5,64.8,3.69,10.04,6.85,6.33,13.18,-0.3269927536231884,,,,,
363,2013,3,NW,49,1,Louisville,77,12,Oregon,69,1,Louisville,77.0,12,Oregon,69.0,Louisville,BE,32.92,117.7,84.8,65.8,10.23,107.4,97.2,10.7,10.3,35.0,5.0,74.5,58.8,15.68,9.14,12.78,12.04,24.82,0.3330662393162393,Oregon,P12,16.78,106.6,89.8,67.9,5.92,105.1,99.2,6.4,2.4,28.0,9.0,71.6,63.6,8.05,5.73,8.26,5.52,13.78,0.3675213675213676,,,,,
364,2013,3,NW,50,2,Duke,71,3,Michigan St.,61,2,Duke,71.0,3,Michigan St.,61.0,Duke,ACC,26.98,119.1,92.1,66.7,9.95,108.4,98.5,12.2,5.4,30.0,6.0,77.2,65.3,11.89,9.57,14.2,7.26,21.46,0.1589052287581699,Michigan St.,B10,24.17,112.6,88.5,63.1,11.91,108.8,96.9,3.9,10.0,27.0,9.0,68.0,59.1,8.86,10.55,5.78,12.86,18.63,0.3840996168582376,,,,,
365,2013,3,SW,51,9,Wichita St.,72,13,La Salle,58,9,Wichita St.,72.0,13,La Salle,58.0,Wichita St.,MVC,20.31,111.8,91.5,63.8,6.71,106.9,100.2,4.4,7.5,30.0,9.0,69.7,61.2,8.59,6.09,5.46,9.22,14.68,0.0511363636363636,La Salle,A10,13.89,111.8,98.0,64.6,5.67,105.8,100.1,6.2,2.3,24.0,10.0,72.1,66.4,5.68,4.47,6.78,3.37,10.15,0.2013888888888888,,,,,
366,2013,3,SW,52,2,Ohio St.,73,6,Arizona,70,2,Ohio St.,73.0,6,Arizona,70.0,Ohio St.,B10,25.42,115.1,89.7,63.6,10.18,107.3,97.1,7.5,8.5,29.0,8.0,70.2,59.4,10.86,9.33,9.21,10.99,20.19,-0.1987433862433862,Arizona,P12,21.88,115.4,93.5,65.5,7.99,106.4,98.5,9.2,5.3,27.0,8.0,73.4,63.6,9.83,7.48,10.25,7.07,17.31,-0.1536458333333333,,,,,
367,2013,3,NE,53,1,Kansas,85,4,Michigan,87,1,Kansas,85.0,4,Michigan,87.0,Kansas,B12,25.23,112.7,87.5,66.4,7.05,106.8,99.8,9.8,6.9,31.0,6.0,75.2,61.9,13.24,7.55,11.67,9.12,20.79,-0.0087301587301587,Michigan,B10,27.86,121.9,94.0,64.0,11.13,108.2,97.0,11.0,5.0,31.0,8.0,75.2,63.3,11.92,10.05,13.47,7.82,21.29,0.4873737373737374,,,,,
368,2013,3,NE,54,3,Florida,62,15,Florida Gulf Coast,50,3,Florida,62.0,15,Florida Gulf Coast,50.0,Florida,SEC,31.18,117.2,86.0,61.9,7.0,105.6,98.6,7.5,13.7,29.0,8.0,71.4,54.4,17.03,6.85,7.92,15.96,23.88,0.519927536231884,Florida Gulf Coast,ASun,6.27,104.9,98.6,67.9,-2.79,101.3,104.1,4.1,-0.7,26.0,11.0,72.9,66.7,6.14,-1.82,4.25,-1.24,3.01,0.914351851851852,,,,,
369,2013,3,SE,55,1,Indiana,50,4,Syracuse,61,1,Indiana,50.0,4,Syracuse,61.0,Indiana,B10,29.31,120.8,91.5,66.0,8.86,106.7,97.8,13.8,6.4,29.0,7.0,78.6,62.1,16.53,8.39,16.85,8.07,24.92,-0.1283333333333333,Syracuse,BE,24.83,113.1,88.3,63.1,9.46,106.8,97.4,7.0,8.0,30.0,10.0,70.4,58.7,11.73,8.57,8.12,12.18,20.3,0.3462643678160919,,,,,
370,2013,3,SE,56,2,Miami FL,61,3,Marquette,71,2,Miami FL,61.0,3,Marquette,71.0,Miami FL,ACC,22.37,113.6,91.3,61.9,8.41,107.7,99.3,4.7,9.3,29.0,7.0,69.7,60.6,9.11,7.87,5.28,11.71,16.98,-0.4513888888888889,Marquette,BE,18.32,113.2,94.9,63.3,9.28,105.9,96.6,6.1,5.3,26.0,9.0,68.1,62.6,5.46,8.59,7.3,6.75,14.05,-0.1158854166666666,,,,,
371,2013,4,NW,57,1,Louisville,85,2,Duke,63,1,Louisville,85.0,2,Duke,63.0,Louisville,BE,32.92,117.7,84.8,65.8,10.23,107.4,97.2,10.7,10.3,35.0,5.0,74.5,58.8,15.68,9.14,12.78,12.04,24.82,0.3330662393162393,Duke,ACC,26.98,119.1,92.1,66.7,9.95,108.4,98.5,12.2,5.4,30.0,6.0,77.2,65.3,11.89,9.57,14.2,7.26,21.46,0.1589052287581699,,,,,
372,2013,4,SW,58,2,Ohio St.,66,9,Wichita St.,70,2,Ohio St.,66.0,9,Wichita St.,70.0,Ohio St.,B10,25.42,115.1,89.7,63.6,10.18,107.3,97.1,7.5,8.5,29.0,8.0,70.2,59.4,10.86,9.33,9.21,10.99,20.19,-0.1987433862433862,Wichita St.,MVC,20.31,111.8,91.5,63.8,6.71,106.9,100.2,4.4,7.5,30.0,9.0,69.7,61.2,8.59,6.09,5.46,9.22,14.68,0.0511363636363636,,,,,
373,2013,4,NE,59,3,Florida,59,4,Michigan,79,3,Florida,59.0,4,Michigan,79.0,Florida,SEC,31.18,117.2,86.0,61.9,7.0,105.6,98.6,7.5,13.7,29.0,8.0,71.4,54.4,17.03,6.85,7.92,15.96,23.88,0.519927536231884,Michigan,B10,27.86,121.9,94.0,64.0,11.13,108.2,97.0,11.0,5.0,31.0,8.0,75.2,63.3,11.92,10.05,13.47,7.82,21.29,0.4873737373737374,,,,,
374,2013,4,SE,60,3,Marquette,39,4,Syracuse,55,3,Marquette,39.0,4,Syracuse,55.0,Marquette,BE,18.32,113.2,94.9,63.3,9.28,105.9,96.6,6.1,5.3,26.0,9.0,68.1,62.6,5.46,8.59,7.3,6.75,14.05,-0.1158854166666666,Syracuse,BE,24.83,113.1,88.3,63.1,9.46,106.8,97.4,7.0,8.0,30.0,10.0,70.4,58.7,11.73,8.57,8.12,12.18,20.3,0.3462643678160919,,,,,
375,2013,5,F4,61,1,Louisville,72,9,Wichita St.,68,1,Louisville,72.0,9,Wichita St.,68.0,Louisville,BE,32.92,117.7,84.8,65.8,10.23,107.4,97.2,10.7,10.3,35.0,5.0,74.5,58.8,15.68,9.14,12.78,12.04,24.82,0.3330662393162393,Wichita St.,MVC,20.31,111.8,91.5,63.8,6.71,106.9,100.2,4.4,7.5,30.0,9.0,69.7,61.2,8.59,6.09,5.46,9.22,14.68,0.0511363636363636,,,,,
376,2013,5,F4,62,4,Michigan,61,4,Syracuse,56,4,Michigan,61.0,4,Syracuse,56.0,Michigan,B10,27.86,121.9,94.0,64.0,11.13,108.2,97.0,11.0,5.0,31.0,8.0,75.2,63.3,11.92,10.05,13.47,7.82,21.29,0.4873737373737374,Syracuse,BE,24.83,113.1,88.3,63.1,9.46,106.8,97.4,7.0,8.0,30.0,10.0,70.4,58.7,11.73,8.57,8.12,12.18,20.3,0.3462643678160919,,,,,
377,2013,6,Champ,63,1,Louisville,82,4,Michigan,76,1,Louisville,82.0,4,Michigan,76.0,Louisville,BE,32.92,117.7,84.8,65.8,10.23,107.4,97.2,10.7,10.3,35.0,5.0,74.5,58.8,15.68,9.14,12.78,12.04,24.82,0.3330662393162393,Michigan,B10,27.86,121.9,94.0,64.0,11.13,108.2,97.0,11.0,5.0,31.0,8.0,75.2,63.3,11.92,10.05,13.47,7.82,21.29,0.4873737373737374,,,,,
378,2014,1,NW,1,1,Florida,67,16,Albany,55,1,Florida,67.0,16,Albany,55.0,Florida,SEC,28.57,116.5,88.0,61.3,9.02,109.4,100.4,5.2,14.0,36.0,3.0,69.9,57.8,12.15,8.54,4.39,16.3,20.69,0.519927536231884,Albany,AE,-1.04,102.9,103.9,61.6,-5.12,101.5,106.6,-4.4,3.4,19.0,15.0,65.9,63.9,1.91,-5.22,-6.24,2.93,-3.31,0.0958333333333333,,,,,
379,2014,1,NW,2,8,Colorado,48,9,Pittsburgh,77,8,Colorado,48.0,9,Pittsburgh,77.0,Colorado,P12,11.2,107.7,96.5,64.8,8.74,109.5,100.8,2.5,4.2,23.0,12.0,70.2,68.2,2.0,8.8,4.06,6.74,10.8,-0.2857142857142857,Pittsburgh,ACC,21.89,116.9,95.0,62.2,7.62,108.0,100.4,7.1,8.3,26.0,10.0,71.8,61.9,9.92,7.54,7.31,10.15,17.46,-0.5098684210526315,,,,,
380,2014,1,NW,3,5,VCU,75,12,Stephen F. Austin,77,5,VCU,75.0,12,Stephen F. Austin,77.0,VCU,A10,19.8,109.2,89.4,68.9,5.45,107.4,102.0,6.8,6.2,26.0,9.0,75.0,65.2,9.77,4.78,7.98,6.57,14.55,-0.089781746031746,Stephen F. Austin,Slnd,10.83,112.3,101.5,61.2,-7.12,102.0,109.2,0.6,4.8,32.0,3.0,76.0,63.4,12.63,-6.76,-0.3,5.12,4.82,0.0944444444444444,,,,,
381,2014,1,NW,4,4,UCLA,76,13,Tulsa,59,4,UCLA,76.0,13,Tulsa,59.0,UCLA,P12,22.53,118.7,96.1,68.4,7.63,109.1,101.5,12.0,1.8,28.0,9.0,81.2,70.4,10.78,7.62,14.33,4.07,18.4,0.423076923076923,Tulsa,CUSA,8.93,106.1,97.2,66.8,0.57,104.9,104.3,1.8,2.4,21.0,13.0,72.7,67.6,5.06,1.17,3.09,3.14,6.23,0.234375,,,,,
382,2014,1,NW,5,6,Ohio St.,59,11,Dayton,60,6,Ohio St.,59.0,11,Dayton,60.0,Ohio St.,B10,21.3,109.3,88.0,64.0,7.8,109.2,101.4,2.1,11.8,25.0,10.0,69.5,59.8,9.71,8.12,3.37,14.47,17.84,-0.1987433862433862,Dayton,A10,14.25,113.8,99.6,63.8,6.25,107.7,101.4,4.5,4.1,26.0,11.0,72.2,67.0,5.22,5.34,5.03,5.52,10.55,-0.0597222222222222,,,,,
383,2014,1,NW,6,3,Syracuse,77,14,Western Michigan,53,3,Syracuse,77.0,14,Western Michigan,53.0,Syracuse,ACC,21.62,114.6,93.0,59.6,7.23,109.4,102.2,1.7,12.6,28.0,6.0,68.0,59.2,8.79,7.25,2.13,13.92,16.05,0.3462643678160919,Western Michigan,MAC,3.36,106.3,103.0,65.2,-1.86,103.9,105.7,1.2,1.6,23.0,10.0,71.9,67.7,4.18,-1.45,1.13,0.6,1.73,-0.1481481481481481,,,,,
384,2014,1,NW,7,7,New Mexico,53,10,Stanford,58,7,New Mexico,53.0,10,Stanford,58.0,New Mexico,MWC,17.15,113.5,96.3,64.4,4.83,107.7,102.9,5.8,3.3,27.0,7.0,74.0,66.1,7.88,4.84,6.62,6.1,12.72,-0.5821759259259259,Stanford,P12,16.06,112.4,96.4,65.3,9.42,110.2,100.7,4.5,3.0,23.0,13.0,72.7,68.3,4.42,9.0,6.68,6.74,13.42,-0.3098958333333333,,,,,
385,2014,1,NW,8,2,Kansas,80,15,Eastern Kentucky,69,2,Kansas,80.0,15,Eastern Kentucky,69.0,Kansas,B12,24.6,119.3,94.7,66.6,12.13,112.2,100.0,11.0,4.8,25.0,10.0,79.0,70.1,8.86,11.4,13.34,6.91,20.25,-0.0087301587301587,Eastern Kentucky,OVC,3.96,112.4,108.4,64.2,-4.97,104.1,109.0,4.3,-0.3,24.0,10.0,78.7,70.9,7.82,-4.34,2.73,-2.13,0.6,-0.0578703703703703,,,,,
386,2014,1,SW,9,1,Virginia,70,16,Coastal Carolina,59,1,Virginia,70.0,16,Coastal Carolina,59.0,Virginia,ACC,26.46,114.8,88.3,59.5,8.67,109.4,100.8,0.2,16.1,30.0,7.0,66.2,55.7,10.51,7.86,0.62,17.76,18.38,-0.4166666666666666,Coastal Carolina,BSth,-4.98,98.2,103.2,65.6,-8.1,102.1,110.2,-2.9,1.1,21.0,13.0,72.3,68.4,3.88,-6.31,-5.0,-0.21,-5.21,-0.0260416666666666,,,,,
387,2014,1,SW,10,8,Memphis,71,9,George Washington,66,8,Memphis,71.0,9,George Washington,66.0,Memphis,Amer,15.22,112.4,97.1,67.5,7.25,108.3,101.1,7.3,2.7,24.0,10.0,76.9,70.5,6.38,7.14,8.98,4.04,13.02,0.0543981481481481,George Washington,A10,13.82,110.8,97.0,65.3,5.56,107.3,101.7,3.9,5.2,24.0,9.0,73.2,67.0,6.18,4.42,4.78,5.82,10.6,-0.1612654320987654,,,,,
388,2014,1,SW,11,5,Cincinnati,57,12,Harvard,61,5,Cincinnati,57.0,12,Harvard,61.0,Cincinnati,Amer,19.24,109.7,90.4,61.1,4.72,107.3,102.6,-0.1,12.2,27.0,7.0,68.4,58.4,9.97,5.28,0.7,14.55,15.26,-0.3191425120772946,Harvard,Ivy,17.58,112.9,95.3,64.1,0.13,104.5,104.3,4.6,7.2,27.0,5.0,73.2,61.0,12.22,-0.47,3.99,6.79,10.79,0.1371527777777778,,,,,
389,2014,1,SW,12,4,Michigan St.,93,13,Delaware,78,4,Michigan St.,93.0,13,Delaware,78.0,Michigan St.,B10,23.92,118.6,94.7,64.4,10.44,110.2,99.7,8.5,6.9,29.0,9.0,75.5,65.6,9.97,9.38,10.45,8.9,19.35,0.3840996168582376,Delaware,CAA,5.83,112.0,106.2,70.4,-0.68,105.2,105.9,8.6,-4.5,25.0,10.0,79.5,75.7,3.83,-1.1,9.67,-6.94,2.73,-0.2222222222222221,,,,,
390,2014,1,SW,13,6,North Carolina,79,11,Providence,77,6,North Carolina,79.0,11,Providence,77.0,North Carolina,ACC,18.44,112.6,94.2,69.2,8.83,110.5,101.6,8.2,3.8,24.0,10.0,76.6,69.8,6.82,8.42,10.62,4.63,15.24,0.2683080808080808,Providence,BE,13.81,114.6,100.8,62.9,8.35,109.2,100.8,6.2,2.7,23.0,12.0,73.3,69.8,3.51,7.85,6.93,4.43,11.37,-0.0138888888888888,,,,,
391,2014,1,SW,14,3,Iowa St.,93,14,North Carolina Central,75,3,Iowa St.,93.0,14,North Carolina Central,75.0,Iowa St.,B12,21.07,118.9,97.8,70.2,10.77,111.1,100.4,12.8,0.0,28.0,8.0,83.0,74.4,8.64,9.88,17.3,1.22,18.52,-0.1436403508771929,North Carolina Central,MEAC,7.98,108.6,100.7,62.3,-10.35,98.1,108.5,0.5,6.4,28.0,6.0,73.9,59.5,14.41,-8.03,-0.99,4.96,3.97,-0.1666666666666666,,,,,
392,2014,1,SW,15,7,Connecticut,89,10,Saint Joseph's,81,7,Connecticut,89.0,10,Saint Joseph's,81.0,Connecticut,Amer,22.13,113.6,91.5,63.2,9.43,109.7,100.3,4.3,8.5,32.0,8.0,71.8,63.2,8.6,8.63,5.29,11.93,17.23,0.4884259259259259,Saint Joseph's,A10,12.93,112.3,99.4,64.3,6.18,107.5,101.3,3.8,3.6,24.0,10.0,71.6,67.6,3.97,5.08,4.2,4.85,9.05,-0.1753472222222222,,,,,
393,2014,1,SW,16,2,Villanova,73,15,Milwaukee,53,2,Villanova,73.0,15,Milwaukee,53.0,Villanova,BE,23.68,116.3,92.6,66.0,7.47,110.1,102.6,8.7,7.5,29.0,5.0,78.0,66.5,11.47,7.5,10.41,8.56,18.97,0.1099537037037037,Milwaukee,Horz,0.08,104.7,104.6,65.8,0.03,104.4,104.4,0.8,-0.3,21.0,14.0,70.4,70.5,-0.11,-0.44,-0.11,-1.42,-1.53,0.3125,,,,,
394,2014,1,NE,17,1,Arizona,68,16,Weber St.,59,1,Arizona,68.0,16,Weber St.,59.0,Arizona,P12,30.11,116.5,86.4,62.8,9.3,109.9,100.6,5.9,11.8,33.0,5.0,72.9,58.6,14.32,9.04,7.31,16.05,23.36,-0.1536458333333333,Weber St.,BSky,-0.62,106.4,107.0,62.9,-6.78,103.3,110.0,0.1,2.4,19.0,12.0,72.7,66.5,6.23,-4.23,-1.35,0.43,-0.92,0.1631944444444445,,,,,
395,2014,1,NE,18,8,Gonzaga,85,9,Oklahoma St.,77,8,Gonzaga,85.0,9,Oklahoma St.,77.0,Gonzaga,WCC,20.14,114.0,93.8,65.0,5.05,109.0,103.9,7.1,5.7,29.0,7.0,76.7,65.9,10.81,5.36,6.61,8.96,15.56,0.2361111111111111,Oklahoma St.,B12,20.98,115.9,95.0,67.2,9.06,109.9,100.8,10.3,3.8,21.0,13.0,80.2,69.6,10.68,8.34,13.7,5.31,19.02,-0.0427083333333333,,,,,
396,2014,1,NE,19,5,Oklahoma,75,12,North Dakota St.,80,5,Oklahoma,75.0,12,North Dakota St.,80.0,Oklahoma,B12,17.9,117.9,100.0,69.6,9.13,110.2,101.0,11.4,-1.9,23.0,10.0,81.9,76.0,5.94,8.97,15.64,-0.73,14.91,-0.2762345679012345,North Dakota St.,Sum,11.76,115.5,103.7,62.3,1.38,106.8,105.4,4.9,4.3,26.0,7.0,75.5,65.6,9.94,-0.02,3.55,2.76,6.31,0.3072916666666667,,,,,
397,2014,1,NE,20,4,San Diego St.,73,13,New Mexico St.,69,4,San Diego St.,73.0,13,New Mexico St.,69.0,San Diego St.,MWC,20.38,110.4,90.0,62.3,5.18,108.0,102.8,1.8,11.5,31.0,5.0,70.3,57.0,13.28,4.86,0.91,14.04,14.95,-0.3379629629629628,New Mexico St.,WAC,10.54,112.9,102.4,65.2,-3.64,103.0,106.7,5.1,1.9,26.0,10.0,77.0,67.1,9.89,-2.58,5.27,0.9,6.16,-0.2532407407407407,,,,,
398,2014,1,NE,21,6,Baylor,74,11,Nebraska,60,6,Baylor,74.0,11,Nebraska,60.0,Baylor,B12,19.39,118.9,99.5,61.3,10.31,111.0,100.6,5.8,5.2,26.0,12.0,74.8,67.8,7.0,10.11,6.78,9.02,15.8,0.1124999999999999,Nebraska,B10,12.64,108.8,96.1,64.7,9.3,108.4,99.1,0.5,5.2,19.0,13.0,66.8,65.2,1.63,8.5,2.73,7.4,10.13,-0.8730158730158729,,,,,
399,2014,1,NE,22,3,Creighton,76,14,Lafayette,66,3,Creighton,76.0,14,Lafayette,66.0,Creighton,BE,21.72,124.2,102.5,63.6,7.5,108.5,101.0,11.4,3.3,27.0,8.0,78.7,67.9,10.86,7.17,12.14,5.89,18.03,-0.2555555555555555,Lafayette,Pat,-6.43,109.3,115.7,64.6,-2.16,102.5,104.6,1.1,-6.3,11.0,20.0,71.4,74.7,-3.32,-3.38,0.73,-8.37,-7.64,-0.2003968253968253,,,,,
400,2014,1,NE,23,7,Oregon,87,10,BYU,68,7,Oregon,87.0,10,BYU,68.0,Oregon,P12,19.02,118.9,99.9,67.5,7.39,109.1,101.8,11.7,-0.2,24.0,10.0,81.9,74.1,7.71,8.05,14.69,1.06,15.75,0.3675213675213676,BYU,WCC,13.77,114.5,100.7,70.8,6.59,109.6,103.0,10.8,-3.2,23.0,12.0,83.7,77.3,6.43,5.72,15.1,-3.46,11.63,-0.3757716049382716,,,,,
401,2014,1,NE,24,2,Wisconsin,75,15,American,35,2,Wisconsin,75.0,15,American,35.0,Wisconsin,B10,25.89,122.0,96.1,62.4,11.44,110.2,98.8,7.8,8.0,30.0,8.0,73.5,64.0,9.5,10.19,9.22,10.47,19.69,0.2889492753623188,American,Pat,4.57,103.4,98.9,59.7,-2.59,103.6,106.2,-6.7,8.3,20.0,13.0,63.1,59.1,3.94,-3.25,-7.93,8.62,0.69,-0.111111111111111,,,,,
402,2014,1,SE,25,1,Wichita St.,64,16,Cal Poly,37,1,Wichita St.,64.0,16,Cal Poly,37.0,Wichita St.,MVC,25.36,117.8,92.4,63.5,1.04,105.8,104.8,5.4,9.2,35.0,1.0,75.2,59.5,15.69,1.74,6.06,10.59,16.65,0.0511363636363636,Cal Poly,BW,-0.82,103.6,104.4,58.8,2.38,107.4,105.0,-8.2,6.1,14.0,20.0,63.0,63.6,-0.65,1.69,-9.08,7.74,-1.34,0.9930555555555556,,,,,
403,2014,1,SE,26,8,Kentucky,56,9,Kansas St.,49,8,Kentucky,56.0,9,Kansas St.,49.0,Kentucky,SEC,22.55,118.3,95.8,64.0,10.73,110.5,99.8,8.9,6.0,29.0,11.0,74.8,66.6,8.18,9.9,9.5,8.57,18.07,0.5150462962962964,Kansas St.,B12,14.1,107.8,93.7,63.3,8.17,110.5,102.3,0.4,8.0,20.0,13.0,69.1,65.4,3.67,8.47,1.4,10.74,12.14,-0.0777777777777777,,,,,
404,2014,1,SE,27,5,Saint Louis,83,12,North Carolina St.,80,5,Saint Louis,83.0,12,North Carolina St.,80.0,Saint Louis,A10,15.72,105.7,90.0,65.6,5.04,107.2,102.2,1.0,8.9,27.0,7.0,69.8,61.9,7.91,4.24,2.13,9.5,11.63,-0.1475694444444444,North Carolina St.,ACC,11.6,114.0,102.4,64.7,7.77,108.4,100.7,4.7,1.5,22.0,14.0,71.1,69.6,1.58,7.44,6.58,2.45,9.02,0.2296006944444444,,,,,
405,2014,1,SE,28,4,Louisville,71,13,Manhattan,64,4,Louisville,71.0,13,Manhattan,64.0,Louisville,Amer,30.41,118.9,88.5,67.2,4.31,107.0,102.7,10.7,9.4,31.0,6.0,81.0,61.1,19.89,4.8,13.26,11.43,24.69,0.3330662393162393,Manhattan,MAAC,10.21,107.2,97.0,67.7,-0.2,105.6,105.8,5.0,1.9,25.0,8.0,77.0,70.0,6.94,-0.9,5.2,0.84,6.04,0.0333333333333333,,,,,
406,2014,1,SE,29,6,Massachusetts,67,11,Tennessee,86,6,Massachusetts,67.0,11,Tennessee,86.0,Massachusetts,A10,13.46,110.0,96.5,70.3,7.33,108.0,100.6,7.6,1.5,24.0,9.0,75.8,71.2,4.61,6.0,9.22,1.39,10.61,-0.421875,Tennessee,SEC,23.69,117.9,94.2,61.6,8.12,108.9,100.8,5.1,9.4,24.0,13.0,72.2,61.7,10.51,7.84,5.88,11.46,17.34,-0.1398148148148147,,,,,
407,2014,1,SE,30,3,Duke,71,14,Mercer,78,3,Duke,71.0,14,Mercer,78.0,Duke,ACC,24.25,124.7,100.4,64.6,8.76,109.2,100.5,13.6,5.2,26.0,9.0,78.4,67.4,11.03,8.48,13.87,5.64,19.51,0.1589052287581699,Mercer,ASun,8.34,110.8,102.4,63.6,-4.44,103.6,108.0,4.6,2.2,27.0,9.0,78.8,66.9,11.83,-3.42,4.06,1.28,5.33,0.375,,,,,
