Year,Round,Region,Game,AFSeed,AFTeam,AFScore,AUSeed,AUTeam,AUScore,Team_x,Conf_x,AdjEM_x,AdjO_x,AdjD_x,AdjT_x,BPIO_x,BPID_x,W_x,L_x,Pts_x,Opp_x,MOV_x,SOS_x,OSRS_x,DSRS_x,SRS_x,Team_y,Conf_y,AdjEM_y,AdjO_y,AdjD_y,AdjT_y,BPIO_y,BPID_y,W_y,L_y,Pts_y,Opp_y,MOV_y,SOS_y,OSRS_y,DSRS_y,SRS_y
2012,1,NW,2,8,Iowa St.,77,9,Connecticut,64,Iowa St.,B12,16.69,113.9,97.2,65.8,7.2,2.6,23,11,73.2,67.2,6,7.32,8.91,4.41,13.32,Connecticut,BE,14.53,111.3,96.8,63,4.3,5.2,20,14,68.7,64.5,4.21,8.07,5.05,7.23,12.27
2012,1,NW,3,5,Wichita St.,59,12,VCU,62,Wichita St.,MVC,22.36,116.1,93.8,65.7,8.9,5.3,27,6,77.1,62.4,14.7,3.8,10.64,6.79,17.42,VCU,CAA,13.45,106.9,93.5,65,2.7,5.5,29,7,68,59.8,8.17,0.63,2.74,6.05,8.79
2012,1,NW,4,4,Indiana,79,13,New Mexico St.,66,Indiana,B10,22.55,120.2,97.6,66.7,12.1,3.2,27,9,77.3,66.4,10.83,7.8,14.53,4.1,18.63,New Mexico St.,WAC,11.22,109.3,98.1,69.4,8.3,-1.6,26,10,78.1,68.3,9.81,0.08,9.12,-0.39,8.73
2012,1,NW,5,6,UNLV,64,11,Colorado,68,UNLV,MWC,14.97,109.2,94.2,68.7,8.9,1.2,26,9,76.3,65.9,10.4,4.37,11.33,2.23,13.55,Colorado,P12,8.89,104.8,95.9,65.1,1.3,3.7,24,12,67.5,63,4.44,5.73,2.06,5.85,7.91
2012,1,NW,6,3,Baylor,68,14,South Dakota St.,60,Baylor,B12,21.29,116,94.7,65.6,8.9,3.8,30,8,74.7,65.3,9.37,8.03,10.2,6.34,16.54,South Dakota St.,Sum,11.62,113.7,102.1,64.8,7,-0.3,27,8,76.8,66.5,10.29,-1.87,7,0.34,7.34
2012,1,NW,7,7,Notre Dame,63,10,Xavier,67,Notre Dame,BE,14.22,110.9,96.7,60.2,1.4,6.2,22,12,66.4,61.7,4.71,6.47,2.42,8.76,11.18,Xavier,A10,12.59,108.7,96.1,66.4,5.2,2.8,23,13,70.6,67.3,3.36,6.22,5.95,3.64,9.59
2012,1,NW,8,2,Duke,70,15,Lehigh,75,Duke,ACC,19.7,117.7,98,66.4,12.2,2.6,27,7,77.3,68.6,8.65,8.4,13.75,3.3,17.05,Lehigh,Pat,9.29,108.6,99.3,67.6,6.1,-0.1,27,8,75.7,65.4,10.29,-5.14,5.63,-1.37,4.27
2012,1,SW,9,1,Michigan St.,89,16,LIU,67,Michigan St.,B10,27.87,114.7,86.9,64.3,7.7,9.9,29,8,71.6,59.3,12.32,9.82,8.73,12.58,21.32,LIU,NEC,0.75,108.7,107.9,73.4,10,-9,25,9,81.4,77.7,3.76,-5.1,11.38,-12.71,-1.34
2012,1,SW,10,8,Memphis,54,9,Saint Louis,61,Memphis,CUSA,21.9,114.2,92.3,67.5,9.5,5.1,26,9,74.7,63.1,11.6,5.26,11.14,5.72,16.86,Saint Louis,A10,21.2,111.9,90.7,61.9,1.6,10.4,26,8,68.7,57.6,11.06,4.06,2.48,12.67,15.15
2012,1,SW,11,5,New Mexico,75,12,Long Beach St.,68,New Mexico,MWC,19.45,110.8,91.4,65.5,6.4,7.1,28,7,72.7,59.3,13.4,3.34,6.64,8.96,15.6,Long Beach St.,BW,15.27,111.7,96.4,66.4,5.4,3.4,25,9,73.8,64,9.85,0.87,6.44,3.08,9.52
2012,1,SW,12,4,Louisville,69,13,Davidson,62,Louisville,BE,20.67,106.2,85.5,66.1,3.4,8.9,30,10,68.2,61,7.18,9.02,4.73,11.46,16.19,Davidson,SC,10.65,112,101.4,67.4,8.2,-0.2,25,8,77.9,67.8,10.09,-1.68,8.39,-1.13,7.26
2012,1,SW,13,6,Murray St.,58,11,Colorado St.,41,Murray St.,OVC,15.34,108.5,93.2,65,2.6,4.9,31,2,73.1,60.6,12.45,-2.6,3.25,5.49,8.74,Colorado St.,MWC,8.17,111.9,103.7,63.6,4.5,0.2,20,12,70.1,68,2.06,5.23,5.34,1.25,6.58
2012,1,SW,14,3,Marquette,88,14,BYU,68,Marquette,BE,20.22,111.5,91.3,70,10.5,3.2,27,8,75.4,65.9,9.43,7.5,12.11,4.82,16.92,BYU,WCC,12.79,106.3,93.5,72.6,7.9,1,26,9,77.9,67.4,10.54,1.55,10.45,0.8,11.25
2012,1,SW,15,7,Florida,71,10,Virginia,45,Florida,SEC,22.47,120.4,98,64.2,11.8,3.5,26,11,75.9,65,10.92,7.33,13.34,4.91,18.25,Virginia,ACC,15.85,105.2,89.3,59.3,-3.1,14,22,10,62.5,54.2,8.28,4.23,-3.41,15.92,12.51
2012,1,SW,16,2,Missouri,84,15,Norfolk St.,86,Missouri,B12,25.28,125.1,99.8,65.4,14,1.9,30,5,80.4,66.3,14.09,5.68,16.13,3.64,19.77,Norfolk St.,MEAC,-1.82,100.9,102.7,66.6,-1.1,-1.3,26,10,68.9,67.1,1.83,-5.39,-1.41,-2.27,-3.68
2012,1,NE,17,1,Syracuse,72,16,UNC Asheville,65,Syracuse,BE,26.04,117.7,91.7,64.4,9.9,8.4,34,3,74.1,61,13.11,8.02,11.14,9.99,21.12,UNC Asheville,BSth,5.5,110.4,104.9,68.2,8.6,-3.6,24,10,80.7,71.4,9.38,-2.72,7.96,-4.9,3.06
2012,1,NE,18,8,Kansas St.,70,9,Southern Miss,64,Kansas St.,B12,17.52,109.8,92.3,66.5,5.8,5.2,22,11,71,64.1,6.94,7.53,7.66,6.81,14.47,Southern Miss,CUSA,10.83,111.2,100.4,63.8,4.7,2.5,25,9,71.4,65.1,6.29,3.61,5.67,2.12,7.79
2012,1,NE,19,5,Vanderbilt,79,12,Harvard,70,Vanderbilt,SEC,20.9,115.6,94.7,64.7,8.2,4.4,25,11,72.6,65,7.67,8.04,9.36,6.35,15.71,Harvard,Ivy,14.34,108.8,94.4,60.7,-0.6,8.7,26,5,65.6,55.6,9.97,-1.56,-1.58,9.42,7.84
2012,1,NE,20,4,Wisconsin,73,13,Montana,49,Wisconsin,B10,24.09,113.7,89.6,57.5,0.3,15.9,26,10,64,53.2,10.81,8.24,0.58,18.47,19.04,Montana,BSky,6.76,103.7,96.9,64.2,-0.6,5.3,25,7,70,62,7.94,-3.39,-0.72,5.26,4.55
2012,1,NE,21,6,Cincinnati,65,11,Texas,59,Cincinnati,BE,16.03,109.5,93.5,62.9,3.2,6.8,26,11,68.2,61.5,6.65,6.28,4.55,8.38,12.93,Texas,B12,15.9,112.9,97,64.9,6.3,4,20,14,72.6,66.8,5.88,8.12,8,6,14
2012,1,NE,22,3,Florida St.,66,14,St. Bonaventure,63,Florida St.,ACC,17.14,107.6,90.4,66.6,4.5,7.4,25,10,69.8,62.9,6.91,7.62,6,8.54,14.53,St. Bonaventure,A10,11.78,110.6,98.9,63,3.5,3.9,20,12,70.4,65,5.41,2.84,3.67,4.57,8.25
2012,1,NE,23,7,Gonzaga,77,10,West Virginia,54,Gonzaga,WCC,18.39,113.1,94.7,64.8,6.8,4.4,26,7,73.8,63.2,10.61,3.25,6.89,6.97,13.86,West Virginia,BE,13.56,111.4,97.9,64,7.3,2.6,19,14,71.1,66.5,4.61,7.53,7.72,4.41,12.13
2012,1,NE,24,2,Ohio St.,78,15,Loyola MD,59,Ohio St.,B10,30.07,118.1,88.1,66.9,10.8,9.5,31,8,74.7,59.8,14.87,9.07,12.58,11.37,23.95,Loyola MD,MAAC,3.91,103.9,100,63.6,-0.8,3,24,9,67.3,64.2,3.09,-2.72,-2.18,2.54,0.37
2012,1,SE,25,1,North Carolina,77,16,Vermont,58,North Carolina,ACC,25.44,116.1,90.7,70.9,13.7,3.4,32,6,81.3,67.1,14.26,7.07,17.03,4.3,21.34,Vermont,AE,5.17,105.3,100.1,61.9,-0.4,3.5,24,12,67.1,60.9,6.17,-5.19,-2.16,3.13,0.98
2012,1,SE,26,8,Creighton,58,9,Alabama,57,Creighton,MVC,16.47,119.2,102.7,65.9,11.3,-1.3,29,6,79.2,69.7,9.51,3.41,13.18,-0.26,12.92,Alabama,SEC,16.69,106.1,89.5,61.9,-0.3,11.5,21,12,64.7,58.1,6.58,7.18,0.16,13.6,13.76
2012,1,SE,27,5,Temple,44,12,South Florida,58,Temple,A10,14.49,113.3,98.9,65.9,8.3,1.5,24,8,75,69.5,5.5,4.94,9.09,1.35,10.44,South Florida,BE,13.13,103.9,90.8,58.5,-5.2,11.7,22,14,59.3,56.6,2.69,7.29,-5.08,14.28,9.2
2012,1,SE,28,4,Michigan,60,13,Ohio,65,Michigan,B10,17.52,114.3,96.8,60.1,2.6,8.1,24,10,66.3,61.5,4.85,8.98,3.87,9.32,13.19,Ohio,MAC,11.88,106.6,94.7,66,2.3,4.6,29,8,70.2,62.5,7.73,0.17,2.7,4.46,7.17
2012,1,SE,29,6,San Diego St.,65,11,North Carolina St.,79,San Diego St.,MWC,11.16,107,95.8,65.8,3.1,3.4,26,8,71.1,63.7,7.35,3.79,4.59,4.46,9.04,North Carolina St.,ACC,14.22,112.1,97.9,67,7.3,1.5,24,13,72.9,67.6,5.3,6.8,9.17,2.94,12.1
2012,1,SE,30,3,Georgetown,74,14,Belmont,59,Georgetown,BE,21.05,111.2,90.1,62.1,3.8,9.7,24,9,69,59.4,9.67,7.69,4.49,12.32,16.81,Belmont,ASun,16.96,117.1,100.1,67.2,10.6,0.9,27,8,80.9,67.5,13.37,-1.22,11.7,0.12,11.81
2012,1,SE,31,7,Saint Mary's,69,10,Purdue,72,Saint Mary's,WCC,15.48,114.3,98.8,63.4,6.4,4.5,27,6,74.8,62.7,12.09,0.78,6.01,5.25,11.26,Purdue,B10,16.25,116.2,99.9,64.3,7.5,4.1,22,13,71.8,66,5.83,8.05,8.62,5.26,13.88
2012,1,SE,32,2,Kansas,65,15,Detroit,50,Kansas,B12,26.91,114,87.1,66.3,8.2,7.8,32,7,73.5,61.7,11.79,9.93,11.17,10.55,21.72,Detroit,Horz,5.48,108.1,102.6,67.1,4.7,-1.9,22,14,72.1,67.6,4.58,-0.01,4.63,-2.23,2.4
2012,2,NW,33,1,Kentucky,87,8,Iowa St.,71,Kentucky,SEC,32.59,122.2,89.6,65.4,11.9,8.2,38,2,77.4,60.6,16.8,7.93,13.97,10.75,24.73,Iowa St.,B12,16.69,113.9,97.2,65.8,7.2,2.6,23,11,73.2,67.2,6,7.32,8.91,4.41,13.32
2012,2,NW,34,4,Indiana,63,12,VCU,61,Indiana,B10,22.55,120.2,97.6,66.7,12.1,3.2,27,9,77.3,66.4,10.83,7.8,14.53,4.1,18.63,VCU,CAA,13.45,106.9,93.5,65,2.7,5.5,29,7,68,59.8,8.17,0.63,2.74,6.05,8.79
2012,2,NW,35,3,Baylor,80,11,Colorado,63,Baylor,B12,21.29,116,94.7,65.6,8.9,3.8,30,8,74.7,65.3,9.37,8.03,10.2,6.34,16.54,Colorado,P12,8.89,104.8,95.9,65.1,1.3,3.7,24,12,67.5,63,4.44,5.73,2.06,5.85,7.91
2012,2,NW,36,10,Xavier,70,15,Lehigh,58,Xavier,A10,12.59,108.7,96.1,66.4,5.2,2.8,23,13,70.6,67.3,3.36,6.22,5.95,3.64,9.59,Lehigh,Pat,9.29,108.6,99.3,67.6,6.1,-0.1,27,8,75.7,65.4,10.29,-5.14,5.63,-1.37,4.27
2012,2,SW,37,1,Michigan St.,65,9,Saint Louis,61,Michigan St.,B10,27.87,114.7,86.9,64.3,7.7,9.9,29,8,71.6,59.3,12.32,9.82,8.73,12.58,21.32,Saint Louis,A10,21.2,111.9,90.7,61.9,1.6,10.4,26,8,68.7,57.6,11.06,4.06,2.48,12.67,15.15
2012,2,SW,38,4,Louisville,59,5,New Mexico,56,Louisville,BE,20.67,106.2,85.5,66.1,3.4,8.9,30,10,68.2,61,7.18,9.02,4.73,11.46,16.19,New Mexico,MWC,19.45,110.8,91.4,65.5,6.4,7.1,28,7,72.7,59.3,13.4,3.34,6.64,8.96,15.6
2012,2,SW,39,3,Marquette,62,6,Murray St.,53,Marquette,BE,20.22,111.5,91.3,70,10.5,3.2,27,8,75.4,65.9,9.43,7.5,12.11,4.82,16.92,Murray St.,OVC,15.34,108.5,93.2,65,2.6,4.9,31,2,73.1,60.6,12.45,-2.6,3.25,5.49,8.74
2012,2,SW,40,7,Florida,84,15,Norfolk St.,50,Florida,SEC,22.47,120.4,98,64.2,11.8,3.5,26,11,75.9,65,10.92,7.33,13.34,4.91,18.25,Norfolk St.,MEAC,-1.82,100.9,102.7,66.6,-1.1,-1.3,26,10,68.9,67.1,1.83,-5.39,-1.41,-2.27,-3.68
2012,2,NE,41,1,Syracuse,75,8,Kansas St.,59,Syracuse,BE,26.04,117.7,91.7,64.4,9.9,8.4,34,3,74.1,61,13.11,8.02,11.14,9.99,21.12,Kansas St.,B12,17.52,109.8,92.3,66.5,5.8,5.2,22,11,71,64.1,6.94,7.53,7.66,6.81,14.47
2012,2,NE,42,4,Wisconsin,60,5,Vanderbilt,57,Wisconsin,B10,24.09,113.7,89.6,57.5,0.3,15.9,26,10,64,53.2,10.81,8.24,0.58,18.47,19.04,Vanderbilt,SEC,20.9,115.6,94.7,64.7,8.2,4.4,25,11,72.6,65,7.67,8.04,9.36,6.35,15.71
2012,2,NE,43,3,Florida St.,56,6,Cincinnati,62,Florida St.,ACC,17.14,107.6,90.4,66.6,4.5,7.4,25,10,69.8,62.9,6.91,7.62,6,8.54,14.53,Cincinnati,BE,16.03,109.5,93.5,62.9,3.2,6.8,26,11,68.2,61.5,6.65,6.28,4.55,8.38,12.93
2012,2,NE,44,2,Ohio St.,73,7,Gonzaga,66,Ohio St.,B10,30.07,118.1,88.1,66.9,10.8,9.5,31,8,74.7,59.8,14.87,9.07,12.58,11.37,23.95,Gonzaga,WCC,18.39,113.1,94.7,64.8,6.8,4.4,26,7,73.8,63.2,10.61,3.25,6.89,6.97,13.86
2012,2,SE,45,1,North Carolina,87,8,Creighton,73,North Carolina,ACC,25.44,116.1,90.7,70.9,13.7,3.4,32,6,81.3,67.1,14.26,7.07,17.03,4.3,21.34,Creighton,MVC,16.47,119.2,102.7,65.9,11.3,-1.3,29,6,79.2,69.7,9.51,3.41,13.18,-0.26,12.92
2012,2,SE,46,12,South Florida,56,13,Ohio,62,South Florida,BE,13.13,103.9,90.8,58.5,-5.2,11.7,22,14,59.3,56.6,2.69,7.29,-5.08,14.28,9.2,Ohio,MAC,11.88,106.6,94.7,66,2.3,4.6,29,8,70.2,62.5,7.73,0.17,2.7,4.46,7.17
2012,2,SE,47,3,Georgetown,63,11,North Carolina St.,66,Georgetown,BE,21.05,111.2,90.1,62.1,3.8,9.7,24,9,69,59.4,9.67,7.69,4.49,12.32,16.81,North Carolina St.,ACC,14.22,112.1,97.9,67,7.3,1.5,24,13,72.9,67.6,5.3,6.8,9.17,2.94,12.1
2012,2,SE,48,2,Kansas,63,10,Purdue,60,Kansas,B12,26.91,114,87.1,66.3,8.2,7.8,32,7,73.5,61.7,11.79,9.93,11.17,10.55,21.72,Purdue,B10,16.25,116.2,99.9,64.3,7.5,4.1,22,13,71.8,66,5.83,8.05,8.62,5.26,13.88
2012,3,NW,49,1,Kentucky,102,4,Indiana,90,Kentucky,SEC,32.59,122.2,89.6,65.4,11.9,8.2,38,2,77.4,60.6,16.8,7.93,13.97,10.75,24.73,Indiana,B10,22.55,120.2,97.6,66.7,12.1,3.2,27,9,77.3,66.4,10.83,7.8,14.53,4.1,18.63
2012,3,NW,50,3,Baylor,75,10,Xavier,70,Baylor,B12,21.29,116,94.7,65.6,8.9,3.8,30,8,74.7,65.3,9.37,8.03,10.2,6.34,16.54,Xavier,A10,12.59,108.7,96.1,66.4,5.2,2.8,23,13,70.6,67.3,3.36,6.22,5.95,3.64,9.59
2012,3,SW,51,1,Michigan St.,44,4,Louisville,57,Michigan St.,B10,27.87,114.7,86.9,64.3,7.7,9.9,29,8,71.6,59.3,12.32,9.82,8.73,12.58,21.32,Louisville,BE,20.67,106.2,85.5,66.1,3.4,8.9,30,10,68.2,61,7.18,9.02,4.73,11.46,16.19
2012,3,SW,52,3,Marquette,58,7,Florida,68,Marquette,BE,20.22,111.5,91.3,70,10.5,3.2,27,8,75.4,65.9,9.43,7.5,12.11,4.82,16.92,Florida,SEC,22.47,120.4,98,64.2,11.8,3.5,26,11,75.9,65,10.92,7.33,13.34,4.91,18.25
2012,3,NE,53,1,Syracuse,64,4,Wisconsin,63,Syracuse,BE,26.04,117.7,91.7,64.4,9.9,8.4,34,3,74.1,61,13.11,8.02,11.14,9.99,21.12,Wisconsin,B10,24.09,113.7,89.6,57.5,0.3,15.9,26,10,64,53.2,10.81,8.24,0.58,18.47,19.04
2012,3,NE,54,2,Ohio St.,81,6,Cincinnati,66,Ohio St.,B10,30.07,118.1,88.1,66.9,10.8,9.5,31,8,74.7,59.8,14.87,9.07,12.58,11.37,23.95,Cincinnati,BE,16.03,109.5,93.5,62.9,3.2,6.8,26,11,68.2,61.5,6.65,6.28,4.55,8.38,12.93
2012,3,SE,55,1,North Carolina,73,13,Ohio,65,North Carolina,ACC,25.44,116.1,90.7,70.9,13.7,3.4,32,6,81.3,67.1,14.26,7.07,17.03,4.3,21.34,Ohio,MAC,11.88,106.6,94.7,66,2.3,4.6,29,8,70.2,62.5,7.73,0.17,2.7,4.46,7.17
2012,3,SE,56,2,Kansas,60,11,North Carolina St.,57,Kansas,B12,26.91,114,87.1,66.3,8.2,7.8,32,7,73.5,61.7,11.79,9.93,11.17,10.55,21.72,North Carolina St.,ACC,14.22,112.1,97.9,67,7.3,1.5,24,13,72.9,67.6,5.3,6.8,9.17,2.94,12.1
2012,4,NW,57,1,Kentucky,82,3,Baylor,70,Kentucky,SEC,32.59,122.2,89.6,65.4,11.9,8.2,38,2,77.4,60.6,16.8,7.93,13.97,10.75,24.73,Baylor,B12,21.29,116,94.7,65.6,8.9,3.8,30,8,74.7,65.3,9.37,8.03,10.2,6.34,16.54
2012,4,SW,58,4,Louisville,72,7,Florida,68,Louisville,BE,20.67,106.2,85.5,66.1,3.4,8.9,30,10,68.2,61,7.18,9.02,4.73,11.46,16.19,Florida,SEC,22.47,120.4,98,64.2,11.8,3.5,26,11,75.9,65,10.92,7.33,13.34,4.91,18.25
2012,4,NE,59,1,Syracuse,70,2,Ohio St.,77,Syracuse,BE,26.04,117.7,91.7,64.4,9.9,8.4,34,3,74.1,61,13.11,8.02,11.14,9.99,21.12,Ohio St.,B10,30.07,118.1,88.1,66.9,10.8,9.5,31,8,74.7,59.8,14.87,9.07,12.58,11.37,23.95
2012,4,SE,60,1,North Carolina,67,2,Kansas,80,North Carolina,ACC,25.44,116.1,90.7,70.9,13.7,3.4,32,6,81.3,67.1,14.26,7.07,17.03,4.3,21.34,Kansas,B12,26.91,114,87.1,66.3,8.2,7.8,32,7,73.5,61.7,11.79,9.93,11.17,10.55,21.72
2012,5,F4,61,1,Kentucky,69,4,Louisville,61,Kentucky,SEC,32.59,122.2,89.6,65.4,11.9,8.2,38,2,77.4,60.6,16.8,7.93,13.97,10.75,24.73,Louisville,BE,20.67,106.2,85.5,66.1,3.4,8.9,30,10,68.2,61,7.18,9.02,4.73,11.46,16.19
2012,5,F4,62,2,Kansas,64,2,Ohio St.,62,Kansas,B12,26.91,114,87.1,66.3,8.2,7.8,32,7,73.5,61.7,11.79,9.93,11.17,10.55,21.72,Ohio St.,B10,30.07,118.1,88.1,66.9,10.8,9.5,31,8,74.7,59.8,14.87,9.07,12.58,11.37,23.95
2012,6,Champ,63,1,Kentucky,67,2,Kansas,59,Kentucky,SEC,32.59,122.2,89.6,65.4,11.9,8.2,38,2,77.4,60.6,16.8,7.93,13.97,10.75,24.73,Kansas,B12,26.91,114,87.1,66.3,8.2,7.8,32,7,73.5,61.7,11.79,9.93,11.17,10.55,21.72
2013,1,NW,1,1,Louisville,79,16,North Carolina A&T,48,Louisville,BE,32.92,117.7,84.8,65.8,10.7,10.3,35,5,74.5,58.8,15.68,9.14,12.78,12.04,24.82,North Carolina A&T,MEAC,-5.3,93.2,98.5,65.5,-5.7,1.9,20,17,62.1,61.9,0.22,-6.29,-7.46,0.53,-6.93
2013,1,NW,2,8,Colorado St.,84,9,Missouri,72,Colorado St.,MWC,19.12,117.9,98.8,63.8,6.7,1.8,26,9,72.9,63.7,9.26,5.84,9.02,4.58,13.6,Missouri,SEC,18.53,114.9,96.4,66.3,10.2,2.2,23,11,76.1,66.7,9.41,6.01,11.65,3.78,15.42
2013,1,NW,3,5,Oklahoma St.,55,12,Oregon,68,Oklahoma St.,B12,18.69,109,90.3,66.1,5.4,5.6,24,9,71.8,63,8.85,6.72,7.6,7.97,15.57,Oregon,P12,16.78,106.6,89.8,67.9,6.4,2.4,28,9,71.6,63.6,8.05,5.73,8.26,5.52,13.78
2013,1,NW,4,4,Saint Louis,64,13,New Mexico St.,44,Saint Louis,A10,20.01,108.6,88.6,63.8,1.9,8.8,28,7,68.2,58.2,10.06,4.29,3.48,10.87,14.35,New Mexico St.,WAC,7.68,104.7,97.1,63.8,0.7,3.1,24,11,67.3,62.1,5.14,0.68,0.95,4.14,5.09
2013,1,NW,5,6,Memphis,54,11,Saint Mary's,52,Memphis,CUSA,16.33,107.3,91,68.3,6.9,3.5,31,5,74.5,64.9,9.56,2.73,7.7,4.58,12.28,Saint Mary's,WCC,19.33,116.1,96.8,62.9,8.6,3.5,28,7,74.6,62.9,11.63,3.26,8.75,5.71,14.46
2013,1,NW,6,3,Michigan St.,65,14,Valparaiso,54,Michigan St.,B10,24.17,112.6,88.5,63.1,3.9,10,27,9,68,59.1,8.86,10.55,5.78,12.86,18.63,Valparaiso,Horz,11.42,110.7,99.3,64.3,3.9,3.1,26,8,71.2,62.3,8.85,-1.12,4.35,2.8,7.15
2013,1,NW,7,7,Creighton,67,10,Cincinnati,63,Creighton,MVC,21.75,118.3,96.5,63.8,8.9,4.5,28,8,74.4,63.2,11.28,5.15,10.26,6.17,16.43,Cincinnati,BE,15.57,105.9,90.4,63,2.9,8.5,22,12,66.5,59,7.53,6.94,3.83,10.64,14.47
2013,1,NW,8,2,Duke,73,15,Albany,61,Duke,ACC,26.98,119.1,92.1,66.7,12.2,5.4,30,6,77.2,65.3,11.89,9.57,14.2,7.26,21.46,Albany,AE,1.36,102.6,101.3,61.7,-1.7,3.1,24,11,64.3,60.7,3.66,-4.51,-3.3,2.45,-0.86
2013,1,SW,9,1,Gonzaga,64,16,Southern,58,Gonzaga,WCC,27.81,120.5,92.7,63.3,10.7,5.6,32,3,77,59.9,17.17,4.14,11.34,9.1,20.44,Southern,SWAC,0.5,99.3,98.8,63.4,-2.9,4,23,10,67.4,57.3,10.09,-10.32,-4.83,2.21,-2.62
2013,1,SW,10,8,Pittsburgh,55,9,Wichita St.,73,Pittsburgh,BE,24.08,115.6,91.5,59.3,4.5,12.2,24,9,69.2,56,13.18,5.66,4.68,14.16,18.84,Wichita St.,MVC,20.31,111.8,91.5,63.8,4.4,7.5,30,9,69.7,61.2,8.59,6.09,5.46,9.22,14.68
2013,1,SW,11,5,Wisconsin,46,12,Mississippi,57,Wisconsin,B10,22.57,108.3,85.7,60.4,2.4,13.2,23,12,65,55.9,9.03,9.73,3.16,15.6,18.76,Mississippi,SEC,16.95,112.3,95.3,69.2,10.3,1.2,27,9,77.2,66.9,10.28,4.17,12.96,1.48,14.44
2013,1,SW,12,4,Kansas St.,61,13,La Salle,63,Kansas St.,B12,18.16,113.5,95.3,61.4,3.8,7.4,27,8,69,60.4,8.54,6.54,4.18,9.36,13.54,La Salle,A10,13.89,111.8,98,64.6,6.2,2.3,24,10,72.1,66.4,5.68,4.47,6.78,3.37,10.15
2013,1,SW,13,6,Arizona,81,11,Belmont,64,Arizona,P12,21.88,115.4,93.5,65.5,9.2,5.3,27,8,73.4,63.6,9.83,7.48,10.25,7.07,17.31,Belmont,OVC,14.92,111.6,96.6,65.9,7.1,3.5,26,7,76.8,64.5,12.24,-0.92,7.37,3.04,10.41
2013,1,SW,14,3,New Mexico,62,14,Harvard,68,New Mexico,MWC,19.02,109.9,90.9,63.7,3.9,6,29,6,67.3,60.6,6.66,6.59,4.58,8.66,13.24,Harvard,Ivy,7.07,108.1,101.1,63.3,1.6,0.8,20,10,68.3,64.1,4.17,0.17,2.61,1.35,3.96
2013,1,SW,15,7,Notre Dame,58,10,Iowa St.,76,Notre Dame,BE,16.65,114.6,97.9,60.3,6.1,4.6,25,10,70,63.5,6.51,7.24,6.69,7.06,13.76,Iowa St.,B12,17.63,117.5,99.8,68.3,12.6,-1.3,23,12,79.4,71,8.37,6.13,15.4,-0.89,14.5
2013,1,SW,16,2,Ohio St.,95,15,Iona,70,Ohio St.,B10,25.42,115.1,89.7,63.6,7.5,8.5,29,8,70.2,59.4,10.86,9.33,9.21,10.99,20.19,Iona,MAAC,7.45,114.4,106.9,69.7,12.6,-7.9,20,14,80.4,76.3,4.06,0,14.63,-10.58,4.06
2013,1,NE,17,1,Kansas,64,16,Western Kentucky,57,Kansas,B12,25.23,112.7,87.5,66.4,9.8,6.9,31,6,75.2,61.9,13.24,7.55,11.67,9.12,20.79,Western Kentucky,SB,-0.41,101.8,102.2,64.6,-1.5,1.1,20,16,66.9,65.7,1.25,-1.12,-1.51,0.88,-0.63
2013,1,NE,18,8,North Carolina,78,9,Villanova,71,North Carolina,ACC,17.14,112.2,95.1,69.6,10,1.1,25,11,76.7,69.2,7.5,8.06,12.85,1.72,14.57,Villanova,BE,13.57,106.3,92.7,66.4,4.1,3.7,20,14,67.9,65.1,2.74,8.54,5.98,4.77,10.75
2013,1,NE,19,5,VCU,88,12,Akron,42,VCU,A10,20.28,114,93.7,66.4,9.6,4.8,27,9,76.9,64.5,12.42,4.55,11.51,5.46,16.97,Akron,MAC,11.52,106.8,95.2,65.2,4.5,3.6,26,7,71.8,62.8,9.03,0.18,4.29,3.83,8.12
2013,1,NE,20,4,Michigan,71,13,South Dakota St.,56,Michigan,B10,27.86,121.9,94,64,11,5,31,8,75.2,63.3,11.92,10.05,13.47,7.82,21.29,South Dakota St.,Sum,6.79,112,105.2,62.6,4.8,-0.2,25,10,73.4,65.7,7.66,-3.27,3.2,-0.85,2.35
2013,1,NE,21,6,UCLA,63,11,Minnesota,83,UCLA,P12,14.53,111.1,96.6,68.1,8.8,-1,25,10,74.4,69.3,5.06,7.77,11.84,0.98,12.82,Minnesota,B10,19.85,114.8,95,62.3,6.3,7.2,21,13,68.7,62.2,6.53,10.31,7.55,9.29,16.84
2013,1,NE,22,3,Florida,79,14,Northwestern St.,47,Florida,SEC,31.18,117.2,86,61.9,7.5,13.7,29,8,71.4,54.4,17.03,6.85,7.92,15.96,23.88,Northwestern St.,Slnd,2.82,106.6,103.8,71.9,7.6,-5.2,23,9,80,71.4,8.56,-3.79,8.54,-8.15,0.39
2013,1,NE,23,7,San Diego St.,70,10,Oklahoma,55,San Diego St.,MWC,17.43,107.7,90.3,65.5,4.8,6,23,11,69.3,61.1,8.21,6.14,4.91,8.04,12.95,Oklahoma,B12,13.8,111.1,97.3,65.2,6.4,3.3,20,12,70.6,66.3,4.31,7.08,7.27,4.12,11.4
2013,1,NE,24,2,Georgetown,68,15,Florida Gulf Coast,78,Georgetown,BE,21.24,107.6,86.4,61.2,2.4,11.7,25,7,64.7,56.4,8.25,7.61,1.43,14.43,15.86,Florida Gulf Coast,ASun,6.27,104.9,98.6,67.9,4.1,-0.7,26,11,72.9,66.7,6.14,-1.82,4.25,-1.24,3.01
