Year,Round,Region,Game,AFSeed,AFTeam,AFScore,AUSeed,AUTeam,AUScore,Team_x,Conf_x,AdjEM_x,AdjO_x,AdjD_x,AdjT_x,BPIO_x,BPID_x,W_x,L_x,Pts_x,Opp_x,MOV_x,SOS_x,OSRS_x,DSRS_x,SRS_x,Team_y,Conf_y,AdjEM_y,AdjO_y,AdjD_y,AdjT_y,BPIO_y,BPID_y,W_y,L_y,Pts_y,Opp_y,MOV_y,SOS_y,OSRS_y,DSRS_y,SRS_y
2009,1,NE,18,8,Oklahoma St.,77,9,Tennessee,75,Oklahoma St.,B12,18.33,116.4,98.1,69.3,12.3,-1.2,23,12,80.9,74.5,6.34,7.44,14.62,-0.84,13.78,Tennessee,SEC,16.48,115.1,98.7,67.7,11.1,1.5,21,13,78.4,72.5,5.88,7.71,11.93,1.67,13.6
2009,1,NE,19,5,Florida St.,59,12,Wisconsin,61,Florida St.,ACC,15.76,105.9,90.1,65.9,2.5,7.4,25,10,68.3,64.9,3.46,7.91,2.53,8.84,11.37,Wisconsin,B10,17.62,113.3,95.7,59.1,0.6,9.9,20,13,63.8,59,4.79,8.43,0.85,11.58,12.43
2009,1,NE,20,4,Xavier,77,13,Portland St.,59,Xavier,A10,20.24,111,90.8,65.8,6.1,7.3,27,8,71.7,61.9,9.8,4.65,6.01,8.44,14.45,Portland St.,BSky,4.04,109.2,105.1,64.8,4.9,-1.9,23,10,73.2,68.5,4.7,-3.16,3.32,-2.18,1.14
2009,1,NE,21,6,UCLA,65,11,VCU,64,UCLA,P10,23.93,119.5,95.6,65.3,10.4,3.3,26,9,75.5,64,11.46,7.19,11.55,7.1,18.64,VCU,CAA,13.62,110.1,96.4,65.8,5,3.8,24,10,71.8,63.4,8.35,-0.65,4.23,3.48,7.7
2009,1,NE,22,3,Villanova,80,14,American,67,Villanova,BE,23.89,114.4,90.5,68.3,10.5,5.3,30,8,76.8,67.4,9.45,8.72,10.87,6.59,17.45,American,Pat,4.7,105.3,100.6,60.7,-2.3,5.8,24,8,64.5,59.1,5.44,-5.49,-4.88,4.83,-0.05
2009,1,NE,23,7,Texas,76,10,Minnesota,62,Texas,B12,19.65,112.2,92.5,65.4,5.8,5.7,23,12,72.3,65.6,6.74,8.09,6.31,8.52,14.83,Minnesota,B10,15.43,108.1,92.6,64.5,1.1,6.1,22,11,66.3,61.6,4.76,7.19,3.39,7.93,11.32
2009,1,NE,24,2,Duke,86,15,Binghamton,62,Duke,ACC,24.31,117.5,93.2,66.3,11.3,7,30,7,77.5,65.9,11.57,9.07,11.97,8.12,20.1,Binghamton,AE,-0.98,102.3,103.3,67.2,0.9,-1.6,23,9,70,67.4,2.59,-5.62,-0.42,-2.85,-3.27
2009,1,SE,25,1,North Carolina,101,16,Radford,58,North Carolina,ACC,31.14,123.2,92.1,72.9,20.3,1.2,34,4,89.8,72,17.84,8.35,23.85,1.6,25.46,Radford,BSth,-0.86,101.2,102.1,69.2,2,-2.5,21,12,75.5,71.9,3.61,-4.37,1.05,-5.6,-4.55
2009,1,SE,26,8,LSU,75,9,Butler,71,LSU,SEC,14.86,111.5,96.6,66.1,6.2,3.9,27,8,74.8,66.2,8.6,3.27,6.87,5,11.87,Butler,Horz,15.78,110.3,94.5,62.8,2.3,8.6,26,6,67.8,57.9,9.81,2.07,1.93,8.13,10.07
2009,1,SE,27,5,Illinois,72,12,Western Kentucky,76,Illinois,B10,18.72,106.8,88.1,62.8,0.7,11.3,24,10,64.8,57.2,7.65,6.73,1.32,13.06,14.38,Western Kentucky,SB,8.1,111.1,103,65.6,3.9,-0.4,25,9,72.2,67,5.18,-1.23,4.09,-0.41,3.68
2009,1,SE,28,4,Gonzaga,77,13,Akron,64,Gonzaga,WCC,24.51,117.5,93,67.1,12.8,2.6,28,6,78.9,63,15.94,3.55,12.22,5.74,17.95,Akron,MAC,6.9,102.9,96,64.8,0.4,5.4,23,13,66.8,60.3,6.44,-2.01,-1.16,4.52,3.37
2009,1,SE,29,6,Arizona St.,66,11,Temple,57,Arizona St.,P10,23.03,118.2,95.2,59.1,4.1,8.9,25,10,69.4,60.5,8.89,7.82,4.72,11.98,16.7,Temple,A10,14.38,109.9,95.5,63.5,2.7,7,22,12,68.6,63.5,5.15,3.9,1.28,7.77,9.05
2009,1,SE,30,3,Syracuse,59,14,Stephen F. Austin,44,Syracuse,BE,22.21,117,94.8,69.7,13.4,0.4,28,10,80.2,71.7,8.45,9.48,16.69,0.54,17.24,Stephen F. Austin,Slnd,6.52,97,90.4,62.4,-5.4,10.8,24,8,65.6,56.1,9.5,-3.21,-8.35,9.45,1.1
2009,1,SE,31,7,Clemson,59,10,Michigan,62,Clemson,ACC,19.62,116.4,96.7,67.9,10.7,3.1,23,9,78.3,68,10.31,6.59,12.43,3.13,15.56,Michigan,B10,14.75,112.2,97.5,62.5,3.3,5,21,14,66.9,63.2,3.66,9.74,4.72,7.18,11.9
2009,1,SE,32,2,Oklahoma,82,15,Morgan St.,54,Oklahoma,B12,24.59,118.3,93.7,66.6,10.8,3.7,30,6,78.7,67.5,11.19,6.88,12.69,5.38,18.07,Morgan St.,MEAC,0.99,100.1,99.1,65.5,-2.4,2.4,23,12,66.7,62.3,4.31,-6.53,-4.34,2.05,-2.29
2009,2,NW,33,1,Louisville,79,9,Siena,72,Louisville,BE,26.06,111.2,85.2,66.9,7.8,9.6,31,6,74.3,61.8,12.46,8.41,8.93,11.93,20.87,Siena,MAAC,11.93,110.3,98.4,70.7,8.9,-1.3,27,8,77.4,70.3,7.06,0.99,10.28,-2.22,8.05
2009,2,NW,34,12,Arizona,71,13,Cleveland St.,57,Arizona,P10,15.96,117.7,101.8,64.9,7,-0.2,21,14,72.3,69.2,3.09,8.8,9.13,2.75,11.88,Cleveland St.,Horz,11.96,105.3,93.3,63.7,-0.8,7.5,26,11,66.4,59.5,6.81,2.12,-1.24,8.21,6.97
2009,2,NW,35,3,Kansas,60,11,Dayton,43,Kansas,B12,23.83,114.5,90.7,67.2,8.8,6.1,27,8,76.4,65.4,10.97,7.9,10.34,7.68,18.02,Dayton,A10,10.23,103.3,93,64.5,-0.4,7.3,27,8,66.8,61.4,5.4,1.76,-0.85,8,7.16
2009,2,NW,36,2,Michigan St.,74,10,USC,69,Michigan St.,B10,24.37,114.3,89.9,66.5,7.8,6.1,31,7,72,63.7,8.34,9.37,9.33,8.39,17.71,USC,P10,18.26,110,91.8,63.7,2.3,7.5,22,13,68.5,63.5,4.94,9.15,3.36,10.74,14.09
2009,2,SW,37,1,Connecticut,92,9,Texas A&M,66,Connecticut,BE,29.25,116,86.8,67.1,12.3,6.4,31,5,78.3,64.3,14.06,8.57,13.22,8.96,22.17,Texas A&M,B12,15.01,113.1,98.1,63.9,3.9,3.8,24,10,71.8,67.1,4.68,6.13,4.94,5.58,10.52
2009,2,SW,38,4,Washington,74,5,Purdue,76,Washington,P10,22.09,113.1,91,72.2,11.8,-0.1,26,9,78.6,69.5,9.11,8.19,14.93,1.85,16.78,Purdue,B10,21.84,110.5,88.7,65.9,5.6,8,27,10,69.1,59.8,9.27,7.17,6.57,9.87,16.44
2009,2,SW,39,3,Missouri,83,6,Marquette,79,Missouri,B12,24.81,116.6,91.8,70.9,12.9,2.9,31,7,81.5,67.7,13.82,6.72,15.46,4.1,19.56,Marquette,BE,21.02,117.1,96.1,67.5,10.6,1.3,25,10,78.3,69.5,8.77,7.87,12.58,2.48,15.06
2009,2,SW,40,2,Memphis,89,10,Maryland,70,Memphis,CUSA,28.67,112.8,84.2,65.9,8.1,10.3,33,4,75.1,58.8,16.3,4.63,8.53,12.4,20.92,Maryland,ACC,13.55,110,96.4,66.3,5.7,3.5,21,14,71.8,69.1,2.66,8.99,6.63,4.48,11.1
2009,2,NE,41,1,Pittsburgh,84,8,Oklahoma St.,76,Pittsburgh,BE,28.96,121.2,92.3,65.2,11,7,31,5,77.4,64.4,12.97,8.61,12.17,9.04,21.21,Oklahoma St.,B12,18.33,116.4,98.1,69.3,12.3,-1.2,23,12,80.9,74.5,6.34,7.44,14.62,-0.84,13.78
2009,2,NE,42,4,Xavier,60,12,Wisconsin,49,Xavier,A10,20.24,111,90.8,65.8,6.1,7.3,27,8,71.7,61.9,9.8,4.65,6.01,8.44,14.45,Wisconsin,B10,17.62,113.3,95.7,59.1,0.6,9.9,20,13,63.8,59,4.79,8.43,0.85,11.58,12.43
2009,2,NE,43,3,Villanova,89,6,UCLA,69,Villanova,BE,23.89,114.4,90.5,68.3,10.5,5.3,30,8,76.8,67.4,9.45,8.72,10.87,6.59,17.45,UCLA,P10,23.93,119.5,95.6,65.3,10.4,3.3,26,9,75.5,64,11.46,7.19,11.55,7.1,18.64
2009,2,NE,44,2,Duke,74,7,Texas,69,Duke,ACC,24.31,117.5,93.2,66.3,11.3,7,30,7,77.5,65.9,11.57,9.07,11.97,8.12,20.1,Texas,B12,19.65,112.2,92.5,65.4,5.8,5.7,23,12,72.3,65.6,6.74,8.09,6.31,8.52,14.83
2009,2,SE,45,1,North Carolina,84,8,LSU,70,North Carolina,ACC,31.14,123.2,92.1,72.9,20.3,1.2,34,4,89.8,72,17.84,8.35,23.85,1.6,25.46,LSU,SEC,14.86,111.5,96.6,66.1,6.2,3.9,27,8,74.8,66.2,8.6,3.27,6.87,5,11.87
2009,2,SE,46,4,Gonzaga,83,12,Western Kentucky,81,Gonzaga,WCC,24.51,117.5,93,67.1,12.8,2.6,28,6,78.9,63,15.94,3.55,12.22,5.74,17.95,Western Kentucky,SB,8.1,111.1,103,65.6,3.9,-0.4,25,9,72.2,67,5.18,-1.23,4.09,-0.41,3.68
2009,2,SE,47,3,Syracuse,78,6,Arizona St.,67,Syracuse,BE,22.21,117,94.8,69.7,13.4,0.4,28,10,80.2,71.7,8.45,9.48,16.69,0.54,17.24,Arizona St.,P10,23.03,118.2,95.2,59.1,4.1,8.9,25,10,69.4,60.5,8.89,7.82,4.72,11.98,16.7
2009,2,SE,48,2,Oklahoma,73,10,Michigan,63,Oklahoma,B12,24.59,118.3,93.7,66.6,10.8,3.7,30,6,78.7,67.5,11.19,6.88,12.69,5.38,18.07,Michigan,B10,14.75,112.2,97.5,62.5,3.3,5,21,14,66.9,63.2,3.66,9.74,4.72,7.18,11.9
2009,3,NW,49,1,Louisville,103,12,Arizona,64,Louisville,BE,26.06,111.2,85.2,66.9,7.8,9.6,31,6,74.3,61.8,12.46,8.41,8.93,11.93,20.87,Arizona,P10,15.96,117.7,101.8,64.9,7,-0.2,21,14,72.3,69.2,3.09,8.8,9.13,2.75,11.88
2009,3,NW,50,2,Michigan St.,67,3,Kansas,62,Michigan St.,B10,24.37,114.3,89.9,66.5,7.8,6.1,31,7,72,63.7,8.34,9.37,9.33,8.39,17.71,Kansas,B12,23.83,114.5,90.7,67.2,8.8,6.1,27,8,76.4,65.4,10.97,7.9,10.34,7.68,18.02
2009,3,SW,51,1,Connecticut,72,5,Purdue,60,Connecticut,BE,29.25,116,86.8,67.1,12.3,6.4,31,5,78.3,64.3,14.06,8.57,13.22,8.96,22.17,Purdue,B10,21.84,110.5,88.7,65.9,5.6,8,27,10,69.1,59.8,9.27,7.17,6.57,9.87,16.44
2009,3,SW,52,2,Memphis,91,3,Missouri,102,Memphis,CUSA,28.67,112.8,84.2,65.9,8.1,10.3,33,4,75.1,58.8,16.3,4.63,8.53,12.4,20.92,Missouri,B12,24.81,116.6,91.8,70.9,12.9,2.9,31,7,81.5,67.7,13.82,6.72,15.46,4.1,19.56
2009,3,NE,53,1,Pittsburgh,60,4,Xavier,55,Pittsburgh,BE,28.96,121.2,92.3,65.2,11,7,31,5,77.4,64.4,12.97,8.61,12.17,9.04,21.21,Xavier,A10,20.24,111,90.8,65.8,6.1,7.3,27,8,71.7,61.9,9.8,4.65,6.01,8.44,14.45
2009,3,NE,54,2,Duke,54,3,Villanova,77,Duke,ACC,24.31,117.5,93.2,66.3,11.3,7,30,7,77.5,65.9,11.57,9.07,11.97,8.12,20.1,Villanova,BE,23.89,114.4,90.5,68.3,10.5,5.3,30,8,76.8,67.4,9.45,8.72,10.87,6.59,17.45
2009,3,SE,55,1,North Carolina,98,4,Gonzaga,77,North Carolina,ACC,31.14,123.2,92.1,72.9,20.3,1.2,34,4,89.8,72,17.84,8.35,23.85,1.6,25.46,Gonzaga,WCC,24.51,117.5,93,67.1,12.8,2.6,28,6,78.9,63,15.94,3.55,12.22,5.74,17.95
2009,3,SE,56,2,Oklahoma,84,3,Syracuse,71,Oklahoma,B12,24.59,118.3,93.7,66.6,10.8,3.7,30,6,78.7,67.5,11.19,6.88,12.69,5.38,18.07,Syracuse,BE,22.21,117,94.8,69.7,13.4,0.4,28,10,80.2,71.7,8.45,9.48,16.69,0.54,17.24
2009,4,NW,57,1,Louisville,52,2,Michigan St.,64,Louisville,BE,26.06,111.2,85.2,66.9,7.8,9.6,31,6,74.3,61.8,12.46,8.41,8.93,11.93,20.87,Michigan St.,B10,24.37,114.3,89.9,66.5,7.8,6.1,31,7,72,63.7,8.34,9.37,9.33,8.39,17.71
2009,4,SW,58,1,Connecticut,82,3,Missouri,75,Connecticut,BE,29.25,116,86.8,67.1,12.3,6.4,31,5,78.3,64.3,14.06,8.57,13.22,8.96,22.17,Missouri,B12,24.81,116.6,91.8,70.9,12.9,2.9,31,7,81.5,67.7,13.82,6.72,15.46,4.1,19.56
2009,4,NE,59,1,Pittsburgh,76,3,Villanova,78,Pittsburgh,BE,28.96,121.2,92.3,65.2,11,7,31,5,77.4,64.4,12.97,8.61,12.17,9.04,21.21,Villanova,BE,23.89,114.4,90.5,68.3,10.5,5.3,30,8,76.8,67.4,9.45,8.72,10.87,6.59,17.45
2009,4,SE,60,1,North Carolina,72,2,Oklahoma,60,North Carolina,ACC,31.14,123.2,92.1,72.9,20.3,1.2,34,4,89.8,72,17.84,8.35,23.85,1.6,25.46,Oklahoma,B12,24.59,118.3,93.7,66.6,10.8,3.7,30,6,78.7,67.5,11.19,6.88,12.69,5.38,18.07
2009,5,F4,61,1,Connecticut,73,2,Michigan St.,82,Connecticut,BE,29.25,116,86.8,67.1,12.3,6.4,31,5,78.3,64.3,14.06,8.57,13.22,8.96,22.17,Michigan St.,B10,24.37,114.3,89.9,66.5,7.8,6.1,31,7,72,63.7,8.34,9.37,9.33,8.39,17.71
2009,5,F4,62,1,North Carolina,83,3,Villanova,69,North Carolina,ACC,31.14,123.2,92.1,72.9,20.3,1.2,34,4,89.8,72,17.84,8.35,23.85,1.6,25.46,Villanova,BE,23.89,114.4,90.5,68.3,10.5,5.3,30,8,76.8,67.4,9.45,8.72,10.87,6.59,17.45
2009,6,Champ,63,1,North Carolina,89,2,Michigan St.,72,North Carolina,ACC,31.14,123.2,92.1,72.9,20.3,1.2,34,4,89.8,72,17.84,8.35,23.85,1.6,25.46,Michigan St.,B10,24.37,114.3,89.9,66.5,7.8,6.1,31,7,72,63.7,8.34,9.37,9.33,8.39,17.71
2010,1,NW,1,1,Kansas,90,16,Lehigh,74,Kansas,B12,31.85,120.4,88.5,67.2,13.4,7.8,33,3,81.6,64.2,17.36,8.25,15.06,9.62,24.68,Lehigh,Pat,-0.97,105.6,106.6,68.9,4.3,-4.8,22,11,75.1,70.6,4.45,-7.79,3.85,-7.18,-3.33
2010,1,NW,2,8,UNLV,66,9,Northern Iowa,69,UNLV,MWC,16.56,110.6,94,66.3,5.9,4.9,25,9,73.1,63.8,9.32,4.82,5.98,6.59,12.57,Northern Iowa,MVC,18.87,109.6,90.8,58.9,-2.7,12.9,30,5,63.3,55.1,8.2,4.27,-2.81,14.84,12.03
2010,1,NW,3,5,Michigan St.,70,12,New Mexico St.,67,Michigan St.,B10,20.13,112.8,92.7,65.3,6.3,5.9,28,9,71.8,63.8,8.03,8.17,7.35,7.99,15.33,New Mexico St.,WAC,6.03,111.6,105.5,70.3,7.9,-6.5,22,12,78.3,77.6,0.68,1.66,9.3,-7.24,2.06
2010,1,NW,4,4,Maryland,89,13,Houston,77,Maryland,ACC,22.37,118.3,95.9,68.7,11.9,3.3,24,9,79.7,68.3,11.36,7.95,14.63,3.13,17.75,Houston,CUSA,8.79,112,103.2,71.1,9.9,-4.6,19,16,78.6,75,3.63,3.48,12.47,-5.73,6.74
2010,1,NW,5,6,Tennessee,62,11,San Diego St.,59,Tennessee,SEC,18.5,108.9,90.4,67.5,7.1,6.7,28,9,73.5,65.2,8.3,7.75,7.86,8.19,16.05,San Diego St.,MWC,16.58,111.4,94.9,63.1,2.3,5.2,25,9,70.3,61.8,8.47,4.21,3.49,7.85,11.34
2010,1,NW,6,3,Georgetown,83,14,Ohio,97,Georgetown,BE,22.64,116.8,94.2,65.8,8.3,6.2,23,11,73.5,66.1,7.47,9.56,9.38,7.65,17.03,Ohio,MAC,8.25,107.3,99,68.8,5.9,-1.7,22,15,74.7,69.4,5.24,-0.03,6.34,-1.78,4.56
2010,1,NW,7,7,Oklahoma St.,59,10,Georgia Tech,64,Oklahoma St.,B12,16.72,112.2,95.4,66.2,6.1,3.5,22,11,73.8,68,5.88,6.97,7.29,5.05,12.34,Georgia Tech,ACC,18.22,109.2,91,68.2,6,5.9,23,13,72.8,65.7,7.11,9.02,7.49,6.62,14.11
2010,1,NW,8,2,Ohio St.,68,15,UC Santa Barbara,51,Ohio St.,B10,24.99,117.5,92.5,64.6,8.5,8,29,8,74.1,61.5,12.59,7.37,10.34,9.15,19.49,UC Santa Barbara,BW,2.11,100,97.9,66.3,-1.2,2.3,20,10,67.6,65.7,1.87,-1.09,-2.54,2.41,-0.13
2010,1,SW,9,1,Syracuse,79,16,Vermont,56,Syracuse,BE,27.62,118.5,90.9,68.7,13.4,5.5,30,5,80.9,66.4,14.51,7.21,14.9,6.82,21.72,Vermont,AE,3.08,104.1,101,66.1,1,1.2,25,10,70.2,64.8,5.43,-6.69,-0.66,-0.6,-1.26
2010,1,SW,10,8,Gonzaga,67,9,Florida St.,60,Gonzaga,WCC,16.14,112.3,96.1,67.5,7.5,1.5,27,7,76.9,67.4,9.5,3.83,9.27,2.84,12.11,Florida St.,ACC,18.02,105,87,65.3,2.7,10.4,22,10,68.2,60.4,7.84,6.79,2.6,12.03,14.64
2010,1,SW,11,5,Butler,77,12,UTEP,59,Butler,Horz,22.45,111,88.5,63,3.1,9.4,33,5,68.7,59.4,9.29,5.08,2.5,11.87,14.37,UTEP,CUSA,16.53,107.7,91.2,67.9,6.3,4.2,26,7,75.3,64.6,10.7,1.96,6.96,5.7,12.66
2010,1,SW,12,4,Vanderbilt,65,13,Murray St.,66,Vanderbilt,SEC,17.54,113.7,96.2,68.7,9.2,3.4,24,9,76.9,68.9,7.97,7.86,11.84,3.4,15.24,Murray St.,OVC,15.06,109,94,65.6,4.6,6.3,31,5,76.5,60.4,16.06,-3.89,2.63,6.06,8.69
2010,1,SW,13,6,Xavier,65,11,Minnesota,54,Xavier,A10,20.87,115.5,94.6,68.9,11.9,1.6,26,9,79.8,69.5,10.29,5.94,14.53,1.69,16.23,Minnesota,B10,17.97,112,94.1,65.6,6.6,6.2,21,14,72.4,64.1,8.31,7.32,8.09,7.55,15.64
2010,1,SW,14,3,Pittsburgh,89,14,Oakland,66,Pittsburgh,BE,18.66,111.4,92.8,61.3,3,9.5,25,9,68.7,61.8,6.91,7.39,2.66,11.64,14.3,Oakland,Sum,3.19,107.5,104.3,69.5,6.4,-2.8,26,9,76.5,71.5,4.91,-2.96,4.33,-4.97,-0.64
2010,1,SW,15,7,BYU,99,10,Florida,92,BYU,MWC,23.27,117.3,94,71.1,12.6,1.8,30,6,83.1,66.4,16.67,3,16.12,2.7,18.82,Florida,SEC,15.23,113,97.8,63.9,5.9,4.9,21,13,72.2,66.4,5.79,7.16,5.81,6.08,11.89
2010,1,SW,16,2,Kansas St.,82,15,North Texas,62,Kansas St.,B12,25.52,116.1,90.6,69.4,11.3,3.3,29,8,79.7,69.8,9.86,10.28,14.47,5.41,19.88,North Texas,SB,-0.47,103.4,103.8,67.4,2.1,-3.1,24,9,73.8,69.8,4.06,-4.72,1.07,-3.56,-2.49
2010,1,NE,17,1,Kentucky,100,16,East Tennessee St.,71,Kentucky,SEC,26.54,114.9,88.3,68.3,11.7,5.5,35,3,79.3,64.9,14.32,6.82,13.3,7.84,21.13,East Tennessee St.,ASun,2.47,100.9,98.4,66.8,-1.1,1,20,15,69.3,67.5,1.77,-1.47,-0.57,-0.27,-0.83
2010,1,NE,18,8,Texas,80,9,Wake Forest,81,Texas,B12,20.75,113.9,93.1,71.5,12.3,1.9,24,10,81.2,70,11.18,7.38,15.28,3.28,18.56,Wake Forest,ACC,14.12,107.1,93,68.7,6.4,3.1,20,11,72.8,69.5,3.29,8.85,8.21,3.25,11.45
2010,1,NE,19,5,Temple,65,12,Cornell,78,Temple,A10,20.12,107.8,87.7,60.4,-1.1,13.1,29,6,64.9,56.8,8.17,4.27,-2.6,15.04,12.44,Cornell,Ivy,15.92,117.4,101.5,63.9,6.9,3.6,29,5,76.4,64.5,11.88,-0.91,7.2,1.55,8.76
2010,1,NE,20,4,Wisconsin,53,13,Wofford,49,Wisconsin,B10,23.56,115.2,91.6,59.2,2.3,13.6,24,9,67.1,56.9,10.18,7.66,2.31,15.54,17.84,Wofford,SC,10.12,104.6,94.4,63.5,-0.2,5.9,26,9,68.8,61,7.83,-2.57,-2.32,6.74,4.43
2010,1,NE,21,6,Marquette,78,11,Washington,80,Marquette,BE,19.65,115.1,95.5,62.3,6.4,6.2,22,12,73.1,64.6,8.44,8.23,5.9,9.27,15.17,Washington,P10,18.19,111.7,93.6,71.7,10.8,0.5,26,10,79.2,70,9.22,7.49,13.31,2.33,15.64
2010,1,NE,22,3,New Mexico,62,14,Montana,57,New Mexico,MWC,16.18,113.6,97.4,67.4,7.3,2.4,30,5,75.9,67.2,8.66,3.84,9.65,2.84,12.49,Montana,BSky,8.08,106.5,98.4,62,-1.2,6,22,10,69.6,61.3,8.38,-2.35,-2.12,6.05,3.93
2010,1,NE,23,7,Clemson,78,10,Missouri,86,Clemson,ACC,19.28,110.9,91.6,67.6,7.2,6.3,21,11,73.4,64.5,8.91,7.9,8.25,7.46,15.71,Missouri,B12,19.99,111.5,91.5,68.8,9.1,4.6,23,11,77.3,66.2,11.03,6.36,11.31,6.08,17.39
2010,1,NE,24,2,West Virginia,77,15,Morgan St.,50,West Virginia,BE,25.54,117.2,91.7,62.6,7.8,8.7,31,7,72.4,63.5,8.89,10.26,7.6,11.56,19.16,Morgan St.,MEAC,1.58,105.5,104,68.6,5.5,-3.3,27,10,76,70.4,5.59,-6.15,4.37,-5.54,-1.18
2010,1,SE,25,1,Duke,73,16,Arkansas Pine Bluff,44,Duke,ACC,33.29,121,87.7,64.7,12.8,9.6,35,5,77,61,15.95,9.21,13.17,12.04,25.21,Arkansas Pine Bluff,SWAC,-6.44,93.1,99.5,65.1,-4.9,1.6,18,16,63.7,64.3,-0.62,-7.68,-7.86,-0.43,-8.29
2010,1,SE,26,8,California,77,9,Louisville,62,California,P10,22.15,119.6,97.4,67.1,11.3,0.5,24,11,77.2,68.2,9.03,8.26,13.43,3.86,17.29,Louisville,BE,16.91,114.5,97.6,66.3,9.1,3.3,20,13,75.9,69.8,6.09,7.99,10.13,3.95,14.08
2010,1,SE,27,5,Texas A&M,69,12,Utah St.,53,Texas A&M,B12,21.33,112.6,91.2,64.3,4.4,6.8,24,10,71.4,64.5,6.88,9.8,5.7,9.54,15.24,Utah St.,WAC,19.9,116,96.1,59.8,4.1,8.7,27,8,73.1,59.9,13.2,1.23,3.15,10.47,13.62
2010,1,SE,28,4,Purdue,72,13,Siena,64,Purdue,B10,22.05,109.8,87.7,66.2,5.6,9.3,29,6,70.5,61.3,9.23,8.81,6.09,11.43,17.52,Siena,MAAC,13.86,109.4,95.5,69.2,7.5,2.1,27,7,75.1,65.5,9.65,-1.17,7.63,0.84,8.48
2010,1,SE,29,6,Notre Dame,50,11,Old Dominion,51,Notre Dame,BE,17.71,119.4,101.7,62.4,8.4,1.1,23,12,75.3,68.4,6.91,6.22,9.82,3.32,13.14,Old Dominion,CAA,17.51,107.8,90.3,62.6,0.3,11,27,9,67.1,57.5,9.61,1.78,-0.52,11.91,11.39
2010,1,SE,30,3,Baylor,68,14,Sam Houston St.,59,Baylor,B12,24.95,119.2,94.3,64.5,9.5,6,28,8,77,65.6,11.36,8.03,9.58,8.39,17.97,Sam Houston St.,Slnd,7.42,110.2,102.7,69.3,6.9,-1.2,25,8,79.3,69.2,10.06,-3.37,8.29,-4.59,3.71
2010,1,SE,31,7,Richmond,71,10,Saint Mary's,80,Richmond,A10,15.01,108.8,93.8,62.5,2.1,7.7,26,9,69.3,62.7,6.6,3.43,0.98,9.06,10.03,Saint Mary's,WCC,18.59,116.5,97.9,66.2,8.3,0.9,28,6,78.5,66.4,12.06,2.2,10.03,3.35,13.38
2010,1,SE,32,2,Villanova,73,15,Robert Morris,70,Villanova,BE,21.24,117.2,96,71.2,14.5,0.6,25,8,81.8,72.8,8.97,7.75,16.74,-0.02,16.72,Robert Morris,NEC,-0.97,99.9,100.8,66.1,-0.9,0.7,23,12,68.5,65.9,2.66,-6.15,-2.58,-1.13,-3.71
2010,2,NW,33,1,Kansas,67,9,Northern Iowa,69,Kansas,B12,31.85,120.4,88.5,67.2,13.4,7.8,33,3,81.6,64.2,17.36,8.25,15.06,9.62,24.68,Northern Iowa,MVC,18.87,109.6,90.8,58.9,-2.7,12.9,30,5,63.3,55.1,8.2,4.27,-2.81,14.84,12.03
2010,2,NW,34,4,Maryland,83,5,Michigan St.,85,Maryland,ACC,22.37,118.3,95.9,68.7,11.9,3.3,24,9,79.7,68.3,11.36,7.95,14.63,3.13,17.75,Michigan St.,B10,20.13,112.8,92.7,65.3,6.3,5.9,28,9,71.8,63.8,8.03,8.17,7.35,7.99,15.33
2010,2,NW,35,6,Tennessee,83,14,Ohio,68,Tennessee,SEC,18.5,108.9,90.4,67.5,7.1,6.7,28,9,73.5,65.2,8.3,7.75,7.86,8.19,16.05,Ohio,MAC,8.25,107.3,99,68.8,5.9,-1.7,22,15,74.7,69.4,5.24,-0.03,6.34,-1.78,4.56
2010,2,NW,36,2,Ohio St.,75,10,Georgia Tech,66,Ohio St.,B10,24.99,117.5,92.5,64.6,8.5,8,29,8,74.1,61.5,12.59,7.37,10.34,9.15,19.49,Georgia Tech,ACC,18.22,109.2,91,68.2,6,5.9,23,13,72.8,65.7,7.11,9.02,7.49,6.62,14.11
2010,2,SW,37,1,Syracuse,87,8,Gonzaga,65,Syracuse,BE,27.62,118.5,90.9,68.7,13.4,5.5,30,5,80.9,66.4,14.51,7.21,14.9,6.82,21.72,Gonzaga,WCC,16.14,112.3,96.1,67.5,7.5,1.5,27,7,76.9,67.4,9.5,3.83,9.27,2.84,12.11
2010,2,SW,38,5,Butler,54,13,Murray St.,52,Butler,Horz,22.45,111,88.5,63,3.1,9.4,33,5,68.7,59.4,9.29,5.08,2.5,11.87,14.37,Murray St.,OVC,15.06,109,94,65.6,4.6,6.3,31,5,76.5,60.4,16.06,-3.89,2.63,6.06,8.69
2010,2,SW,39,3,Pittsburgh,68,6,Xavier,71,Pittsburgh,BE,18.66,111.4,92.8,61.3,3,9.5,25,9,68.7,61.8,6.91,7.39,2.66,11.64,14.3,Xavier,A10,20.87,115.5,94.6,68.9,11.9,1.6,26,9,79.8,69.5,10.29,5.94,14.53,1.69,16.23
2010,2,SW,40,2,Kansas St.,84,7,BYU,72,Kansas St.,B12,25.52,116.1,90.6,69.4,11.3,3.3,29,8,79.7,69.8,9.86,10.28,14.47,5.41,19.88,BYU,MWC,23.27,117.3,94,71.1,12.6,1.8,30,6,83.1,66.4,16.67,3,16.12,2.7,18.82
