Year,Round,Region,Game,AFSeed,AFTeam,AFScore,AUSeed,AUTeam,AUScore,Fti,Uti,Conf_x,NetRtg_x,ORtg_x,DRtg_x,AdjT_x,BPI(O)_x,BPI(D)_x,W_x,L_x,Pts_x,Opp_x,MOV_x,SOS_x,OSRS_x,DSRS_x,SRS_x,Adj OE_x,Adj DE_x,Barthag_x,Wins_x,Games_x,eFG_x,eFG D._x,FT Rate_x,FT Rate D_x,TOV%_x,TOV% D_x,O Reb%_x,Op OReb%_x,Raw T_x,2P %_x,2P % D._x,3P %_x,3P % D._x,Blk %_x,Blked %_x,Ast %_x,Op Ast %_x,3P Rate_x,3P Rate D_x,Adj. T_x,Avg Hgt._x,Eff. Hgt._x,Exp._x,PAKE_x,PASE_x_x,Talent_x,FT%_x,Op. FT%_x,PPP Off._x,PPP Def._x,Elite SOS_x,Unnamed: 0_x,Record_x,Unnamed: 35_x,Team.1_x,PASE_y_x,Conf_y,NetRtg_y,ORtg_y,DRtg_y,AdjT_y,BPI(O)_y,BPI(D)_y,W_y,L_y,Pts_y,Opp_y,MOV_y,SOS_y,OSRS_y,DSRS_y,SRS_y,Adj OE_y,Adj DE_y,Barthag_y,Wins_y,Games_y,eFG_y,eFG D._y,FT Rate_y,FT Rate D_y,TOV%_y,TOV% D_y,O Reb%_y,Op OReb%_y,Raw T_y,2P %_y,2P % D._y,3P %_y,3P % D._y,Blk %_y,Blked %_y,Ast %_y,Op Ast %_y,3P Rate_y,3P Rate D_y,Adj. T_y,Avg Hgt._y,Eff. Hgt._y,Exp._y,PAKE_y,PASE_x_y,Talent_y,FT%_y,Op. FT%_y,PPP Off._y,PPP Def._y,Elite SOS_y,Unnamed: 0_y,Record_y,Unnamed: 35_y,Team.1_y,PASE_y_y
2017,2,NW,35,3,Baylor,82,11,USC,78,11,10,B12,24.23,117.1,92.9,63.7,7.9,7.1,27.0,8.0,72.9,63.7,9.2,11.87,4.89,14.86,19.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021493212669683345,P12,13.45,114.2,100.7,68.7,6.2,1.6,26.0,10.0,78.2,73.1,5.08,6.4,8.07,3.41,11.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11554621848739499
2017,2,NW,36,2,Duke,81,7,South Carolina,88,15,13,ACC,24.17,121.0,96.8,68.3,11.8,5.9,28.0,9.0,80.8,70.2,10.65,10.91,13.15,8.41,21.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05882352941176466,SEC,20.8,108.9,88.1,68.6,2.0,9.4,26.0,11.0,73.2,65.2,7.92,10.16,5.2,12.32,17.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.161764705882353
2017,2,SW,37,1,Gonzaga,79,8,Northwestern,73,17,19,WCC,32.05,118.4,86.3,70.1,10.8,9.5,37.0,2.0,82.6,61.5,21.13,4.13,12.79,12.47,25.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25432525951557095,B10,15.81,111.3,95.5,65.6,3.6,5.8,24.0,12.0,71.1,65.5,5.58,8.43,2.9,11.12,14.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2352941176470588
2017,2,SW,38,4,West Virginia,83,5,Notre Dame,71,23,21,B12,27.17,116.5,89.4,69.9,8.2,9.4,28.0,9.0,81.5,66.7,14.78,9.67,14.63,9.83,24.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013368983957219244,ACC,19.74,118.1,98.4,67.0,9.8,4.1,26.0,10.0,77.3,69.3,8.03,9.78,10.0,7.81,17.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050653594771241824
2017,2,SW,39,3,Florida St.,66,11,Xavier,91,27,26,ACC,20.06,115.5,95.5,71.3,7.6,6.3,26.0,9.0,82.1,72.1,10.0,8.87,13.22,5.65,18.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12316176470588236,BE,16.7,115.7,99.0,67.2,6.8,3.6,24.0,14.0,74.6,71.3,3.29,11.51,7.6,7.2,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33676470588235297
2017,2,SW,40,2,Arizona,69,7,Saint Mary's,60,31,29,P12,23.31,118.4,95.1,66.0,8.8,5.9,32.0,5.0,76.6,65.9,10.62,7.63,7.47,10.79,18.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10407239819004527,WCC,23.67,118.7,95.0,60.2,10.9,5.7,29.0,5.0,72.0,57.5,14.56,2.19,1.09,15.66,16.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19705882352941173
2017,2,NE,41,1,Kansas,90,9,Michigan St.,70,33,36,B12,27.45,121.9,94.5,70.2,12.1,6.3,31.0,5.0,83.2,71.9,11.31,12.23,16.58,6.95,23.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.30363321799307963,B10,15.51,111.4,95.9,66.9,4.6,5.1,20.0,15.0,71.9,68.7,3.17,10.5,4.2,9.47,13.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6681985294117647
2017,2,NE,42,4,Purdue,80,5,Iowa St.,76,39,37,B10,23.12,117.0,93.9,69.1,8.9,7.2,27.0,8.0,79.7,68.4,11.34,8.79,11.54,8.59,20.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14411764705882352,B12,23.45,119.7,96.3,68.4,9.6,5.1,24.0,11.0,80.8,72.3,8.57,11.94,12.54,7.97,20.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21122994652406415
2017,2,NE,43,3,Oregon,75,11,Rhode Island,72,43,42,P12,25.02,118.2,93.2,67.0,10.7,6.8,33.0,6.0,78.9,65.8,13.1,8.38,9.52,11.29,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5529411764705884,A10,16.26,111.5,95.2,66.4,4.8,5.6,25.0,10.0,73.6,65.4,8.26,4.62,3.78,9.1,12.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11029411764705882
2017,2,NE,44,2,Louisville,69,7,Michigan,73,47,45,ACC,25.51,117.2,91.7,67.9,7.9,9.9,25.0,9.0,77.3,66.0,11.32,11.15,10.35,12.13,22.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14171122994652405,B10,23.05,122.3,99.2,63.1,11.6,3.9,26.0,12.0,75.0,66.4,8.63,10.17,7.68,11.13,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7598039215686274
2017,2,SE,45,1,North Carolina,72,8,Arkansas,65,49,51,ACC,28.22,120.7,92.5,71.3,11.3,8.2,33.0,7.0,84.4,70.6,13.83,11.76,16.92,7.91,24.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4735294117647059,SEC,16.25,116.1,99.8,69.7,6.5,3.1,26.0,10.0,79.3,73.9,5.44,8.6,10.56,3.48,14.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5955882352941176
2017,2,SE,46,4,Butler,74,12,Middle Tennessee,65,55,54,BE,20.76,117.7,97.0,65.9,8.6,4.7,25.0,9.0,76.3,68.9,7.47,10.23,8.45,9.25,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0245098039215685,CUSA,14.95,112.2,97.2,64.6,4.9,4.5,31.0,5.0,74.9,63.9,11.06,-0.48,0.5,9.3,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6397058823529411
2017,2,SE,47,3,UCLA,79,6,Cincinnati,67,59,57,P12,23.63,124.0,100.4,72.6,14.4,2.4,31.0,5.0,89.8,75.5,14.28,6.39,20.52,0.15,20.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572192513368984,Amer,22.18,114.9,92.8,63.5,7.0,7.8,30.0,6.0,74.3,61.3,12.94,5.49,4.5,13.94,18.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.27450980392156865
2017,2,SE,48,2,Kentucky,65,10,Wichita St.,62,63,62,SEC,27.72,119.1,91.4,72.0,9.6,7.9,32.0,6.0,84.9,71.5,13.39,10.49,16.92,6.96,23.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.430672268907563,MVC,26.14,118.7,92.6,68.0,7.2,8.5,31.0,5.0,81.0,62.4,18.61,2.96,10.67,10.57,21.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13865546218487398
2017,3,NW,49,4,Florida,84,8,Wisconsin,83,7,3,SEC,27.5,116.9,89.5,69.0,8.5,9.6,27.0,9.0,77.9,66.5,11.39,11.01,11.36,11.04,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6417112299465241,B10,22.99,115.1,92.1,63.4,6.7,8.3,27.0,10.0,72.4,62.4,10.0,9.4,3.85,15.56,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11862745098039218
2017,3,NW,50,3,Baylor,50,7,South Carolina,70,11,13,B12,24.23,117.1,92.9,63.7,7.9,7.1,27.0,8.0,72.9,63.7,9.2,11.87,4.89,14.86,19.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021493212669683345,SEC,20.8,108.9,88.1,68.6,2.0,9.4,26.0,11.0,73.2,65.2,7.92,10.16,5.2,12.32,17.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.161764705882353
2017,3,SW,51,1,Gonzaga,61,4,West Virginia,58,17,23,WCC,32.05,118.4,86.3,70.1,10.8,9.5,37.0,2.0,82.6,61.5,21.13,4.13,12.79,12.47,25.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25432525951557095,B12,27.17,116.5,89.4,69.9,8.2,9.4,28.0,9.0,81.5,66.7,14.78,9.67,14.63,9.83,24.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013368983957219244
2017,3,SW,52,2,Arizona,71,11,Xavier,73,31,26,P12,23.31,118.4,95.1,66.0,8.8,5.9,32.0,5.0,76.6,65.9,10.62,7.63,7.47,10.79,18.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10407239819004527,BE,16.7,115.7,99.0,67.2,6.8,3.6,24.0,14.0,74.6,71.3,3.29,11.51,7.6,7.2,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33676470588235297
2017,3,NE,53,1,Kansas,98,4,Purdue,66,33,39,B12,27.45,121.9,94.5,70.2,12.1,6.3,31.0,5.0,83.2,71.9,11.31,12.23,16.58,6.95,23.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.30363321799307963,B10,23.12,117.0,93.9,69.1,8.9,7.2,27.0,8.0,79.7,68.4,11.34,8.79,11.54,8.59,20.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14411764705882352
2017,3,NE,54,3,Oregon,69,7,Michigan,68,43,45,P12,25.02,118.2,93.2,67.0,10.7,6.8,33.0,6.0,78.9,65.8,13.1,8.38,9.52,11.29,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5529411764705884,B10,23.05,122.3,99.2,63.1,11.6,3.9,26.0,12.0,75.0,66.4,8.63,10.17,7.68,11.13,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7598039215686274
2017,3,SE,55,1,North Carolina,92,4,Butler,80,49,55,ACC,28.22,120.7,92.5,71.3,11.3,8.2,33.0,7.0,84.4,70.6,13.83,11.76,16.92,7.91,24.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4735294117647059,BE,20.76,117.7,97.0,65.9,8.6,4.7,25.0,9.0,76.3,68.9,7.47,10.23,8.45,9.25,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0245098039215685
2017,3,SE,56,2,Kentucky,86,3,UCLA,75,63,59,SEC,27.72,119.1,91.4,72.0,9.6,7.9,32.0,6.0,84.9,71.5,13.39,10.49,16.92,6.96,23.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.430672268907563,P12,23.63,124.0,100.4,72.6,14.4,2.4,31.0,5.0,89.8,75.5,14.28,6.39,20.52,0.15,20.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572192513368984
2017,4,NW,57,4,Florida,70,7,South Carolina,77,7,13,SEC,27.5,116.9,89.5,69.0,8.5,9.6,27.0,9.0,77.9,66.5,11.39,11.01,11.36,11.04,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6417112299465241,SEC,20.8,108.9,88.1,68.6,2.0,9.4,26.0,11.0,73.2,65.2,7.92,10.16,5.2,12.32,17.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.161764705882353
2017,4,SW,58,1,Gonzaga,83,11,Xavier,59,17,26,WCC,32.05,118.4,86.3,70.1,10.8,9.5,37.0,2.0,82.6,61.5,21.13,4.13,12.79,12.47,25.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25432525951557095,BE,16.7,115.7,99.0,67.2,6.8,3.6,24.0,14.0,74.6,71.3,3.29,11.51,7.6,7.2,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33676470588235297
2017,4,NE,59,1,Kansas,60,3,Oregon,74,33,43,B12,27.45,121.9,94.5,70.2,12.1,6.3,31.0,5.0,83.2,71.9,11.31,12.23,16.58,6.95,23.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.30363321799307963,P12,25.02,118.2,93.2,67.0,10.7,6.8,33.0,6.0,78.9,65.8,13.1,8.38,9.52,11.29,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5529411764705884
2017,4,SE,60,1,North Carolina,75,2,Kentucky,73,49,63,ACC,28.22,120.7,92.5,71.3,11.3,8.2,33.0,7.0,84.4,70.6,13.83,11.76,16.92,7.91,24.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4735294117647059,SEC,27.72,119.1,91.4,72.0,9.6,7.9,32.0,6.0,84.9,71.5,13.39,10.49,16.92,6.96,23.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.430672268907563
2017,5,F4,61,1,Gonzaga,77,7,South Carolina,73,17,13,WCC,32.05,118.4,86.3,70.1,10.8,9.5,37.0,2.0,82.6,61.5,21.13,4.13,12.79,12.47,25.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25432525951557095,SEC,20.8,108.9,88.1,68.6,2.0,9.4,26.0,11.0,73.2,65.2,7.92,10.16,5.2,12.32,17.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.161764705882353
2017,5,F4,62,1,North Carolina,77,3,Oregon,76,49,43,ACC,28.22,120.7,92.5,71.3,11.3,8.2,33.0,7.0,84.4,70.6,13.83,11.76,16.92,7.91,24.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4735294117647059,P12,25.02,118.2,93.2,67.0,10.7,6.8,33.0,6.0,78.9,65.8,13.1,8.38,9.52,11.29,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5529411764705884
2017,6,Champ,63,1,North Carolina,71,1,Gonzaga,65,49,17,ACC,28.22,120.7,92.5,71.3,11.3,8.2,33.0,7.0,84.4,70.6,13.83,11.76,16.92,7.91,24.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4735294117647059,WCC,32.05,118.4,86.3,70.1,10.8,9.5,37.0,2.0,82.6,61.5,21.13,4.13,12.79,12.47,25.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25432525951557095
2018,0,PI,-4,16,Radford,71,16,LIU,61,34,65,BSth,0.07,102.9,102.9,63.0,-1.0,1.1,23.0,13.0,67.3,64.9,2.39,-4.09,-7.39,4.78,-2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4852941176470589,NEC,-8.27,102.3,110.6,71.6,-1.3,-3.2,18.0,17.0,77.0,76.4,0.63,-8.19,-0.12,-8.48,-8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09558823529411765
2018,0,PI,-3,11,St. Bonaventure,65,11,UCLA,58,42,65,A10,11.21,110.8,99.5,69.4,4.2,3.8,26.0,8.0,77.1,70.8,6.26,2.61,5.9,2.97,8.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21078431372549022,P12,13.52,115.0,101.4,70.3,6.9,1.3,21.0,12.0,81.2,76.0,5.21,6.86,11.87,0.2,12.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572192513368984
2018,0,PI,-2,16,Texas Southern,64,16,North Carolina Central,46,20,65,SWAC,-6.65,104.6,111.2,71.7,0.7,-4.3,16.0,20.0,77.4,79.4,-2.0,-5.53,2.19,-9.71,-7.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5529411764705883,MEAC,-13.41,96.6,110.0,65.0,-4.3,-1.9,19.0,16.0,72.0,69.3,2.71,-12.31,-11.13,-2.06,-13.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11764705882352941
2018,0,PI,-1,11,Syracuse,60,11,Arizona St.,56,58,65,ACC,14.82,107.0,92.2,62.9,1.2,8.3,23.0,14.0,66.6,63.8,2.86,10.02,-2.38,15.26,12.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5058823529411766,P12,14.13,116.7,102.6,71.3,7.3,2.0,20.0,12.0,82.7,74.8,7.81,6.55,13.8,0.56,14.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01838235294117646
2018,1,NW,1,1,Virginia,54,16,UMBC,74,1,4,ACC,29.53,115.2,85.6,59.4,7.0,13.2,31.0,3.0,67.1,54.0,13.15,9.05,-1.75,23.95,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9215686274509804,AE,0.5,103.1,102.6,68.4,-0.2,0.9,25.0,11.0,73.1,68.5,4.56,-3.84,-2.3,0.28,-2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40441176470588236
2018,1,NW,2,8,Creighton,59,9,Kansas St.,69,5,6,BE,16.91,115.5,98.6,70.8,8.1,4.1,21.0,12.0,83.5,74.1,9.45,8.1,12.82,3.53,16.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18823529411764706,B12,14.77,110.1,95.3,65.6,3.5,5.7,25.0,12.0,71.1,67.0,4.11,8.74,1.46,11.38,12.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07941176470588232
2018,1,NW,3,5,Kentucky,78,12,Davidson,73,7,8,SEC,20.44,115.8,95.4,68.8,7.0,5.9,26.0,11.0,76.8,70.2,6.51,10.73,9.26,7.98,17.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.430672268907563,A10,14.7,117.0,102.3,64.5,8.9,1.7,21.0,12.0,76.3,67.9,8.45,2.57,5.42,5.61,11.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06127450980392165
2018,1,NW,4,4,Arizona,68,13,Buffalo,89,9,10,P12,17.7,118.0,100.4,67.1,9.4,2.5,27.0,8.0,80.5,71.7,8.83,6.84,10.25,5.42,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10407239819004527,MAC,11.53,114.7,103.2,72.7,5.3,1.4,27.0,9.0,84.6,76.2,8.47,0.25,11.64,-3.66,7.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08088235294117649
2018,1,NW,5,6,Miami FL,62,11,Loyola Chicago,64,11,12,ACC,15.43,112.9,97.4,67.0,4.9,5.7,22.0,10.0,73.8,67.9,5.88,6.96,4.56,8.27,12.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5441176470588235,MVC,16.39,111.4,95.0,65.5,4.6,5.0,32.0,6.0,71.6,62.6,9.05,1.8,0.65,9.72,10.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2745098039215685
2018,1,NW,6,3,Tennessee,73,14,Wright St.,47,13,14,SEC,22.27,114.6,92.4,66.0,6.0,8.3,26.0,9.0,73.8,65.7,8.09,10.12,5.78,12.42,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14828431372549014,Horz,2.89,100.6,97.7,68.3,-2.9,4.6,25.0,10.0,71.4,65.9,5.51,-3.64,-4.33,4.91,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0661764705882353
2018,1,NW,7,7,Nevada,87,10,Texas,83,15,16,MWC,18.39,120.2,101.8,69.4,9.4,1.7,29.0,8.0,82.6,73.1,9.51,4.93,12.64,1.8,14.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.23529411764705876,B12,15.43,109.5,94.1,65.2,3.2,6.8,19.0,15.0,72.1,68.8,3.29,10.67,3.68,10.28,13.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.29096638655462187
2018,1,SW,8,2,Cincinnati,68,15,Georgia St.,53,17,18,Amer,26.6,113.4,86.8,64.5,6.3,12.2,31.0,5.0,74.3,57.5,16.72,3.53,3.05,17.2,20.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.27450980392156865,SB,6.92,108.8,101.9,66.8,2.0,2.4,24.0,11.0,74.7,67.3,7.37,-2.78,0.04,3.18,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14338235294117646
2018,1,SW,9,1,Xavier,102,16,Texas Southern,83,19,20,BE,21.51,120.1,98.6,70.5,10.5,4.2,29.0,6.0,84.4,74.7,9.63,9.43,15.18,3.88,19.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33676470588235297,SWAC,-6.65,104.6,111.2,71.7,0.7,-4.3,16.0,20.0,77.4,79.4,-2.0,-5.53,2.19,-9.71,-7.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5529411764705883
2018,1,SW,10,8,Missouri,54,9,Florida St.,67,21,22,SEC,14.83,111.9,97.0,65.7,4.4,4.8,20.0,13.0,72.7,68.1,4.64,9.19,4.1,9.71,13.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.47058823529411764,ACC,17.77,114.3,96.5,71.2,6.2,5.3,23.0,12.0,80.2,72.9,7.29,8.5,12.0,3.78,15.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12316176470588236
2018,1,NW,11,5,Ohio St.,81,12,South Dakota St.,73,2,3,B10,21.16,116.0,94.9,67.0,7.3,6.6,25.0,9.0,76.2,67.6,8.65,9.02,7.67,10.0,17.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.18449197860962574,Sum,10.2,113.8,103.6,70.5,6.0,-0.1,28.0,7.0,84.5,74.3,10.26,-0.38,8.68,-1.84,6.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3137254901960784
2018,1,SW,12,4,Gonzaga,68,13,UNC Greensboro,64,23,24,WCC,23.03,118.1,95.1,69.4,9.4,5.9,32.0,5.0,83.5,67.7,15.84,2.6,12.4,6.04,18.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25432525951557095,SC,9.22,104.9,95.7,65.2,0.1,6.0,27.0,8.0,73.2,62.5,10.66,-3.87,-3.77,8.3,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.25
2018,1,SW,13,6,Houston,67,11,San Diego St.,65,25,26,Amer,20.24,114.6,94.4,68.4,6.8,6.6,27.0,8.0,76.7,64.9,11.83,4.16,7.34,8.65,15.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3621323529411765,MWC,14.09,110.5,96.4,68.8,3.6,5.1,22.0,11.0,77.1,67.9,9.24,3.91,4.84,7.39,12.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10784313725490198
2018,1,SW,14,3,Michigan,61,14,Montana,47,27,28,B10,24.2,114.7,90.5,64.9,6.5,8.5,33.0,8.0,73.6,63.3,10.32,9.41,4.22,14.81,19.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7598039215686274,BSky,10.4,108.8,98.4,68.0,1.2,2.5,26.0,8.0,77.2,68.5,8.71,-2.24,2.31,3.97,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.17156862745098037
2018,1,SW,15,7,Texas A&M,73,10,Providence,69,29,30,SEC,16.96,111.3,94.4,69.5,4.1,6.7,22.0,13.0,75.2,70.5,4.69,10.62,6.36,8.95,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03431372549019607,BE,12.17,108.9,96.7,67.1,2.5,5.1,21.0,14.0,73.6,72.7,0.89,10.23,3.47,7.65,11.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3897058823529412
2018,1,SW,16,2,North Carolina,84,15,Lipscomb,66,31,32,ACC,23.59,120.3,96.7,71.2,10.3,5.8,26.0,11.0,81.6,73.3,8.3,11.78,15.41,4.66,20.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4735294117647059,ASun,0.43,103.2,102.8,74.9,-0.8,0.5,23.0,10.0,82.1,77.7,4.36,-3.8,4.74,-6.84,-2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14705882352941177
2018,1,NE,17,1,Villanova,87,16,Radford,61,33,34,BE,33.76,127.8,94.0,68.7,15.5,7.3,36.0,4.0,86.6,70.2,16.4,10.24,17.8,8.84,26.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21040723981900453,BSth,0.07,102.9,102.9,63.0,-1.0,1.1,23.0,13.0,67.3,64.9,2.39,-4.09,-7.39,4.78,-2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4852941176470589
