Year,Round,Region,Game,AFSeed,AFTeam,AFScore,AUSeed,AUTeam,AUScore,Fti,Uti,Conf_x,NetRtg_x,ORtg_x,DRtg_x,AdjT_x,BPI(O)_x,BPI(D)_x,W_x,L_x,Pts_x,Opp_x,MOV_x,SOS_x,OSRS_x,DSRS_x,SRS_x,Adj OE_x,Adj DE_x,Barthag_x,Wins_x,Games_x,eFG_x,eFG D._x,FT Rate_x,FT Rate D_x,TOV%_x,TOV% D_x,O Reb%_x,Op OReb%_x,Raw T_x,2P %_x,2P % D._x,3P %_x,3P % D._x,Blk %_x,Blked %_x,Ast %_x,Op Ast %_x,3P Rate_x,3P Rate D_x,Adj. T_x,Avg Hgt._x,Eff. Hgt._x,Exp._x,PAKE_x,PASE_x_x,Talent_x,FT%_x,Op. FT%_x,PPP Off._x,PPP Def._x,Elite SOS_x,Unnamed: 0_x,Record_x,Unnamed: 35_x,Team.1_x,PASE_y_x,Conf_y,NetRtg_y,ORtg_y,DRtg_y,AdjT_y,BPI(O)_y,BPI(D)_y,W_y,L_y,Pts_y,Opp_y,MOV_y,SOS_y,OSRS_y,DSRS_y,SRS_y,Adj OE_y,Adj DE_y,Barthag_y,Wins_y,Games_y,eFG_y,eFG D._y,FT Rate_y,FT Rate D_y,TOV%_y,TOV% D_y,O Reb%_y,Op OReb%_y,Raw T_y,2P %_y,2P % D._y,3P %_y,3P % D._y,Blk %_y,Blked %_y,Ast %_y,Op Ast %_y,3P Rate_y,3P Rate D_y,Adj. T_y,Avg Hgt._y,Eff. Hgt._y,Exp._y,PAKE_y,PASE_x_y,Talent_y,FT%_y,Op. FT%_y,PPP Off._y,PPP Def._y,Elite SOS_y,Unnamed: 0_y,Record_y,Unnamed: 35_y,Team.1_y,PASE_y_y
2011,1,NW,6,3,Syracuse,77,14,Indiana St.,60,11,12,BE,22.49,114.9,92.4,64.6,7.2,7.3,27.0,8.0,73.4,63.3,10.06,8.79,9.39,9.45,18.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5058823529411766,MVC,5.45,102.8,97.4,65.0,0.1,3.4,20.0,14.0,66.3,64.5,1.79,2.9,-0.19,3.6,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11764705882352941
2011,1,NW,7,7,Washington,68,10,Georgia,65,13,14,P10,21.69,117.7,96.0,69.9,13.7,-0.2,24.0,11.0,83.1,70.7,12.37,7.74,18.29,1.83,20.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2389705882352941,SEC,12.24,108.2,95.9,63.5,3.5,5.8,21.0,12.0,68.7,64.4,4.3,6.13,3.47,6.97,10.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4779411764705882
2011,1,NW,8,2,North Carolina,102,15,LIU,87,15,16,ACC,22.18,111.8,89.6,70.6,11.2,4.2,29.0,8.0,77.5,68.8,8.73,10.15,13.0,5.87,18.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4735294117647059,NEC,5.43,109.6,104.2,73.3,9.8,-6.7,27.0,6.0,82.7,74.7,8.0,-5.77,11.47,-9.24,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09558823529411765
2011,1,SW,9,1,Duke,87,16,Hampton,45,17,18,ACC,28.42,119.7,91.3,68.6,13.7,5.3,32.0,5.0,80.9,64.7,16.19,8.32,16.55,7.95,24.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05882352941176466,MEAC,-4.21,94.4,98.7,66.1,-4.8,2.0,24.0,9.0,66.6,62.7,3.85,-8.77,-6.55,1.35,-5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3186274509803922
2011,1,SW,10,8,Michigan,75,9,Tennessee,45,19,20,B10,17.69,112.8,95.1,61.5,1.4,7.7,21.0,14.0,66.5,62.5,4.03,10.68,3.14,11.07,14.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7598039215686274,SEC,12.41,108.0,95.6,66.1,4.4,4.7,19.0,15.0,69.9,67.5,2.35,8.73,5.2,5.89,11.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14828431372549014
2011,1,SW,11,5,Arizona,77,12,Memphis,75,21,22,P10,19.65,117.4,97.8,65.3,9.7,3.0,30.0,8.0,76.4,67.9,8.55,7.99,11.12,5.42,16.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10407239819004527,CUSA,6.98,104.5,97.6,67.6,4.5,1.3,25.0,10.0,72.1,68.3,3.77,3.14,4.94,1.97,6.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08496732026143793
2011,1,SW,12,4,Texas,85,13,Oakland,81,23,24,B12,25.93,115.5,89.6,65.5,8.0,8.1,28.0,8.0,75.0,62.2,12.86,7.96,9.52,11.3,20.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.29096638655462187,Sum,13.31,118.6,105.3,71.1,13.4,-6.1,25.0,10.0,85.5,76.9,8.63,0.1,15.9,-7.62,8.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17156862745098037
2011,1,SW,13,6,Cincinnati,78,11,Missouri,63,25,26,BE,19.41,111.1,91.7,62.6,2.1,8.8,26.0,9.0,68.9,59.6,9.31,6.1,3.69,11.72,15.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.27450980392156865,B12,15.54,113.4,97.8,70.7,11.1,0.4,23.0,11.0,80.8,71.6,9.21,6.5,14.73,0.04,14.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.47058823529411764
2011,1,SW,14,3,Connecticut,81,14,Bucknell,52,27,28,BE,23.93,115.8,91.9,64.5,6.8,5.0,32.0,9.0,72.4,64.9,7.51,10.44,9.23,8.72,17.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8462566844919786,Pat,6.57,105.8,99.2,64.5,-0.2,3.5,25.0,9.0,70.2,63.9,6.26,-3.87,-1.02,3.42,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3382352941176471
2011,1,SW,15,7,Temple,66,10,Penn St.,64,29,30,A10,16.84,110.5,93.7,64.2,4.1,6.6,26.0,8.0,70.6,62.5,8.12,4.23,3.97,8.38,12.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5399159663865546,B10,14.88,113.1,98.3,59.4,-0.4,7.9,19.0,15.0,63.1,62.5,0.53,11.45,0.94,11.04,11.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07352941176470584
2011,1,SW,16,2,San Diego St.,68,15,Northern Colorado,50,31,32,MWC,24.98,114.1,89.1,62.3,6.6,9.0,34.0,3.0,71.9,59.2,12.65,6.36,5.28,12.68,17.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10784313725490198,BSky,4.05,106.3,102.2,66.6,1.9,-0.1,21.0,11.0,71.5,65.8,5.69,-2.24,1.69,-0.3,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.17647058823529413
2011,1,NE,17,1,Kansas,72,16,Boston University,53,33,34,B12,28.38,118.9,90.6,68.4,13.3,6.5,35.0,3.0,81.2,64.7,16.47,7.62,15.48,8.62,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.30363321799307963,AE,-0.5,103.4,103.9,62.6,-1.6,1.7,21.0,14.0,64.9,63.5,1.37,-3.85,-3.87,1.39,-2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.014705882352941176
2011,1,NE,18,8,UNLV,62,9,Illinois,73,35,36,MWC,17.75,110.6,92.9,66.4,5.9,6.4,24.0,9.0,71.6,62.9,8.67,6.0,6.84,7.82,14.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6176470588235294,B10,20.14,113.3,93.1,64.8,6.4,6.1,20.0,14.0,71.0,65.4,5.62,11.11,7.98,8.74,16.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3621323529411764
2011,1,NE,19,5,Vanderbilt,66,12,Richmond,69,37,38,SEC,17.33,116.6,99.2,66.1,9.1,3.5,23.0,11.0,75.9,67.7,8.24,6.86,11.12,3.97,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9485294117647057,A10,16.01,112.6,96.5,62.1,2.8,7.4,29.0,8.0,69.6,61.2,8.43,2.79,2.85,8.38,11.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333334
2011,1,NE,20,4,Louisville,61,13,Morehead St.,62,39,40,BE,22.26,111.4,89.2,66.8,8.0,5.9,25.0,10.0,74.9,64.5,10.4,8.2,10.42,8.18,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14171122994652405,OVC,7.01,105.6,98.6,63.4,-0.1,5.1,25.0,10.0,68.9,61.8,7.14,-3.13,-1.68,4.49,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375
2011,1,NE,21,6,Georgetown,56,11,VCU,74,41,42,BE,17.65,114.2,96.6,63.4,5.8,5.9,21.0,11.0,70.6,66.3,4.22,10.39,7.15,7.47,14.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1575630252100841,CAA,13.49,112.0,98.5,65.6,6.6,1.6,28.0,12.0,71.6,66.8,4.78,3.78,6.2,2.36,8.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10784313725490191
2011,1,NE,22,3,Purdue,65,14,Saint Peter's,43,43,44,B10,24.79,115.9,91.1,66.0,7.1,9.1,26.0,8.0,72.5,61.9,10.68,8.69,9.34,10.02,19.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14411764705882352,MAAC,2.73,95.2,92.5,64.1,-6.0,7.6,20.0,14.0,60.9,60.1,0.79,-1.08,-8.05,7.77,-0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8431372549019609
2011,1,NE,23,7,Texas A&M,50,10,Florida St.,57,45,46,B12,14.62,110.0,95.4,60.9,1.1,8.7,24.0,9.0,68.3,60.9,7.42,5.94,2.24,10.38,12.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03431372549019607,ACC,16.76,104.5,87.7,66.7,2.3,8.3,23.0,11.0,69.1,62.0,7.03,6.45,3.52,9.97,13.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12316176470588236
2011,1,NE,24,2,Notre Dame,69,15,Akron,56,47,48,BE,23.25,120.9,97.7,63.1,9.8,4.2,27.0,7.0,75.2,65.5,9.74,8.43,11.1,7.07,18.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050653594771241824,MAC,4.09,103.7,99.6,65.9,1.2,1.9,23.0,13.0,70.1,65.7,4.42,-1.02,0.77,1.37,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2647058823529412
2011,1,SE,25,1,Pittsburgh,74,16,UNC Asheville,51,49,50,BE,27.08,120.6,93.5,61.8,8.8,9.4,28.0,6.0,73.9,61.0,12.97,7.85,9.54,11.28,20.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4908088235294117,BSth,1.91,101.9,100.0,67.4,2.6,-1.7,20.0,14.0,73.7,68.6,5.09,-2.89,1.73,-2.42,-0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15441176470588236
2011,1,SE,26,8,Butler,60,9,Old Dominion,58,51,52,Horz,16.46,112.3,95.9,63.5,5.0,5.2,28.0,10.0,71.2,64.1,7.11,5.02,5.06,6.48,11.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0245098039215685,CAA,14.66,110.0,95.4,60.4,-0.5,10.0,27.0,7.0,65.6,58.4,7.26,1.76,-1.53,10.56,9.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21078431372549022
2011,1,SE,27,5,Kansas St.,73,12,Utah St.,68,53,54,B12,17.42,111.1,93.6,66.4,5.8,5.1,23.0,11.0,72.9,66.1,6.71,8.41,7.55,7.04,14.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07941176470588232,WAC,19.32,111.2,91.8,62.4,2.9,8.5,30.0,4.0,72.0,58.7,13.35,0.5,1.88,11.35,13.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5551470588235293
2011,1,SE,28,4,Wisconsin,72,13,Belmont,58,55,56,B10,25.84,122.3,96.5,56.9,3.7,12.2,25.0,9.0,67.9,58.6,9.35,9.42,4.24,14.52,18.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11862745098039218,ASun,18.48,112.6,94.1,68.4,9.1,4.4,30.0,5.0,79.7,62.2,17.49,-4.42,9.39,3.68,13.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24264705882352944
2011,1,SE,29,6,St. John's,71,11,Gonzaga,86,57,58,BE,15.87,111.2,95.3,66.0,4.0,4.7,21.0,12.0,70.1,67.0,3.09,10.01,6.41,6.69,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8676470588235294,WCC,16.45,112.1,95.6,66.1,7.9,2.4,25.0,10.0,76.7,65.9,10.77,4.01,8.59,5.27,13.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25432525951557095
2011,1,SE,30,3,BYU,74,14,Wofford,66,59,60,MWC,23.22,117.5,94.3,70.2,13.2,0.8,32.0,5.0,81.4,67.9,13.51,5.76,15.83,2.82,18.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14052287581699346,SC,8.17,112.3,104.2,63.2,4.7,0.6,21.0,13.0,73.6,68.0,5.56,-1.21,4.08,0.27,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19607843137254902
2011,1,SE,31,7,UCLA,78,10,Michigan St.,76,61,62,P10,13.57,108.7,95.1,65.5,3.3,2.7,23.0,11.0,70.1,66.3,3.76,7.93,5.03,6.67,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572192513368984,B10,15.08,109.5,94.4,65.0,4.6,5.0,19.0,15.0,68.8,66.6,2.21,11.67,6.14,7.56,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6681985294117647
2011,1,SE,32,2,Florida,79,15,UC Santa Barbara,51,63,64,SEC,20.61,115.8,95.2,62.5,8.6,6.5,29.0,8.0,72.1,63.4,8.7,7.57,7.74,8.53,16.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6417112299465241,BW,3.15,103.7,100.5,64.1,-1.3,2.3,18.0,14.0,67.8,65.8,2.03,0.12,-1.32,2.53,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2536764705882353
2011,2,NW,33,1,Ohio St.,98,8,George Mason,66,1,3,B10,33.47,125.0,91.5,63.8,11.4,10.4,34.0,3.0,77.1,59.7,17.46,8.38,13.39,12.45,25.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.18449197860962574,CAA,18.3,114.1,95.8,64.5,5.5,5.6,27.0,7.0,72.8,62.5,10.29,1.37,6.01,5.65,11.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13970588235294118
2011,2,NW,34,4,Kentucky,71,5,West Virginia,63,7,5,SEC,25.82,117.8,92.0,65.0,8.7,7.8,29.0,9.0,74.9,63.5,11.39,8.91,10.67,9.64,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.430672268907563,BE,20.11,114.9,94.8,62.5,4.5,8.4,21.0,12.0,69.8,64.7,5.12,11.03,5.64,10.51,16.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013368983957219244
2011,2,NW,35,3,Syracuse,62,11,Marquette,66,11,10,BE,22.49,114.9,92.4,64.6,7.2,7.3,27.0,8.0,73.4,63.3,10.06,8.79,9.39,9.45,18.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5058823529411766,BE,18.14,115.5,97.3,66.2,8.1,3.0,22.0,15.0,75.2,68.8,6.38,8.51,10.23,4.66,14.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21568627450980393
2011,2,NW,36,2,North Carolina,86,7,Washington,83,15,13,ACC,22.18,111.8,89.6,70.6,11.2,4.2,29.0,8.0,77.5,68.8,8.73,10.15,13.0,5.87,18.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4735294117647059,P10,21.69,117.7,96.0,69.9,13.7,-0.2,24.0,11.0,83.1,70.7,12.37,7.74,18.29,1.83,20.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2389705882352941
2011,2,SW,37,1,Duke,73,8,Michigan,71,17,19,ACC,28.42,119.7,91.3,68.6,13.7,5.3,32.0,5.0,80.9,64.7,16.19,8.32,16.55,7.95,24.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05882352941176466,B10,17.69,112.8,95.1,61.5,1.4,7.7,21.0,14.0,66.5,62.5,4.03,10.68,3.14,11.07,14.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7598039215686274
2011,2,SW,38,4,Texas,69,5,Arizona,70,23,21,B12,25.93,115.5,89.6,65.5,8.0,8.1,28.0,8.0,75.0,62.2,12.86,7.96,9.52,11.3,20.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.29096638655462187,P10,19.65,117.4,97.8,65.3,9.7,3.0,30.0,8.0,76.4,67.9,8.55,7.99,11.12,5.42,16.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10407239819004527
2011,2,SW,39,3,Connecticut,69,6,Cincinnati,58,27,25,BE,23.93,115.8,91.9,64.5,6.8,5.0,32.0,9.0,72.4,64.9,7.51,10.44,9.23,8.72,17.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8462566844919786,BE,19.41,111.1,91.7,62.6,2.1,8.8,26.0,9.0,68.9,59.6,9.31,6.1,3.69,11.72,15.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.27450980392156865
2011,2,SW,40,2,San Diego St.,71,7,Temple,64,31,29,MWC,24.98,114.1,89.1,62.3,6.6,9.0,34.0,3.0,71.9,59.2,12.65,6.36,5.28,12.68,17.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10784313725490198,A10,16.84,110.5,93.7,64.2,4.1,6.6,26.0,8.0,70.6,62.5,8.12,4.23,3.97,8.38,12.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5399159663865546
2011,2,NE,41,1,Kansas,73,9,Illinois,59,33,36,B12,28.38,118.9,90.6,68.4,13.3,6.5,35.0,3.0,81.2,64.7,16.47,7.62,15.48,8.62,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.30363321799307963,B10,20.14,113.3,93.1,64.8,6.4,6.1,20.0,14.0,71.0,65.4,5.62,11.11,7.98,8.74,16.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3621323529411764
2011,2,NE,42,12,Richmond,65,13,Morehead St.,48,38,40,A10,16.01,112.6,96.5,62.1,2.8,7.4,29.0,8.0,69.6,61.2,8.43,2.79,2.85,8.38,11.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333334,OVC,7.01,105.6,98.6,63.4,-0.1,5.1,25.0,10.0,68.9,61.8,7.14,-3.13,-1.68,4.49,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375
2011,2,NE,43,3,Purdue,76,11,VCU,94,43,42,B10,24.79,115.9,91.1,66.0,7.1,9.1,26.0,8.0,72.5,61.9,10.68,8.69,9.34,10.02,19.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14411764705882352,CAA,13.49,112.0,98.5,65.6,6.6,1.6,28.0,12.0,71.6,66.8,4.78,3.78,6.2,2.36,8.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10784313725490191
2011,2,NE,44,2,Notre Dame,57,10,Florida St.,71,47,46,BE,23.25,120.9,97.7,63.1,9.8,4.2,27.0,7.0,75.2,65.5,9.74,8.43,11.1,7.07,18.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050653594771241824,ACC,16.76,104.5,87.7,66.7,2.3,8.3,23.0,11.0,69.1,62.0,7.03,6.45,3.52,9.97,13.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12316176470588236
2011,2,SE,45,1,Pittsburgh,70,8,Butler,71,49,51,BE,27.08,120.6,93.5,61.8,8.8,9.4,28.0,6.0,73.9,61.0,12.97,7.85,9.54,11.28,20.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4908088235294117,Horz,16.46,112.3,95.9,63.5,5.0,5.2,28.0,10.0,71.2,64.1,7.11,5.02,5.06,6.48,11.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0245098039215685
2011,2,SE,46,4,Wisconsin,70,5,Kansas St.,65,55,53,B10,25.84,122.3,96.5,56.9,3.7,12.2,25.0,9.0,67.9,58.6,9.35,9.42,4.24,14.52,18.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11862745098039218,B12,17.42,111.1,93.6,66.4,5.8,5.1,23.0,11.0,72.9,66.1,6.71,8.41,7.55,7.04,14.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07941176470588232
2011,2,SE,47,3,BYU,89,11,Gonzaga,67,59,58,MWC,23.22,117.5,94.3,70.2,13.2,0.8,32.0,5.0,81.4,67.9,13.51,5.76,15.83,2.82,18.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14052287581699346,WCC,16.45,112.1,95.6,66.1,7.9,2.4,25.0,10.0,76.7,65.9,10.77,4.01,8.59,5.27,13.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25432525951557095
2011,2,SE,48,2,Florida,73,7,UCLA,65,63,61,SEC,20.61,115.8,95.2,62.5,8.6,6.5,29.0,8.0,72.1,63.4,8.7,7.57,7.74,8.53,16.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6417112299465241,P10,13.57,108.7,95.1,65.5,3.3,2.7,23.0,11.0,70.1,66.3,3.76,7.93,5.03,6.67,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572192513368984
2011,3,NW,49,1,Ohio St.,60,4,Kentucky,62,1,7,B10,33.47,125.0,91.5,63.8,11.4,10.4,34.0,3.0,77.1,59.7,17.46,8.38,13.39,12.45,25.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.18449197860962574,SEC,25.82,117.8,92.0,65.0,8.7,7.8,29.0,9.0,74.9,63.5,11.39,8.91,10.67,9.64,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.430672268907563
2011,3,NW,50,2,North Carolina,81,11,Marquette,63,15,10,ACC,22.18,111.8,89.6,70.6,11.2,4.2,29.0,8.0,77.5,68.8,8.73,10.15,13.0,5.87,18.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4735294117647059,BE,18.14,115.5,97.3,66.2,8.1,3.0,22.0,15.0,75.2,68.8,6.38,8.51,10.23,4.66,14.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21568627450980393
2011,3,SW,51,1,Duke,77,5,Arizona,93,17,21,ACC,28.42,119.7,91.3,68.6,13.7,5.3,32.0,5.0,80.9,64.7,16.19,8.32,16.55,7.95,24.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05882352941176466,P10,19.65,117.4,97.8,65.3,9.7,3.0,30.0,8.0,76.4,67.9,8.55,7.99,11.12,5.42,16.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10407239819004527
2011,3,SW,52,2,San Diego St.,67,3,Connecticut,74,31,27,MWC,24.98,114.1,89.1,62.3,6.6,9.0,34.0,3.0,71.9,59.2,12.65,6.36,5.28,12.68,17.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10784313725490198,BE,23.93,115.8,91.9,64.5,6.8,5.0,32.0,9.0,72.4,64.9,7.51,10.44,9.23,8.72,17.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8462566844919786
2011,3,NE,53,1,Kansas,77,12,Richmond,57,33,38,B12,28.38,118.9,90.6,68.4,13.3,6.5,35.0,3.0,81.2,64.7,16.47,7.62,15.48,8.62,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.30363321799307963,A10,16.01,112.6,96.5,62.1,2.8,7.4,29.0,8.0,69.6,61.2,8.43,2.79,2.85,8.38,11.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333334
2011,3,NE,54,10,Florida St.,71,11,VCU,72,46,42,ACC,16.76,104.5,87.7,66.7,2.3,8.3,23.0,11.0,69.1,62.0,7.03,6.45,3.52,9.97,13.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12316176470588236,CAA,13.49,112.0,98.5,65.6,6.6,1.6,28.0,12.0,71.6,66.8,4.78,3.78,6.2,2.36,8.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10784313725490191
2011,3,SE,55,4,Wisconsin,54,8,Butler,61,55,51,B10,25.84,122.3,96.5,56.9,3.7,12.2,25.0,9.0,67.9,58.6,9.35,9.42,4.24,14.52,18.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11862745098039218,Horz,16.46,112.3,95.9,63.5,5.0,5.2,28.0,10.0,71.2,64.1,7.11,5.02,5.06,6.48,11.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0245098039215685
